number_of_usable_primary_variables,proportion_of_variables_with_caution_flags,number_of_variables_with_caution_flags,median_primary_delta_from_best,number_of_variables_with_non_primary_best_model,number_of_variables_where_reconstruction_differs_from_best_model,number_of_variables_where_root_outside_extant_range,root_mahalanobis_distance_squared_in_PCA_space,root_mahalanobis_distance_in_PCA_space,extant_cloud_membership,root_inside_extant_convex_hull_displayed_2D,ellipse_95_area_to_extant_hull_area_ratio,covariance_condition_number,covariance_used_nearPD,model_universe,OU_status,final_classification
12,0,0,0,0,0,0,0.11459766845300728,0.33852277390599184,central,TRUE,0.0908430732404773,1.3265565128151209,FALSE,5models_no_OU,excluded_deferred,ROBUST
