number_of_usable_primary_variables,proportion_of_variables_with_caution_flags,number_of_variables_with_caution_flags,median_primary_delta_from_best,number_of_variables_with_non_primary_best_model,number_of_variables_where_reconstruction_differs_from_best_model,number_of_variables_where_root_outside_extant_range,root_mahalanobis_distance_squared_in_PCA_space,root_mahalanobis_distance_in_PCA_space,root_mahalanobis_percentile_against_extant_distribution,root_mahalanobis_percentile_classification,root_density_in_PCA_space,root_density_percentile_against_extant_distribution,root_density_classification,extant_cloud_membership,root_inside_extant_convex_hull_displayed_2D,ellipse_95_area_to_extant_hull_area_ratio,covariance_condition_number,covariance_used_nearPD,climate_set,analysis_output_label,model_universe,OU_status,final_classification
6,0,0,0,0,0,0,0.10705868570165468,0.327198236091906,0.09323355160586218,central,1.2454816781295728,0.8888888888888888,central,central,TRUE,0.6453463112211246,1.3501159466226247,FALSE,final_6_variable_core,final6_5models_no_OU,5models_no_OU,excluded_deferred,TENTATIVE
