crown_node,n_species_used,tree_is_rooted_after_pruning,projection_note,root_PC1,root_PC2,root_PC3,root_PC4,root_PC5,root_PC6,selected_display_PCx,selected_display_PCy,display_PCx_sign,display_PCy_sign,display_PCx_oriented,display_PCy_oriented,root_inside_extant_convex_hull_displayed_2D,extant_centroid_distance_displayed_2D,extant_centroid_PCx_displayed_2D,extant_centroid_PCy_displayed_2D,mahalanobis_distance_squared_from_extant_cloud_displayed_2D,mahalanobis_distance_from_extant_cloud_displayed_2D,mahalanobis_percentile_against_extant_distribution_displayed_2D,mahalanobis_percentile_classification_displayed_2D,extant_cloud_membership_status,extant_convex_hull_area_displayed_2D,density_at_root_displayed_2D,density_percentile_against_extant_distribution_displayed_2D,density_classification_displayed_2D
9622,9621,TRUE,root reconstructed in original variables; PCA used only for visualization,0.3222594614774122,-0.4735249182163912,-0.18589168431111727,0.03983915217291542,-0.013397919190135008,0.02157858006906539,PC4,PC3,1,1,0.03983915217291542,-0.18589168431111727,TRUE,0.19011279899543732,3.581473197905813e-15,-2.570268427293257e-15,0.10705868570165468,0.327198236091906,0.09323355160586218,central,central,17.030230446103936,1.2454816781295728,0.8888888888888888,central
