PC,eigenvalue,variance_explained,cumulative_variance
PC1,4.183630549604818,0.6972717582674698,0.6972717582674698
PC2,1.178454622469691,0.19640910374494855,0.8936808620124184
PC3,0.3460985857422952,0.05768309762371588,0.9513639596361343
PC4,0.21997679079611807,0.03666279846601969,0.988026758102154
PC5,0.0631925601752707,0.010532093362545118,0.9985588514646991
PC6,0.008646891211805325,0.001441148535300888,1
