tree_tip_missing_complete_climate
astur_gentilis
astur_meyerianus
astur_henstii
astur_melanoleucus
astur_bicolor
astur_chilensis
astur_cooperii
astur_gundlachi
tachyspiza_albogularis
tachyspiza_fasciata
tachyspiza_rufitorques
tachyspiza_melanochlamys
tachyspiza_poliocephala
tachyspiza_princeps
tachyspiza_luteoschistacea
tachyspiza_hiogaster
tachyspiza_novaehollandiae
tachyspiza_francesiae
tachyspiza_imitator
tachyspiza_soloensis
tachyspiza_brevipes
tachyspiza_butleri
tachyspiza_badia
tachyspiza_cirrocephala
tachyspiza_henicogramma
tachyspiza_rhodogaster
tachyspiza_brachyura
tachyspiza_erythrauchen
tachyspiza_nanus
tachyspiza_virgata
tachyspiza_gularis
tachyspiza_trinotata
tachyspiza_erythropus
tachyspiza_minulla
aerospiza_castanilius
aerospiza_tachiro
lophospiza_griseiceps
lophospiza_trivirgata
nisaetus_kelaarti
circaetus_spectabilis
pandion_haliaetus
ninox_rotiensis
ninox_natalis
ninox_fusca
ninox_plesseni
glaucidium_mooreorum
taenioptynx_brodiei
taenioptynx_sylvaticus
otus_insularis
otus_bikegila
otus_podarginus
ketupa_leucosticta
ketupa_poensis
ketupa_philippensis
ketupa_blakistoni
ketupa_lactea
ketupa_shelleyi
ketupa_nipalensis
ketupa_sumatrana
ketupa_coromanda
bubo_milesi
megascops_roraimae
megascops_centralis
strix_virgata
strix_huhula
strix_nigrolineata
strix_albitarsis
strix_sartorii
asio_grammicus
asio_flammeus
asio_solomonensis
tyto_alba
tyto_furcata
tyto_deroepstorffi
tyto_javanica
todiramphus_albicilla
todiramphus_tristrami
todiramphus_colonus
todiramphus_sordidus
todiramphus_sanctus
todiramphus_gambieri
todiramphus_tutus
todiramphus_ruficollaris
todiramphus_veneratus
todiramphus_godeffroyi
todiramphus_reichenbachii
todiramphus_sacer
todiramphus_recurvirostris
todiramphus_cinnamominus
ceyx_rufidorsa
chloropicus_pyrrhogaster
chloropicus_xantholophus
chloropicus_namaquus
dendrocoptes_auriceps
dendrocoptes_dorae
dendrocoptes_medius
yungipicus_kizuki
yungipicus_temminckii
yungipicus_maculatus
yungipicus_ramsayi
yungipicus_moluccensis
yungipicus_nanus
yungipicus_canicapillus
picoides_dorsalis
campephilus_imperialis
campephilus_principalis
chrysocolaptes_socialis
gecinulus_rafflesii
dryocopus_lineatus
dryocopus_schulzii
dryocopus_pileatus
pogoniulus_uropygialis
bucco_noanamae
bucco_tamatia
bucco_macrodactylus
nystalus_obamai
penelopides_samarensis
rhinoplax_vigil
tockus_ruahae
tockus_kempi
tockus_rufirostris
trogon_ramonianus
trogon_caligatus
trogon_chrysochloros
trogon_cupreicauda
trogon_tenellus
priotelus_roseigaster
caprimulgus_ritae
caprimulgus_griseatus
siphonorhis_americana
hydropsalis_forcipata
antiurus_maculicaudus
quechuavis_decussata
setopagis_maculosa
tepuiornis_whitelyi
eurostopodus_exul
aerodramus_inquietus
aerodramus_elaphrus
aerodramus_leucophaeus
aerodramus_amelis
aerodramus_bartschi
aerodramus_sawtelli
collocalia_marginata
collocalia_uropygialis
collocalia_isonota
collocalia_natalis
collocalia_affinis
collocalia_dodgei
collocalia_neglecta
collocalia_sumbawae
chrysuronia_boucardi
uranomitra_franciae
saucerottia_cyanifrons
saucerottia_hoffmanni
ramosomyia_violiceps
ramosomyia_viridifrons
chlorostilbon_alice
chlorostilbon_melanorhynchus
eugenes_spectabilis
discosura_letitiae
heliodoxa_rubricauda
ocreatus_addae
ocreatus_peruanus
eriocnemis_godini
colibri_cyanotus
aegotheles_terborghi
batrachostomus_affinis
batrachostomus_chaseni
batrachostomus_moniliger
puffinus_auricularis
puffinus_newelli
puffinus_myrtae
puffinus_bannermani
puffinus_bailloni
puffinus_persicus
puffinus_opisthomelas
puffinus_bryani
puffinus_puffinus
puffinus_heinrothi
puffinus_elegans
puffinus_lherminieri
puffinus_assimilis
puffinus_yelkouan
puffinus_baroli
puffinus_boydi
puffinus_gavia
puffinus_huttoni
puffinus_subalaris
puffinus_nativitatis
ardenna_carneipes
ardenna_creatopus
ardenna_gravis
ardenna_grisea
ardenna_tenuirostris
ardenna_bulleri
ardenna_pacifica
calonectris_diomedea
calonectris_edwardsii
calonectris_borealis
calonectris_leucomelas
procellaria_aequinoctialis
procellaria_conspicillata
procellaria_parkinsoni
procellaria_cinerea
procellaria_westlandica
bulweria_fallax
bulweria_bulwerii
pseudobulweria_aterrima
pseudobulweria_macgillivrayi
pseudobulweria_becki
pseudobulweria_rostrata
pterodroma_baraui
pterodroma_sandwichensis
pterodroma_phaeopygia
pterodroma_externa
pterodroma_cervicalis
pterodroma_ultima
pterodroma_alba
pterodroma_heraldica
pterodroma_arminjoniana
pterodroma_atrata
pterodroma_neglecta
pterodroma_inexpectata
pterodroma_axillaris
pterodroma_nigripennis
pterodroma_solandri
pterodroma_brevipes
pterodroma_leucoptera
pterodroma_pycrofti
pterodroma_cookii
pterodroma_longirostris
pterodroma_deserta
pterodroma_feae
pterodroma_defilippiana
pterodroma_madeira
pterodroma_cahow
pterodroma_caribbaea
pterodroma_hasitata
pterodroma_gouldi
pterodroma_macroptera
pterodroma_lessonii
pterodroma_incerta
pterodroma_magentae
pterodroma_mollis
pterodroma_hypoleuca
pachyptila_desolata
pachyptila_salvini
pachyptila_belcheri
pachyptila_macgillivrayi
pachyptila_vittata
pachyptila_crassirostris
pachyptila_turtur
halobaena_caerulea
pelecanoides_georgicus
pelecanoides_magellani
pelecanoides_urinatrix
pelecanoides_garnotii
aphrodroma_brevirostris
fulmarus_glacialis
fulmarus_glacialoides
macronectes_giganteus
macronectes_halli
daption_capense
pagodroma_nivea
thalassoica_antarctica
hydrobates_leucorhous
hydrobates_socorroensis
hydrobates_cheimomnestes
hydrobates_matsudairae
hydrobates_monorhis
hydrobates_tristrami
hydrobates_hornbyi
hydrobates_homochroa
hydrobates_castro
hydrobates_monteiroi
hydrobates_jabejabe
hydrobates_furcatus
hydrobates_pelagicus
hydrobates_macrodactylus
hydrobates_markhami
hydrobates_melania
hydrobates_microsoma
hydrobates_tethys
fregetta_lineata
fregetta_maoriana
fregetta_tropica
fregetta_grallaria
garrodia_nereis
pelagodroma_marina
nesofregetta_fuliginosa
oceanites_oceanicus
oceanites_gracilis
oceanites_pincoyae
thalassarche_eremita
thalassarche_salvini
thalassarche_cauta
thalassarche_bulleri
thalassarche_chrysostoma
thalassarche_melanophris
thalassarche_carteri
thalassarche_chlororhynchos
phoebetria_fusca
phoebetria_palpebrata
diomedea_antipodensis
diomedea_dabbenena
diomedea_amsterdamensis
diomedea_epomophora
diomedea_sanfordi
diomedea_exulans
phoebastria_albatrus
phoebastria_irrorata
phoebastria_immutabilis
phoebastria_nigripes
eudyptes_chrysocome
eudyptes_filholi
eudyptes_moseleyi
eudyptes_pachyrhynchus
eudyptes_robustus
eudyptes_sclateri
eudyptes_chrysolophus
eudyptes_schlegeli
megadyptes_antipodes
spheniscus_demersus
spheniscus_magellanicus
spheniscus_humboldti
spheniscus_mendiculus
eudyptula_minor
pygoscelis_antarcticus
pygoscelis_papua
pygoscelis_adeliae
aptenodytes_forsteri
aptenodytes_patagonicus
ardea_alba
ardea_coromanda
ardea_ibis
butorides_atricapilla
butorides_sundevalli
butorides_virescens
butorides_striata
egretta_sacra
nycticorax_nycticorax
nycticorax_olsoni
botaurus_exilis
botaurus_involucris
botaurus_minutus
botaurus_sinensis
botaurus_sturmii
botaurus_dubius
botaurus_cinnamomeus
botaurus_eurhythmus
botaurus_flavicollis
pelecanus_occidentalis
pelecanus_thagus
platalea_minor
threskiornis_molucca
pseudibis_gigantea
leucocarbo_campbelli
leucocarbo_colensoi
leucocarbo_chalconotus
leucocarbo_onslowi
leucocarbo_carunculatus
leucocarbo_bougainvilliorum
leucocarbo_ranfurlyi
leucocarbo_atriceps
leucocarbo_magellanicus
nannopterum_harrisi
gulosus_aristotelis
phalacrocorax_fuscescens
phalacrocorax_featherstoni
phalacrocorax_punctatus
phalacrocorax_capillatus
phalacrocorax_carbo
phalacrocorax_capensis
phalacrocorax_neglectus
urile_urile
poikilocarbo_gaimardi
microcarbo_coronatus
sula_dactylatra
sula_granti
sula_nebouxii
sula_variegata
sula_brewsteri
sula_leucogaster
sula_sula
morus_capensis
morus_serrator
morus_bassanus
papasula_abbotti
fregata_andrewsi
fregata_ariel
fregata_minor
fregata_aquila
fregata_magnificens
gavia_adamsii
gavia_stellata
phaethon_aethereus
phaethon_rubricauda
phaethon_lepturus
larus_livens
larus_hyperboreus
larus_mongolicus
larus_vegae
larus_glaucoides
larus_marinus
larus_occidentalis
larus_brachyrhynchus
larus_heermanni
larus_atlanticus
larus_crassirostris
larus_belcheri
larus_pacificus
ichthyaetus_hemprichii
ichthyaetus_melanocephalus
ichthyaetus_leucophthalmus
ichthyaetus_audouinii
ichthyaetus_relictus
ichthyaetus_ichthyaetus
leucophaeus_fuliginosus
leucophaeus_pipixcan
leucophaeus_atricilla
leucophaeus_modestus
leucophaeus_scoresbii
chroicocephalus_brunnicephalus
chroicocephalus_ridibundus
chroicocephalus_cirrocephalus
chroicocephalus_hartlaubii
chroicocephalus_bulleri
chroicocephalus_novaehollandiae
chroicocephalus_maculipennis
chroicocephalus_serranus
chroicocephalus_philadelphia
chroicocephalus_genei
saundersilarus_saundersi
rissa_brevirostris
rissa_tridactyla
creagrus_furcatus
sterna_dougallii
sterna_striata
sterna_sumatrana
sterna_repressa
sterna_virgata
sterna_vittata
sterna_hirundinacea
thalasseus_albididorsalis
thalasseus_maximus
thalasseus_bengalensis
thalasseus_bernsteini
thalasseus_elegans
thalasseus_sandvicensis
larosterna_inca
hydroprogne_caspia
sternula_antillarum
sternula_saundersi
sternula_albifrons
sternula_nereis
onychoprion_anaethetus
onychoprion_lunatus
onychoprion_fuscatus
onychoprion_aleuticus
anous_albivitta
anous_ceruleus
anous_minutus
anous_tenuirostris
anous_stolidus
gygis_alba
gygis_candida
gygis_microrhyncha
synthliboramphus_craveri
synthliboramphus_hypoleucus
synthliboramphus_scrippsi
synthliboramphus_antiquus
synthliboramphus_wumizusume
uria_aalge
uria_lomvia
alle_alle
alca_torda
cepphus_carbo
cepphus_columba
cepphus_grylle
brachyramphus_brevirostris
brachyramphus_marmoratus
brachyramphus_perdix
aethia_psittacula
aethia_pusilla
aethia_pygmaea
aethia_cristatella
ptychoramphus_aleuticus
fratercula_arctica
fratercula_corniculata
fratercula_cirrhata
cerorhinca_monocerata
stercorarius_chilensis
stercorarius_maccormicki
stercorarius_antarcticus
stercorarius_pomarinus
stercorarius_skua
stercorarius_longicaudus
stercorarius_parasiticus
glareola_isabella
dromas_ardeola
turnix_novaecaledoniae
calidris_pugnax
calidris_canutus
arenaria_interpres
prosobonia_parvirostris
phalaropus_fulicarius
phalaropus_lobatus
phalaropus_tricolor
gallinago_magellanica
coenocorypha_aucklandica
coenocorypha_huegeli
numenius_hudsonicus
numenius_borealis
anarhynchus_alexandrinus
anarhynchus_dealbatus
anarhynchus_javanicus
anarhynchus_peronii
anarhynchus_marginatus
anarhynchus_pallidus
anarhynchus_nivosus
anarhynchus_ruficapillus
anarhynchus_alticola
anarhynchus_falklandicus
anarhynchus_collaris
anarhynchus_wilsonia
anarhynchus_montanus
anarhynchus_pecuarius
anarhynchus_sanctaehelenae
anarhynchus_thoracicus
anarhynchus_obscurus
anarhynchus_bicinctus
anarhynchus_leschenaultii
anarhynchus_mongolus
anarhynchus_atrifrons
anarhynchus_asiaticus
anarhynchus_veredus
vanellus_macropterus
thinornis_dubius
thinornis_placidus
thinornis_forbesi
thinornis_tricollaris
thinornis_melanops
thinornis_novaeseelandiae
charadrius_hiaticula
zonibyx_modestus
haematopus_chathamensis
haematopus_unicolor
haematopus_moquini
haematopus_longirostris
haematopus_fuliginosus
haematopus_bachmani
haematopus_palliatus
haematopus_ater
himantopus_leucocephalus
himantopus_himantopus
himantopus_mexicanus
esacus_magnirostris
hesperoburhinus_bistriatus
hesperoburhinus_superciliaris
chionis_albus
chionis_minor
gallirallus_woodfordi
gallirallus_owstoni
gallirallus_philippensis
gallirallus_insignis
gallirallus_rovianae
gallirallus_sylvestris
gallirallus_torquatus
gallirallus_okinawae
gallirallus_castaneoventris
gallirallus_wallacii
gallirallus_calayanensis
lewinia_muelleri
crecopsis_egregia
rallus_aequatorialis
erythromachus_leguati
mustelirallus_albicollis
mustelirallus_cerverai
mustelirallus_colombianus
mustelirallus_erythrops
anurolimnas_castaneiceps
gallinula_silvestris
gallinula_comeri
gallinula_pacifica
zapornia_pusilla
zapornia_atra
aenigmatolimnas_marginalis
poliolimnas_cinereus
laterallus_spiloptera
laterallus_rogersi
laterallus_notatus
rufirallus_schomburgkii
rufirallus_fasciatus
rufirallus_leucopyrrhus
rufirallus_xenopterus
porphyrio_porphyrio
porphyrio_martinica
grus_paradiseus
grus_virgo
grus_carunculatus
antigone_antigone
antigone_rubicunda
antigone_vipio
antigone_canadensis
ptilinopus_chalcurus
ptilinopus_coralensis
ptilinopus_insularis
ptilinopus_huttoni
ptilinopus_chrysogaster
