tree_tip_missing_complete_climate
camarhynchus_pallidus
camarhynchus_psittacula
camarhynchus_parvulus
camarhynchus_pauper
camarhynchus_heliobates
pinaroloxias_inornata
geospiza_septentrionalis
melopyrrha_grandis
stilpnia_cayana
stilpnia_cucullata
stilpnia_vitriolina
stilpnia_meyerdeschauenseei
stilpnia_peruviana
stilpnia_preciosa
stilpnia_cyanoptera
stilpnia_whitelyi
stilpnia_viridicollis
stilpnia_heinei
stilpnia_phillipsi
stilpnia_argyrofenges
stilpnia_cyanicollis
stilpnia_nigrocincta
stilpnia_larvata
poecilostreptus_cabanisi
poecilostreptus_palmeri
thraupis_ornata
thraupis_palmarum
thraupis_abbas
thraupis_cyanoptera
thraupis_glaucocolpa
thraupis_episcopus
thraupis_sayaca
chalcothraupis_ruficervix
ixothraupis_guttata
ixothraupis_xanthogastra
ixothraupis_rufigula
ixothraupis_punctata
ixothraupis_varia
rauenia_bonariensis
rhopospina_alaudina
rhopospina_caerulescens
rhopospina_carbonaria
haplospiza_rustica
idiopsar_speculifer
idiopsar_dorsalis
idiopsar_erythronotus
sicalis_uropygialis
rowettia_goughensis
nesospiza_questi
nesospiza_wilkinsi
nesospiza_acunhae
poospizopsis_hypochondria
saltatricula_atricollis
saltatricula_multicolor
tachyphonus_delatrii
tachyphonus_surinamus
heliothraupis_oneilli
loriotus_luctuosus
loriotus_rufiventer
loriotus_cristatus
amaurospiza_aequatorialis
amaurospiza_concolor
amaurospiza_carrizalensis
periporphyrus_celaeno
periporphyrus_erythromelas
chlorothraupis_carmioli
chlorothraupis_frenata
chlorothraupis_olivacea
chlorothraupis_stolzmanni
driophlox_atrimaxillaris
driophlox_fuscicauda
driophlox_cristata
driophlox_gutturalis
setophaga_aestiva
basileuterus_punctipectus
basileuterus_melanotis
basileuterus_tacarcunae
basileuterus_delattrii
myiothlypis_griseiceps
vermivora_bachmanii
geothlypis_velata
icterus_bullockii
leistes_loyca
sturnella_lilianae
atlapetes_luteoviridis
atlapetes_tibialis
ammospiza_caudacuta
ammospiza_maritima
centronyx_bairdii
centronyx_henslowii
junco_insularis
spizelloides_arborea
amphispizopsis_quinquestriata
rhynchospiza_dabbenei
plectrophenax_nivalis
calcarius_lapponicus
loxia_sinesciuris
acanthis_flammea
crithagra_whytii
pyrrhula_owstoni
loxops_caeruleirostris
loxops_mana
paroreomyza_maculata
carpodacus_davidianus
carpodacus_grandis
euphonia_godmani
chlorophonia_musica
chlorophonia_sclateri
chlorophonia_flavifrons
chlorophonia_elegantissima
chlorophonia_cyanocephala
fringilla_canariensis
fringilla_maderensis
fringilla_moreletti
fringilla_spodiogenys
anthus_japonicus
anthus_cervinus
anthus_ruficollis
anthus_brevirostris
anthus_antarcticus
anthus_hellmayri
anthus_australis
anthus_nicholsoni
motacilla_bocagii
ploceus_holoxanthus
foudia_flavicans
foudia_sechellarum
pachyphantes_superciliosus
lonchura_nigerrima
lonchura_vana
mayrimunia_leucosticta
mayrimunia_tristissima
padda_oryzivora
stizoptera_bichenovii
emblema_modestum
emblema_ruficauda
glaucestrilda_caerulescens
chloropsis_cochinchinensis
cinnyris_aurora
cinnyris_teysmanni
cinnyris_clementiae
cinnyris_frenatus
cinnyris_infrenatus
cinnyris_ornatus
cinnyris_dussumieri
cyanomitra_veroxii
aethopyga_tibolii
arachnothera_everetti
kurochkinegramma_hypogrammicum
dicaeum_virescens
dicaeum_rhodopygiale
pachyglossa_agilis
pachyglossa_everetti
pachyglossa_melanozantha
pachyglossa_vincens
pachyglossa_propria
pachyglossa_chrysorrhea
pachyglossa_olivacea
turdus_daguae
turdus_murinus
turdus_eremita
turdus_erythropleurus
turdus_mindorensis
turdus_papuensis
turdus_bougainvillei
turdus_deningeri
turdus_javanicus
turdus_heinrothi
turdus_pritzbueri
turdus_vanikorensis
turdus_kulambangrae
turdus_ruficeps
turdus_thomassoni
turdus_schlegelii
turdus_nigrorum
turdus_samoensis
turdus_xanthopus
turdus_turdoides
turdus_litsitsirupa
turdus_simensis
turdus_mupinensis
zoothera_imbricata
zoothera_neilgherriensis
myadestes_lanaiensis
oenanthe_lugentoides
oenanthe_lugubris
oenanthe_melanoleuca
saxicola_rubicola
saxicola_maurus
tarsiger_albocoeruleus
tarsiger_formosanus
ficedula_speculigera
enicurus_borneensis
myiomela_sumatrana
cossypha_heinrichi
stiphrornis_mabirae
cyornis_ocularis
cyornis_ruficrissa
cyornis_pelingensis
cyornis_kadayangensis
cyornis_montanus
cyornis_kalaoensis
cyornis_whitei
leucoptilon_concretum
copsychus_omissus
copsychus_barbouri
copsychus_leggei
copsychus_nigricauda
copsychus_stricklandii
copsychus_sechellarum
muscicapa_williamsoni
muscicapa_sodhii
leucopsar_rothschildi
gracupica_floweri
aplonis_atrifusca
aplonis_cinerascens
aplonis_pelzelni
mimus_trifasciatus
ramphocinclus_sanctaeluciae
buphagus_erythroryncha
cantorchilus_elutus
troglodytes_musicus
troglodytes_musculus
troglodytes_grenadensis
troglodytes_martinicensis
troglodytes_mesoleucus
polioptila_bilineata
polioptila_albiventris
polioptila_clementsi
polioptila_paraensis
ramphocaenus_sticturus
zosterops_anderssoni
zosterops_modestus
zosterops_kasaicus
zosterops_stenocricotus
zosterops_stuhlmanni
zosterops_socotranus
zosterops_tenuirostris
zosterops_samoensis
zosterops_rotensis
zosterops_hypolais
zosterops_oblitus
zosterops_tetiparius
zosterops_ponapensis
zosterops_cinereus
zosterops_oleagineus
zosterops_paruhbesar
zosterops_natalis
zosterops_dehaani
zosterops_flavus
zosterops_flavissimus
zosterops_meratusensis
apalopteron_familiare
sterrhoptilus_affinis
rukia_longirostra
rukia_ruki
cleptornis_marchei
pterorhinus_courtoisi
garrulax_bicolor
garrulax_rufifrons
turdoides_chapini
turdoides_rufocinctus
turdoides_gilberti
turdoides_atripennis
turdoides_nipalensis
argya_huttoni
actinodura_strigula
actinodura_cyanouroptera
actinodura_souliei
actinodura_waldeni
actinodura_morrisoniana
actinodura_nipalensis
alcippe_fratercula
alcippe_hueti
alcippe_davidi
pellorneum_capistratoides
gypsophila_rufipectus
gypsophila_annamensis
malacocincla_perspicillata
erythrogenys_imberbis
pomatorhinus_bornensis
paradoxornis_aemodius
curruca_iberiae
hypsipetes_crassirostris
hypsipetes_guimarasensis
hypsipetes_mindorensis
hypsipetes_nicobariensis
ixos_leucogrammicus
iole_cacharensis
iole_crypta
pycnonotus_bimaculatus
pycnonotus_zeylanicus
pycnonotus_conradi
rubigula_cyaniventris
rubigula_squamata
rubigula_erythropthalmos
microtarsus_fuscoflavescens
microtarsus_nieuwenhuisii
microtarsus_melanocephalos
microtarsus_priocephalus
microtarsus_urostictus
microtarsus_eutilotus
arizelocichla_kikuyuensis
phyllastrephus_scandens
phylloscopus_maforensis
phylloscopus_nesophilus
phylloscopus_makirensis
phylloscopus_nigrorum
phylloscopus_examinandus
aegithalos_exilis
tachycineta_leucopyga
cecropis_rufula
cecropis_badia
cecropis_melanocrissus
petrochelidon_perdita
hirundo_rustica
hirundo_tahitica
hirundo_domicola
pseudochelidon_sirintarae
acrocephalus_atyphus
acrocephalus_percernis
acrocephalus_longirostris
acrocephalus_caffer
acrocephalus_taiti
acrocephalus_vaughani
acrocephalus_kerearako
acrocephalus_rimitarae
acrocephalus_mendanae
acrocephalus_aequinoctialis
acrocephalus_syrinx
acrocephalus_rehsei
acrocephalus_hiwae
acrocephalus_rodericanus
acrocephalus_sechellensis
locustella_idonea
locustella_disturbans
locustella_musculus
locustella_portenta
apalis_stronachi
cisticola_distinctus
cisticola_anderseni
cisticola_bakerorum
prinia_cooki
prinia_rocki
prinia_striata
prinia_lepida
corypha_africana
corypha_kabalii
corypha_nigrescens
corypha_athi
corypha_kurrae
corypha_kidepoensis
corypha_sharpii
corypha_hypermetra
corypha_somalica
corypha_apiata
corypha_fasciolata
amirafra_angolensis
amirafra_rufocinnamomea
amirafra_collaris
plocealauda_assamica
plocealauda_erythroptera
plocealauda_affinis
plocealauda_erythrocephala
plocealauda_microptera
alaudala_heinei
alaudala_cheleensis
chersomanes_beesleyi
poecile_montanus
periparus_amabilis
periparus_venustulus
periparus_elegans
parus_cinereus
machlolophus_aplonotus
remiz_macronyx
eopsaltria_capito
eopsaltria_leucops
eopsaltria_georgiana
eopsaltria_placens
melanodryas_cryptoleuca
melanodryas_sigillata
melanodryas_cyanus
melanodryas_pulverulenta
melanodryas_bimaculata
leucophantes_brachyurus
petroica_multicolor
petroica_polymorpha
petroica_pusilla
callaeas_cinereus
melanocharis_crassirostris
melanocharis_piperata
melanocharis_citreola
corvus_sierramadrensis
corvus_samarensis
corvus_celebensis
corvus_pusillus
corvus_philippinus
corvus_kubaryi
corvus_corone
corvus_torquatus
corvus_hawaiiensis
corvus_minutus
coloeus_dauuricus
coloeus_monedula
pica_bottanensis
pica_serica
pica_nuttalli
cyanocorax_caeruleus
aphelocoma_insularis
aphelocoma_woodhouseii
cissa_thalassina
lanius_humeralis
corvinella_corvina
urolestes_melanoleucus
myiagra_albiventris
myiagra_oceanica
myiagra_pluto
myiagra_castaneigularis
symposiachrus_bimaculatus
symposiachrus_melanopterus
symposiachrus_nigrotectus
pomarea_mendozae
pomarea_whitneyi
pomarea_mira
pomarea_iphis
metabolus_rugensis
pomarea_dimidiata
pomarea_nigra
monarcha_takatsukasae
monarcha_godeffroyi
terpsiphone_corvina
diphyllodes_magnificus
diphyllodes_respublica
ptiloris_intercedens
ptiloris_magnificus
ptiloris_paradiseus
ptiloris_victoriae
parotia_helenae
dicrurus_palawanensis
dicrurus_sharpei
rhipidura_rufofronta
rhipidura_versicolor
rhipidura_torrida
rhipidura_kubaryi
rhipidura_louisiadensis
rhipidura_semicollaris
rhipidura_habibiei
rhipidura_sulaensis
rhipidura_nebulosa
lamprolia_klinesmithi
laniarius_major
laniarius_willardi
platysteira_chalybea
platysteira_jamesoni
platysteira_blissetti
platysteira_concreta
artamus_leucorynchus
pachycephala_ornata
pachycephala_vanikorensis
pachycephala_utupuae
pachycephala_flavifrons
pachycephala_graeffii
pachycephala_jacquinoti
pachycephala_citreogaster
pachycephala_macrorhyncha
pachycephala_sharpei
pachycephala_balim
pachycephala_chlorura
pachycephala_collaris
pachycephala_melanorhyncha
pachycephala_calliope
oriolus_consobrinus
vireo_gracilirostris
tunchiornis_rubrifrons
tunchiornis_ferrugineifrons
vireo_hypochryseus
pteruthius_intermedius
edolisoma_salvadorii
edolisoma_erythropygium
edolisoma_nesiotis
edolisoma_insperatum
edolisoma_pelingi
edolisoma_tricolor
edolisoma_admiralitatis
edolisoma_amboinense
edolisoma_timoriense
lalage_sharpei
coracina_mindorensis
coracina_guillemardi
coracina_kochii
coracina_larutensis
cinclosoma_clarum
myzomela_nigriventris
myzomela_chermesina
myzomela_wahe
myzomela_irianawidodoae
myzomela_prawiradilagae
meliphaga_analoga
meliphaga_orientalis
meliphaga_mimikae
meliphaga_flavirictus
meliphaga_gracilis
meliphaga_imitatrix
meliphaga_cinereifrons
meliphaga_albonotata
meliphaga_montana
meliphaga_vicina
meliphaga_chrysogenys
meliphaga_albilineata
meliphaga_fordiana
meliphaga_reticulata
gymnomyza_samoensis
gerygone_modesta
sericornis_maculatus
chenorhamphus_campbelli
amytornis_oweni
amytornis_rowleyi
amytornis_whitei
ailuroedus_maculosus
ailuroedus_geislerorum
ailuroedus_stonii
thripophaga_amacurensis
sylviorthorhynchus_desmursii
aphrastura_masafuerae
cinclodes_nigrofumosus
cinclodes_taczanowskii
pseudocolaptes_boissonneautii
neophilydor_erythrocercum
neophilydor_fuscipenne
automolus_cervinigularis
automolus_exsertus
xenops_mexicanus
xenops_rutilans
hylexetastes_uniformis
sclerurus_obscurior
scytalopus_intermedius
scytalopus_androstictus
scytalopus_whitneyi
scytalopus_krabbei
scytalopus_frankeae
grallaria_urraoensis
grallaria_centralis
grallaria_cochabambae
grallaria_ayacuchensis
grallaria_oneilli
grallaria_occabambae
grallaria_gravesi
grallaria_cajamarcae
grallaria_sinaensis
grallaria_alvarezi
grallaria_saturata
grallaria_spatiator
grallaria_obscura
hylopezus_paraensis
hylopezus_whittakeri
myrmothera_subcanescens
herpsilochmus_frater
radinopsyche_sellowi
sakesphoroides_cristatus
frederickena_fulva
pyriglena_maura
pyriglena_similis
myrmotherula_fluminensis
thamnistes_rufescens
neoxolmis_rubetra
neoxolmis_salinarum
neoxolmis_coronatus
nengetus_cinereus
pyrope_pyrope
cnemarchus_rufipennis
syrtidicola_fluviatilis
heteroxolmis_dominicana
guyramemua_affine
empidonomus_aurantioatrocristatus
ramphotrigon_flammulatum
nesotriccus_murinus
nesotriccus_ridgwayi
nesotriccus_tumbezanus
nesotriccus_maranonicus
elaenia_ridleyana
tyranniscus_nigrocapillus
tyranniscus_uropygialis
tyranniscus_cinereiceps
acrochordopus_burmeisteri
acrochordopus_zeledoni
pogonotriccus_paulista
pogonotriccus_difficilis
pachyramphus_salvini
lepidothrix_velutina
chiroxiphia_bokermanni
chiroxiphia_galeata
corapipo_altera
pitta_abbotti
pitta_forsteni
pitta_vigorsii
pitta_concinna
trichoglossus_rubiginosus
trichoglossus_concinnus
trichoglossus_histrio
trichoglossus_squamatus
trichoglossus_cyanogenius
trichoglossus_borneus
trichoglossus_semilarvatus
trichoglossus_reticulatus
glossoptilus_goldiei
chalcopsitta_fuscata
vini_kuhlii
vini_peruviana
vini_stepheni
vini_ultramarina
vini_solitaria
vini_amabilis
vini_palmarum
vini_meeki
vini_rubrigularis
vini_margarethae
vini_diadema
charmosynopsis_pulchella
charmosynopsis_toxopei
hypocharmosyna_placentis
hypocharmosyna_rubronotata
charminetta_wilhelminae
cyclopsitta_edwardsii
cyclopsitta_salvadorii
cyclopsitta_desmarestii
nannopsittacus_melanogenia
nannopsittacus_nigrifrons
nannopsittacus_gulielmitertii
loriculus_bonapartei
loriculus_camiguinensis
cyanoramphus_unicolor
cyanoramphus_cookii
cyanoramphus_saisseti
northiella_narethae
psittacula_eupatria
psittacula_eques
psittacula_krameri
psittacula_calthrapae
psittacula_columboides
tanygnathus_everetti
psittacula_longicauda
psittacula_finschii
psittacula_himalayana
psittacula_cyanocephala
psittacula_roseata
coracopsis_barklyi
cyanopsitta_spixii
psittacara_maugei
psittacara_brevipes
psittacara_strenuus
thectocercus_acuticaudatus
anodorhynchus_glaucus
pyrrhura_subandina
forpus_crassirostris
cacatua_sulphurea
falco_peregrinus
falco_rupicolus
falco_araeus
daptrius_albogularis
daptrius_carunculatus
daptrius_megalopterus
daptrius_chimango
daptrius_australis
daptrius_chimachima
icthyophaga_leucogaster
icthyophaga_sanfordi
icthyophaga_vocifer
icthyophaga_vociferoides
microspizias_collaris
microspizias_superciliosus
astur_atricapillus
