crown_node,n_species_used,tree_is_rooted_after_pruning,projection_note,root_PC1,root_PC2,root_PC3,root_PC4,root_PC5,root_PC6,root_PC7,root_PC8,root_PC9,root_PC10,root_PC11,root_PC12,selected_display_PCx,selected_display_PCy,display_PCx_sign,display_PCy_sign,display_PCx_oriented,display_PCy_oriented,root_inside_extant_convex_hull_displayed_2D,extant_centroid_distance_displayed_2D,mahalanobis_distance_squared_from_extant_cloud_displayed_2D,mahalanobis_distance_from_extant_cloud_displayed_2D,extant_cloud_membership_status,extant_convex_hull_area_displayed_2D
9622,9621,TRUE,root reconstructed in original variables; PCA used only for visualization,0.32740323520012554,0.7136492204324114,0.05600625006926026,-0.2653464781249306,0.002505442841915023,-0.0306018484918625,0.031013099522296673,0.004878261654031224,0.004642654351412077,-8.257687324797992e-4,4.836106071100042e-4,-2.5307519084136964e-7,PC1,PC4,-1,1,-0.32740323520012554,-0.2653464781249306,TRUE,0.4214280862410747,0.11459766845300728,0.33852277390599184,central,116.66123530867516
