species_original,species_clean,tree_label,display_PCx_oriented,display_PCy_oriented,mahalanobis_d2_to_projected_root_uncertainty,inside_50_projected_root_ellipse,inside_80_projected_root_ellipse,inside_95_projected_root_ellipse,closest_projected_root_ellipse_level
Bucephala islandica,bucephala islandica,bucephala_islandica,-0.09335097530574046,-0.4010970833204925,0.10962946043261958,TRUE,TRUE,TRUE,50%
Psittacus erithacus,psittacus erithacus,psittacus_erithacus,-0.046254499758607764,-0.4164521222696478,0.10973898398810886,TRUE,TRUE,TRUE,50%
Estrilda atricapilla,estrilda atricapilla,estrilda_atricapilla,-0.08039640356192325,-0.40652076172023077,0.10985414624629146,TRUE,TRUE,TRUE,50%
Amaurospiza moesta,amaurospiza moesta,amaurospiza_moesta,-0.10043234904005188,0.007468188985002289,0.10996650782199313,TRUE,TRUE,TRUE,50%
Piculus flavigula,piculus flavigula,piculus_flavigula,0.22221307452883443,-0.3490082587099398,0.11013315188334535,TRUE,TRUE,TRUE,50%
Spinus cucullatus,spinus cucullatus,spinus_cucullatus,-0.20249889491353376,-0.30853575417245804,0.11020063382604971,TRUE,TRUE,TRUE,50%
Myiopagis caniceps,myiopagis caniceps,myiopagis_caniceps,0.06732570391070881,0.052427832769518366,0.11032549428699774,TRUE,TRUE,TRUE,50%
Tephrodornis affinis,tephrodornis affinis,tephrodornis_affinis,0.3059297292469767,-0.1224213259522254,0.11035190723539945,TRUE,TRUE,TRUE,50%
Fraseria ocreata,fraseria ocreata,fraseria_ocreata,9.169778119633053e-4,-0.4237869147438718,0.11035754943791337,TRUE,TRUE,TRUE,50%
Turdoides melanops,turdoides melanops,turdoides_melanops,0.08489662373962212,0.05159553441867425,0.11037374901391092,TRUE,TRUE,TRUE,50%
Lonchura leucogastroides,lonchura leucogastroides,lonchura_leucogastroides,0.29318552605975995,-0.2532680380540092,0.11038357694143948,TRUE,TRUE,TRUE,50%
Zosterops inornatus,zosterops inornatus,zosterops_inornatus,0.11410822675220168,0.047840794556299894,0.11041308889826595,TRUE,TRUE,TRUE,50%
Campephaga flava,campephaga flava,campephaga_flava,-0.09816479440073722,0.009374731174713212,0.11041356550693479,TRUE,TRUE,TRUE,50%
Zosterops minutus,zosterops minutus,zosterops_minutus,0.11411193936642616,0.047862093969443256,0.11043271739605524,TRUE,TRUE,TRUE,50%
Dacnis venusta,dacnis venusta,dacnis_venusta,0.27673054826749593,-0.2856278473744855,0.11050173502146535,TRUE,TRUE,TRUE,50%
Philemon moluccensis,philemon moluccensis,philemon_moluccensis,0.2804755661645357,-0.27943687862018984,0.11056969852187144,TRUE,TRUE,TRUE,50%
Orthotomus sepium,orthotomus sepium,orthotomus_sepium,0.1620317166632527,0.03496037884293437,0.11064110204209918,TRUE,TRUE,TRUE,50%
Turdoides squamulata,turdoides squamulata,turdoides_squamulata,0.1751203244397428,-0.3832065133445329,0.11079218717643752,TRUE,TRUE,TRUE,50%
Myiagra ferrocyanea,myiagra ferrocyanea,myiagra_ferrocyanea,0.27271635056484805,-0.2926290997304174,0.11080316695994082,TRUE,TRUE,TRUE,50%
Ptilopsis granti,ptilopsis granti,ptilopsis_granti,-0.04089137714071062,0.03612171805272711,0.11088266427952045,TRUE,TRUE,TRUE,50%
Lophornis pavoninus,lophornis pavoninus,lophornis_pavoninus,0.09170716405151778,-0.41650848318653383,0.11111963216266997,TRUE,TRUE,TRUE,50%
Amazona amazonica,amazona amazonica,amazona_amazonica,0.2382345751771651,-0.33556484737914427,0.11112347360900175,TRUE,TRUE,TRUE,50%
Pyriglena leucoptera,pyriglena leucoptera,pyriglena_leucoptera,-0.057290083879523036,0.0304018767906921,0.11121387755433569,TRUE,TRUE,TRUE,50%
Saltator olivascens,saltator olivascens,saltator_olivascens,0.2369944997029581,-0.33694756305164186,0.11121764073292977,TRUE,TRUE,TRUE,50%
Pardipicus nivosus,pardipicus nivosus,pardipicus_nivosus,0.010354246587047424,-0.42524458106368634,0.11132675465231502,TRUE,TRUE,TRUE,50%
Ploceus bojeri,ploceus bojeri,ploceus_bojeri,0.0887916147147061,-0.4175312504084732,0.11143330557515328,TRUE,TRUE,TRUE,50%
Drymophila devillei,drymophila devillei,drymophila_devillei,0.03330932873401336,0.05253746708127971,0.11150766007319513,TRUE,TRUE,TRUE,50%
Anthus sokokensis,anthus sokokensis,anthus_sokokensis,0.02500012186654147,0.051836024524442775,0.11164796964769924,TRUE,TRUE,TRUE,50%
Pternistis leucoscepus,pternistis leucoscepus,pternistis_leucoscepus,0.0015144127931470265,-0.42522761633493245,0.11165377488459086,TRUE,TRUE,TRUE,50%
Tachymarptis melba,tachymarptis melba,tachymarptis_melba,0.30748151895319065,-0.2134646459751883,0.11167736556503279,TRUE,TRUE,TRUE,50%
Myiobius barbatus,myiobius barbatus,myiobius_barbatus,0.20893339333222555,-0.3620639103739002,0.11174365861005447,TRUE,TRUE,TRUE,50%
Tachybaptus dominicus,tachybaptus dominicus,tachybaptus_dominicus,0.14278509353252838,0.04267275429184132,0.11178336057002553,TRUE,TRUE,TRUE,50%
Microspingus cabanisi,microspingus cabanisi,microspingus_cabanisi,0.09506091290057828,-0.4164850091151713,0.11184656979903006,TRUE,TRUE,TRUE,50%
Ninox hantu,ninox hantu,ninox_hantu,0.2823347424061266,-0.2792857537832259,0.11190817172596411,TRUE,TRUE,TRUE,50%
Catriscus brevirostris,catriscus brevirostris,catriscus_brevirostris,-0.21758847810240659,-0.12379115174713726,0.11191085295037907,TRUE,TRUE,TRUE,50%
Myzomela nigrita,myzomela nigrita,myzomela_nigrita,-0.07179398028139598,0.025039968731868045,0.1119901118821037,TRUE,TRUE,TRUE,50%
Nigrita luteifrons,nigrita luteifrons,nigrita_luteifrons,-0.036003829108486915,-0.4211206982023739,0.11201267486389198,TRUE,TRUE,TRUE,50%
Rhinopomastus minor,rhinopomastus minor,rhinopomastus_minor,-0.02177919829114268,-0.4234928297379479,0.11210035300531619,TRUE,TRUE,TRUE,50%
Cyanocorax cyanopogon,cyanocorax cyanopogon,cyanocorax_cyanopogon,0.23888624683193746,-0.33692767600619306,0.11241332323263603,TRUE,TRUE,TRUE,50%
Columba unicincta,columba unicincta,columba_unicincta,-0.006006557939159433,-0.42556175811222346,0.11243982473930489,TRUE,TRUE,TRUE,50%
Eurostopodus papuensis,eurostopodus papuensis,eurostopodus_papuensis,0.17966484076506523,0.029891656970917505,0.11245164729340487,TRUE,TRUE,TRUE,50%
Plegadis falcinellus,plegadis falcinellus,plegadis_falcinellus,0.31216481540710167,-0.14342901341149777,0.11249458138215006,TRUE,TRUE,TRUE,50%
Arses telescopthalmus,arses telescopthalmus,arses_telescopthalmus,0.08830040750778444,0.05364773132676764,0.11252511526854164,TRUE,TRUE,TRUE,50%
Limnornis curvirostris,limnornis curvirostris,limnornis_curvirostris,0.15917554850438453,-0.39385489028298815,0.1125878183046747,TRUE,TRUE,TRUE,50%
Eulampis holosericeus,eulampis holosericeus,eulampis_holosericeus,0.05580229297725773,0.05488735899280281,0.11259066599478534,TRUE,TRUE,TRUE,50%
Stizorhina fraseri,stizorhina fraseri,stizorhina_fraseri,-0.06446518279439074,-0.41504676055192197,0.11263772286377499,TRUE,TRUE,TRUE,50%
Synallaxis hypospodia,synallaxis hypospodia,synallaxis_hypospodia,0.057386158202055004,0.055079626800922175,0.11274939429140723,TRUE,TRUE,TRUE,50%
Mergus serrator,mergus serrator,mergus_serrator,0.30477924938190637,-0.10628794174860622,0.11281919742201002,TRUE,TRUE,TRUE,50%
Caprimulgus pectoralis,caprimulgus pectoralis,caprimulgus_pectoralis,-0.044351641437498576,0.037168425243513804,0.11288259662030359,TRUE,TRUE,TRUE,50%
Eudromia elegans,eudromia elegans,eudromia_elegans,-0.05274455739271765,-0.41850663423883594,0.11290085181780957,TRUE,TRUE,TRUE,50%
Leiothlypis ruficapilla,leiothlypis ruficapilla,leiothlypis_ruficapilla,0.30581987268557437,-0.22638757942288773,0.11295804169441423,TRUE,TRUE,TRUE,50%
Sylvietta rufescens,sylvietta rufescens,sylvietta_rufescens,0.07558585587398939,0.055008258882874216,0.11298148972081509,TRUE,TRUE,TRUE,50%
Hoploxypterus cayanus,hoploxypterus cayanus,hoploxypterus_cayanus,0.08588681747205736,0.054359310850652195,0.11299237730516029,TRUE,TRUE,TRUE,50%
Ptilinopus aurantiifrons,ptilinopus aurantiifrons,ptilinopus_aurantiifrons,0.19199834347847639,0.02468796464570449,0.11306203383456219,TRUE,TRUE,TRUE,50%
Knipolegus cyanirostris,knipolegus cyanirostris,knipolegus_cyanirostris,-0.05348653422526393,0.034011988332369326,0.11306566990135682,TRUE,TRUE,TRUE,50%
Monarcha castaneiventris,monarcha castaneiventris,monarcha_castaneiventris,0.2534132731104623,-0.322558708279662,0.11316313949844621,TRUE,TRUE,TRUE,50%
Alectoris graeca,alectoris graeca,alectoris_graeca,0.12009424676802886,-0.41095752090634957,0.11346943368554738,TRUE,TRUE,TRUE,50%
Phonygammus keraudrenii,phonygammus keraudrenii,phonygammus_keraudrenii,0.05336916674289382,0.05577562370176587,0.11347189014611472,TRUE,TRUE,TRUE,50%
Heliornis fulica,heliornis fulica,heliornis_fulica,0.25392695267045157,-0.01981067743853798,0.11366064071381857,TRUE,TRUE,TRUE,50%
Setophaga flavescens,setophaga flavescens,setophaga_flavescens,0.31320635041259703,-0.13933571311541795,0.11375547720770748,TRUE,TRUE,TRUE,50%
Caprimulgus stellatus,caprimulgus stellatus,caprimulgus_stellatus,0.07107575797405367,-0.42359612887248643,0.11380488005426846,TRUE,TRUE,TRUE,50%
Ficedula subrubra,ficedula subrubra,ficedula_subrubra,0.1987503934813067,0.022184160632949836,0.1139157452681743,TRUE,TRUE,TRUE,50%
Fraseria caerulescens,fraseria caerulescens,fraseria_caerulescens,-0.1103928953228644,0.006352522950784409,0.11396601641957492,TRUE,TRUE,TRUE,50%
Chiroxiphia lanceolata,chiroxiphia lanceolata,chiroxiphia_lanceolata,0.0827255086418216,-0.42161111605056933,0.11398830548475038,TRUE,TRUE,TRUE,50%
Cyanocorax cayanus,cyanocorax cayanus,cyanocorax_cayanus,0.28031252416354313,-0.28744795142208474,0.11401228742617822,TRUE,TRUE,TRUE,50%
Steatornis caripensis,steatornis caripensis,steatornis_caripensis,-0.11090067030371561,-0.3985689696192173,0.11414186885377033,TRUE,TRUE,TRUE,50%
Aerodramus spodiopygius,aerodramus spodiopygius,aerodramus_spodiopygius,0.313857916159681,-0.13936725178593806,0.1142828443345667,TRUE,TRUE,TRUE,50%
Nystalus chacuru,nystalus chacuru,nystalus_chacuru,0.040840807259386255,0.05610628146845071,0.11431465993518386,TRUE,TRUE,TRUE,50%
Geranoaetus melanoleucus,geranoaetus melanoleucus,geranoaetus_melanoleucus,-0.20375213615107662,-0.31626438884490593,0.11439811881454601,TRUE,TRUE,TRUE,50%
Symposiachrus barbatus,symposiachrus barbatus,symposiachrus_barbatus,0.23805793403652806,-0.3410724947671715,0.11458032064544965,TRUE,TRUE,TRUE,50%
Lanius collurio,lanius collurio,lanius_collurio,0.2889407639328893,-0.2737843763964581,0.11466648545449727,TRUE,TRUE,TRUE,50%
Turdus pelios,turdus pelios,turdus_pelios,0.2019225601231933,-0.371119286896897,0.11468914726615884,TRUE,TRUE,TRUE,50%
Monticola rupestris,monticola rupestris,monticola_rupestris,-0.2355458298275183,-0.2249684515849631,0.1147005810861867,TRUE,TRUE,TRUE,50%
Artomyias fuliginosa,artomyias fuliginosa,artomyias_fuliginosa,-0.056770322168235535,-0.4196317484333788,0.11479831774294721,TRUE,TRUE,TRUE,50%
Melanopareia maximiliani,melanopareia maximiliani,melanopareia_maximiliani,0.20904081485491063,0.017416870149238654,0.11483173393771712,TRUE,TRUE,TRUE,50%
Myrmelastes leucostigma,myrmelastes leucostigma,myrmelastes_leucostigma,0.20355280171886014,-0.3701557740293715,0.1148346868675002,TRUE,TRUE,TRUE,50%
Aramides axillaris,aramides axillaris,aramides_axillaris,0.0709490834248168,0.05728702804595652,0.11494588922635808,TRUE,TRUE,TRUE,50%
Melichneutes robustus,melichneutes robustus,melichneutes_robustus,-0.03160968224859184,-0.4251460730084078,0.11496359656467561,TRUE,TRUE,TRUE,50%
Burhinus vermiculatus,burhinus vermiculatus,burhinus_vermiculatus,-0.05786739698928974,0.034440620511973864,0.11496612470406667,TRUE,TRUE,TRUE,50%
Todiramphus nigrocyaneus,todiramphus nigrocyaneus,todiramphus_nigrocyaneus,0.1591546793523335,0.04115176525866453,0.11497984409579003,TRUE,TRUE,TRUE,50%
Hirundo angolensis,hirundo angolensis,hirundo_angolensis,-0.23596678460126336,-0.1850430351897567,0.11499572578628084,TRUE,TRUE,TRUE,50%
Hypsipetes mysticalis,hypsipetes mysticalis,hypsipetes_mysticalis,0.28619906590204264,-0.2796767564229556,0.11502699070343991,TRUE,TRUE,TRUE,50%
Melozone cabanisi,melozone cabanisi,melozone_cabanisi,-0.2234771899259664,-0.12894692829069207,0.11508137125292923,TRUE,TRUE,TRUE,50%
Leucopternis semiplumbeus,leucopternis semiplumbeus,leucopternis_semiplumbeus,0.26424809605268046,-0.028279725761295407,0.11519412728816514,TRUE,TRUE,TRUE,50%
Campylorhynchus nuchalis,campylorhynchus nuchalis,campylorhynchus_nuchalis,0.13195343506710516,-0.4087418734999274,0.11527553404287114,TRUE,TRUE,TRUE,50%
Turdinus macrodactylus,turdinus macrodactylus,turdinus_macrodactylus,0.27298491444110695,-0.3014400236058711,0.11537163173336043,TRUE,TRUE,TRUE,50%
Cranioleuca erythrops,cranioleuca erythrops,cranioleuca_erythrops,-0.20587461800402249,-0.31526232803606447,0.11545078833694727,TRUE,TRUE,TRUE,50%
Deconychura pallida,deconychura pallida,deconychura_pallida,-0.1498118883719651,-0.021337745533189918,0.11553176872060186,TRUE,TRUE,TRUE,50%
Hirundo nigrita,hirundo nigrita,hirundo_nigrita,0.010891673673088773,-0.42984512881280423,0.11562069905314148,TRUE,TRUE,TRUE,50%
Chlorostilbon gibsoni,chlorostilbon gibsoni,chlorostilbon_gibsoni,-0.20964323970746376,-0.09629227445545857,0.11566716743562662,TRUE,TRUE,TRUE,50%
Antrostomus noctitherus,antrostomus noctitherus,antrostomus_noctitherus,0.03378964424092798,0.05705801745362474,0.11572540613788608,TRUE,TRUE,TRUE,50%
Pachyramphus rufus,pachyramphus rufus,pachyramphus_rufus,0.22970049316056193,-0.3507437533750577,0.11586842656938859,TRUE,TRUE,TRUE,50%
Eutoxeres condamini,eutoxeres condamini,eutoxeres_condamini,-0.20069837532029064,-0.08037345487851574,0.1159165510311067,TRUE,TRUE,TRUE,50%
Chrysuronia goudoti,chrysuronia goudoti,chrysuronia_goudoti,-0.113056433454553,0.007232918392651321,0.11602058763267736,TRUE,TRUE,TRUE,50%
Ara ambiguus,ara ambiguus,ara_ambiguus,0.23171647149407007,-0.349167781928893,0.11602917034928387,TRUE,TRUE,TRUE,50%
Pachycephala griseonota,pachycephala griseonota,pachycephala_griseonota,0.10635944333471382,-0.4180423963246572,0.11605310883153641,TRUE,TRUE,TRUE,50%
Zenaida asiatica,zenaida asiatica,zenaida_asiatica,0.3023856637508859,-0.08702710536620799,0.11633036089778541,TRUE,TRUE,TRUE,50%
Argya rubiginosa,argya rubiginosa,argya_rubiginosa,-0.008374810447609892,-0.4296716042700336,0.11645320740063657,TRUE,TRUE,TRUE,50%
Hafferia fortis,hafferia fortis,hafferia_fortis,-0.01340509489188574,0.05029740352357504,0.11658186374001664,TRUE,TRUE,TRUE,50%
Dendrocygna arcuata,dendrocygna arcuata,dendrocygna_arcuata,0.3176840631614454,-0.14847038750955752,0.11660623476423981,TRUE,TRUE,TRUE,50%
Nigrita canicapillus,nigrita canicapillus,nigrita_canicapillus,-0.007851883594025874,-0.4299256109138468,0.11665013018004364,TRUE,TRUE,TRUE,50%
Melanocichla lugubris,melanocichla lugubris,melanocichla_lugubris,-0.0979837982974274,-0.40779556116506216,0.11673408348536683,TRUE,TRUE,TRUE,50%
Cypseloides niger,cypseloides niger,cypseloides_niger,-0.22768975252503565,-0.13518705045500617,0.11676774007015979,TRUE,TRUE,TRUE,50%
Smithornis capensis,smithornis capensis,smithornis_capensis,-0.07751025636109746,0.028070754477780173,0.11689829522885256,TRUE,TRUE,TRUE,50%
Centropus monachus,centropus monachus,centropus_monachus,0.001996997739644508,-0.43092199813180543,0.11695852577124041,TRUE,TRUE,TRUE,50%
Aplonis grandis,aplonis grandis,aplonis_grandis,0.2922983329705511,-0.2730585280295753,0.11699246033024001,TRUE,TRUE,TRUE,50%
Gallus lafayettii,gallus lafayettii,gallus_lafayettii,0.3176240402156902,-0.19186892037515013,0.11709882704408439,TRUE,TRUE,TRUE,50%
Paroaria dominicana,paroaria dominicana,paroaria_dominicana,0.17233883825515975,-0.3925053790878023,0.11718450683590267,TRUE,TRUE,TRUE,50%
Ortalis araucuan,ortalis araucuan,ortalis_araucuan,0.005281646733123053,-0.43134637592886577,0.11721599847004131,TRUE,TRUE,TRUE,50%
Alipiopsitta xanthops,alipiopsitta xanthops,alipiopsitta_xanthops,0.08530105304294783,0.05898278708442214,0.11727357577819422,TRUE,TRUE,TRUE,50%
Emberiza variabilis,emberiza variabilis,emberiza_variabilis,0.11140356188903769,0.05587260898201468,0.11729138334890397,TRUE,TRUE,TRUE,50%
Pternistis swainsonii,pternistis swainsonii,pternistis_swainsonii,0.06899567170490466,0.05993766362530221,0.11740538072637413,TRUE,TRUE,TRUE,50%
Emberiza siemsseni,emberiza siemsseni,emberiza_siemsseni,0.0589735233091965,0.06010054971888064,0.11748530001949856,TRUE,TRUE,TRUE,50%
Aplonis insularis,aplonis insularis,aplonis_insularis,0.30455434224920824,-0.0883923620728471,0.11757352818458064,TRUE,TRUE,TRUE,50%
Sayornis saya,sayornis saya,sayornis_saya,0.30474443501545956,-0.24707180585969607,0.11764920544106901,TRUE,TRUE,TRUE,50%
Thamnophilus atrinucha,thamnophilus atrinucha,thamnophilus_atrinucha,0.0824016829093288,0.059827435814475804,0.11787662332220353,TRUE,TRUE,TRUE,50%
Rhipidura rennelliana,rhipidura rennelliana,rhipidura_rennelliana,0.30887112445647175,-0.09888002333623387,0.11791410666091054,TRUE,TRUE,TRUE,50%
Zosterops superciliosus,zosterops superciliosus,zosterops_superciliosus,0.3088709203589991,-0.0988756465030008,0.1179151197982963,TRUE,TRUE,TRUE,50%
Pachycephala feminina,pachycephala feminina,pachycephala_feminina,0.30887416387885763,-0.09887731281573756,0.11791723446994037,TRUE,TRUE,TRUE,50%
Tigrisoma fasciatum,tigrisoma fasciatum,tigrisoma_fasciatum,-0.15440205365284376,-0.021994122623483676,0.11794014741741743,TRUE,TRUE,TRUE,50%
Gerygone citrina,gerygone citrina,gerygone_citrina,0.30898867709687944,-0.097505759759467,0.1183793295796958,TRUE,TRUE,TRUE,50%
Synallaxis beverlyae,synallaxis beverlyae,synallaxis_beverlyae,0.11723798256581078,-0.4172973917586899,0.11840071989131211,TRUE,TRUE,TRUE,50%
Clytorhynchus hamlini,clytorhynchus hamlini,clytorhynchus_hamlini,0.30892033773528604,-0.09698610000287755,0.1184680965311582,TRUE,TRUE,TRUE,50%
Zosterops rennellianus,zosterops rennellianus,zosterops_rennellianus,0.3088540862252122,-0.09672866562994807,0.11848690513977816,TRUE,TRUE,TRUE,50%
Macrosphenus concolor,macrosphenus concolor,macrosphenus_concolor,0.0394701055446934,-0.43264521408227335,0.11889311344230412,TRUE,TRUE,TRUE,50%
Ramphiculus subgularis,ramphiculus subgularis,ramphiculus_subgularis,-0.001196051204583816,-0.43280686981494204,0.11892129926770141,TRUE,TRUE,TRUE,50%
Acanthorhynchus tenuirostris,acanthorhynchus tenuirostris,acanthorhynchus_tenuirostris,-0.15655180899195195,-0.3760376739771671,0.11895264244989079,TRUE,TRUE,TRUE,50%
Ixonotus guttatus,ixonotus guttatus,ixonotus_guttatus,0.013944482179099306,-0.4334342230947052,0.11898643116235534,TRUE,TRUE,TRUE,50%
Monarcha frater,monarcha frater,monarcha_frater,-0.10714335984876625,0.014770892334968165,0.11912982859211015,TRUE,TRUE,TRUE,50%
Zosterops buruensis,zosterops buruensis,zosterops_buruensis,0.2913255670132697,-0.2799794385348598,0.11914234791055611,TRUE,TRUE,TRUE,50%
Tricholaema hirsuta,tricholaema hirsuta,tricholaema_hirsuta,0.01810355061056914,-0.4336335038920034,0.11915267481960981,TRUE,TRUE,TRUE,50%
Crithagra dorsostriata,crithagra dorsostriata,crithagra_dorsostriata,-0.22951994677438448,-0.2766060253276965,0.11919251195476341,TRUE,TRUE,TRUE,50%
Mackenziaena severa,mackenziaena severa,mackenziaena_severa,-0.06236398552211306,0.03737481243767889,0.11920980467874173,TRUE,TRUE,TRUE,50%
Sylvietta whytii,sylvietta whytii,sylvietta_whytii,-0.13443420334463901,-0.0034611978914946733,0.11934663176561135,TRUE,TRUE,TRUE,50%
Coracina fortis,coracina fortis,coracina_fortis,0.29148687164846454,-0.28046162707492217,0.11947896021604044,TRUE,TRUE,TRUE,50%
Treron aromaticus,treron aromaticus,treron_aromaticus,0.291505799214842,-0.280458670222585,0.11949253978076332,TRUE,TRUE,TRUE,50%
Calendulauda poecilosterna,calendulauda poecilosterna,calendulauda_poecilosterna,0.04246783641484446,-0.43311647783657203,0.11955515257290646,TRUE,TRUE,TRUE,50%
Serinus canicollis,serinus canicollis,serinus_canicollis,-0.21953958171544455,-0.3011608937915184,0.11964424734017735,TRUE,TRUE,TRUE,50%
Thescelocichla leucopleura,thescelocichla leucopleura,thescelocichla_leucopleura,0.07512594850753748,-0.4290747546620416,0.11966512182951876,TRUE,TRUE,TRUE,50%
Cygnus olor,cygnus olor,cygnus_olor,0.20487870735823335,-0.37574579645707695,0.11988826477223583,TRUE,TRUE,TRUE,50%
Malurus cyanocephalus,malurus cyanocephalus,malurus_cyanocephalus,0.15120246526344108,0.04960642398512356,0.12007585703054416,TRUE,TRUE,TRUE,50%
Agelastes niger,agelastes niger,agelastes_niger,-0.1176646271831742,0.009413174693984803,0.12016390594719781,TRUE,TRUE,TRUE,50%
Cracticus cassicus,cracticus cassicus,cracticus_cassicus,0.11997063275955615,0.057588084489995646,0.12029304542090925,TRUE,TRUE,TRUE,50%
Manucodia ater,manucodia ater,manucodia_ater,0.10450892677965555,0.06017894899695058,0.12034460669976693,TRUE,TRUE,TRUE,50%
Falco columbarius,falco columbarius,falco_columbarius,0.3115788869519649,-0.09759441619071078,0.12041102025258607,TRUE,TRUE,TRUE,50%
Strix aluco,strix aluco,strix_aluco,0.23337313415035071,-0.35401269936349766,0.12045115492050625,TRUE,TRUE,TRUE,50%
Tyranneutes virescens,tyranneutes virescens,tyranneutes_virescens,0.29285911271350584,-0.2804122002473464,0.12053824042914489,TRUE,TRUE,TRUE,50%
Pionus maximiliani,pionus maximiliani,pionus_maximiliani,0.03453126584847552,0.06213962494760886,0.1205447722799274,TRUE,TRUE,TRUE,50%
Geokichla spiloptera,geokichla spiloptera,geokichla_spiloptera,-0.032152751131576986,0.04972214353534988,0.12076632200596554,TRUE,TRUE,TRUE,50%
Drymornis bridgesii,drymornis bridgesii,drymornis_bridgesii,0.3135636840926749,-0.10178853839744702,0.12089339310981916,TRUE,TRUE,TRUE,50%
Hylopezus perspicillatus,hylopezus perspicillatus,hylopezus_perspicillatus,0.2490215009311201,-0.0035060273888356443,0.12092943525220232,TRUE,TRUE,TRUE,50%
Turdus plumbeus,turdus plumbeus,turdus_plumbeus,0.2893595966896304,-0.05020208122795691,0.12101977705389139,TRUE,TRUE,TRUE,50%
Pseudasthenes steinbachi,pseudasthenes steinbachi,pseudasthenes_steinbachi,-0.05544785328022925,-0.4268742044403676,0.12102847581718726,TRUE,TRUE,TRUE,50%
Apalis rufogularis,apalis rufogularis,apalis_rufogularis,-0.05293907287465887,-0.42751394460399844,0.1210636745329365,TRUE,TRUE,TRUE,50%
Euphonia laniirostris,euphonia laniirostris,euphonia_laniirostris,-0.008751327681745646,0.0561202592083103,0.12108696663200816,TRUE,TRUE,TRUE,50%
Setophaga ruticilla,setophaga ruticilla,setophaga_ruticilla,0.30545062239701437,-0.2566365067573293,0.12136712468206137,TRUE,TRUE,TRUE,50%
Myiornis atricapillus,myiornis atricapillus,myiornis_atricapillus,0.31267746828508197,-0.23732603711343567,0.12137271223614347,TRUE,TRUE,TRUE,50%
Herpsilochmus rufimarginatus,herpsilochmus rufimarginatus,herpsilochmus_rufimarginatus,-0.02368143127454156,0.05287679304350725,0.12147690148476203,TRUE,TRUE,TRUE,50%
Campethera bennettii,campethera bennettii,campethera_bennettii,0.05493113717892291,0.06429691972367046,0.12159058667607875,TRUE,TRUE,TRUE,50%
Egretta ardesiaca,egretta ardesiaca,egretta_ardesiaca,0.07657502167428101,0.06406458220543156,0.1216199780690205,TRUE,TRUE,TRUE,50%
Tyrannus caudifasciatus,tyrannus caudifasciatus,tyrannus_caudifasciatus,0.016193799501622853,0.06132000509889762,0.12175917709528995,TRUE,TRUE,TRUE,50%
Ocyceros gingalensis,ocyceros gingalensis,ocyceros_gingalensis,0.32078154998281017,-0.1260375806466502,0.1217755553957664,TRUE,TRUE,TRUE,50%
Poospiza nigrorufa,poospiza nigrorufa,poospiza_nigrorufa,0.21469076989639704,-0.371072394247525,0.12178225462651224,TRUE,TRUE,TRUE,50%
Melierax metabates,melierax metabates,melierax_metabates,0.31882317143317407,-0.11648230722158337,0.12185302511276169,TRUE,TRUE,TRUE,50%
Onychognathus nabouroup,onychognathus nabouroup,onychognathus_nabouroup,0.059989453363861654,-0.4336984614099305,0.12187654303251066,TRUE,TRUE,TRUE,50%
Selasphorus scintilla,selasphorus scintilla,selasphorus_scintilla,-0.21519678416456203,-0.31527900880869314,0.12219016271973517,TRUE,TRUE,TRUE,50%
Icterus cucullatus,icterus cucullatus,icterus_cucullatus,0.3099852161327795,-0.2481450626946707,0.12230707094230119,TRUE,TRUE,TRUE,50%
Prioniturus discurus,prioniturus discurus,prioniturus_discurus,0.2652309966525577,-0.3240859373266326,0.12234218631967658,TRUE,TRUE,TRUE,50%
Hypoedaleus guttatus,hypoedaleus guttatus,hypoedaleus_guttatus,-0.02314337353617994,0.053933581616124764,0.12234539675480416,TRUE,TRUE,TRUE,50%
Doryfera johannae,doryfera johannae,doryfera_johannae,0.1045420332554678,-0.42541147266950674,0.12249581718627843,TRUE,TRUE,TRUE,50%
Paroaria capitata,paroaria capitata,paroaria_capitata,0.25660593054396047,-0.007947712970707147,0.12257279160301579,TRUE,TRUE,TRUE,50%
Synallaxis cinerea,synallaxis cinerea,synallaxis_cinerea,-0.16348258076224978,-0.37599698235505236,0.12275963658873111,TRUE,TRUE,TRUE,50%
Merops muelleri,merops muelleri,merops_muelleri,-0.09147568768660919,-0.41757627128791514,0.12279478981907896,TRUE,TRUE,TRUE,50%
Phapitreron cinereiceps,phapitreron cinereiceps,phapitreron_cinereiceps,0.20203402457553157,-0.38146497109652144,0.12289012424525882,TRUE,TRUE,TRUE,50%
Glycichaera fallax,glycichaera fallax,glycichaera_fallax,0.12834192905255848,0.05867731284540586,0.12289623631063082,TRUE,TRUE,TRUE,50%
Cecropis hyperythra,cecropis hyperythra,cecropis_hyperythra,0.3251209326695063,-0.1479526332169947,0.12289656451877168,TRUE,TRUE,TRUE,50%
Rhipidura cockerelli,rhipidura cockerelli,rhipidura_cockerelli,0.29038168793264957,-0.29003317721764954,0.12296533558596327,TRUE,TRUE,TRUE,50%
Quiscalus niger,quiscalus niger,quiscalus_niger,0.012600939561225207,0.062042927162090526,0.12297606206321025,TRUE,TRUE,TRUE,50%
Setophaga kirtlandii,setophaga kirtlandii,setophaga_kirtlandii,0.31575159192341007,-0.1001851382562181,0.123075425501109,TRUE,TRUE,TRUE,50%
