analysis_output_label,climate_set,model_universe,n_variables,OU_status,root_display_PCx_oriented,root_display_PCy_oriented,extant_centroid_PCx_displayed_2D,extant_centroid_PCy_displayed_2D,root_inside_extant_convex_hull_displayed_2D,root_mahalanobis_distance_squared_displayed_2D,root_mahalanobis_distance_displayed_2D,root_mahalanobis_percentile_against_extant_distribution_displayed_2D,root_mahalanobis_classification_displayed_2D,root_density_displayed_2D,root_density_percentile_against_extant_distribution_displayed_2D,root_density_classification_displayed_2D,root_extant_cloud_status_displayed_2D,extant_convex_hull_area_displayed_2D,ellipse_95_area_to_extant_hull_area_ratio,root_overall_displayed_space_classification
final6_5models_no_OU,final_6_variable_core,5models_no_OU,6,excluded_deferred,0.03983915217291542,-0.18589168431111727,3.581473197905813e-15,-2.570268427293257e-15,TRUE,0.10705868570165468,0.327198236091906,0.09323355160586218,central,1.2454816781295728,0.8888888888888888,central,central,17.030230446103936,0.6453463112211246,central
