species,annual_mean_temperature,annual_precipitation,maximum_temperature_warmest_month,mean_temperature_coldest_quarter,mean_temperature_driest_quarter,minimum_temperature_coldest_month,precipitation_in_coldest_quarter,precipitation_of_coldest_quarter,precipitation_of_wettest_quarter,precipitation_wetest_month,temperature_annual_range,temperature_seasonality
Hypothymis helenae,256.2212011,2821.428095,290.8121514,240.8967832,253.2493617,221.5306056,710.6754163,710.6754163,1333.196056,466.4525402,69.27824168,949.3162748
Hypothymis puella,251.473744,2244.331115,280.1002934,245.6250228,252.8444171,227.457999,566.78254,566.78254,884.1123953,309.0115876,52.64231561,372.2847658
Hypsipetes affinis,247.2298837,2574.496731,268.8675245,237.2751197,251.1863853,223.8122299,752.1329135,752.1329135,931.4114727,319.7268358,45.06120142,567.883293
Hypsipetes amaurotis,114.9109867,1559.003297,262.766498,2.612930378,26.72215018,-31.36555139,221.1997329,221.1997329,687.994619,244.8734604,294.1316511,8193.966403
Hypsipetes aureus,266.9038893,2807.853795,283.9305548,263.5746125,265.4891505,251.6551687,1051.587066,1051.587066,1196.307148,421.5557963,32.26497837,221.371055
Hypsipetes borbonicus,189.620979,2673.858381,219.6910109,166.9395065,174.5616401,161.4046483,383.507187,383.507187,1460.976062,506.9526252,58.28137284,1737.913356
Hypsipetes catarmanensis,259.042878,2256.999225,283.9547108,249.5105574,263.9831543,236.1798955,572.2410809,572.2410809,795.9370694,277.2249826,47.73037007,596.1588996
Hypsipetes chloris,254.429448,2344.457738,269.1269235,250.8838924,254.4929391,240.2096318,557.848252,557.848252,755.9018069,256.8275551,28.91970546,233.345451
Hypsipetes crassirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsipetes everetti,260.2282079,2712.830558,290.8906773,252.2756741,263.7205823,233.5113164,845.9785743,845.9785743,1086.378709,379.7027511,57.37635984,553.1855343
Hypsipetes ganeesa,253.1969543,2468.946725,319.8310797,237.6547,250.470012,191.9716214,932.5174918,932.5174918,1910.128175,729.517183,127.8588052,1281.579079
Hypsipetes guimarasensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsipetes harterti,250.3275326,1977.758735,267.98157,242.6756221,252.3434755,231.3040943,577.6925699,577.6925699,892.9035405,318.2680741,36.66158378,450.8953273
Hypsipetes leucocephalus,192.0885465,1615.27972,292.9573105,114.9321935,128.1340715,63.82437204,86.98353575,86.98353575,921.5291849,322.9961381,229.1320488,5120.601304
Hypsipetes longirostris,257.6714161,2023.746518,270.2814015,250.4687605,257.4766323,244.4630424,441.0822038,441.0822038,846.4849491,298.1322229,25.77424014,407.1878981
Hypsipetes lucasi,252.2255964,2195.983979,264.3891073,245.7793288,252.5511126,239.3077599,456.6618028,456.6618028,703.7071386,238.4004936,25.09711219,362.6973149
Hypsipetes madagascariensis,229.0557308,1658.994426,284.9157082,198.2785585,206.7062727,160.4351556,177.7112094,177.7112094,936.4009656,335.2776764,124.4808446,1963.159273
Hypsipetes mindorensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsipetes moheliensis,252.7976963,2242.005653,271.8692412,234.6576771,234.7921754,229.0859325,164.4479041,164.4479041,1103.217935,432.3775906,42.65980474,1150.690953
Hypsipetes mysticalis,238.1634755,2418.073826,256.3196372,228.1767022,242.5591238,218.8951068,863.4725356,863.4725356,1263.355056,456.3235979,37.42485737,566.0287247
Hypsipetes nicobariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsipetes olivaceus,224.6531739,1940.586302,254.8807937,200.6580233,209.1643248,195.125567,331.1460562,331.1460562,833.8402397,282.2694666,59.76908421,1794.804461
Hypsipetes parvirostris,212.9587959,2629.725716,230.9758527,196.3847548,197.7302481,191.0154601,329.4027878,329.4027878,1147.026084,433.9830491,39.89130885,1057.257924
Hypsipetes philippinus,252.988826,2493.997868,286.7687402,240.8106555,250.8880092,220.8997043,547.0401099,547.0401099,1129.440289,392.7760726,65.86998645,784.0585747
Hypsipetes platenae,231.1899488,4365.934155,242.4900676,227.3349373,232.4383637,219.8650354,1300.96891,1300.96891,1451.837723,487.8223694,23,220.3116327
Hypsipetes rufigularis,247.6956645,2209.894905,277.179894,243.833759,249.2073748,225.0612933,494.4822161,494.4822161,848.8913042,296.6725731,52.11179966,389.1944339
Hypsipetes siquijorensis,261.7391337,1730.012748,284.4960653,252.1781508,259.6363248,240.6657795,296.9003048,296.9003048,667.3302655,231.35252,43.82737518,621.303268
Hypsipetes thompsoni,227.450761,1486.618419,320.6883175,180.0923827,194.7390571,116.8441892,25.73198683,25.73198683,884.5758293,308.3592379,203.8439289,2700.60192
Ianthocincla bieti,73.09302693,887.3745372,169.3727026,-2.187912546,5.654845066,-54.66350237,36.99839688,36.99839688,536.9743863,186.3314714,224.0362061,5363.682092
Ianthocincla cineracea,170.4952457,1826.228978,252.3350652,105.0654267,107.770069,43.58539378,41.59356576,41.59356576,1074.688332,375.2216914,208.7477926,4028.548182
Ianthocincla konkakinhensis,191.4724027,2510.239692,244.0813512,157.052844,167.1988037,121.4092539,192.4571725,192.4571725,1238.720801,434.8170789,122.6728654,2023.197085
Ianthocincla lunulata,91.10501504,990.4331432,217.5351474,-6.941313804,-6.740715595,-55.44981742,22.29312537,22.29312537,566.3777602,201.5571166,272.9858895,6754.67852
Ianthocincla maxima,59.31135558,787.7566745,172.5614722,-26.24656558,-23.99537291,-83.66458176,15.43372535,15.43372535,478.7585262,168.0937239,256.2269679,5969.347837
Ianthocincla ocellata,109.2099903,1243.761918,219.0675335,22.75367852,30.4859345,-33.87244386,47.68969127,47.68969127,764.1603058,268.0511063,252.9398535,5906.193252
Ianthocincla rufogularis,166.9856595,2261.227499,265.8329655,86.56660432,112.6486517,21.55418621,109.5126176,109.5126176,1531.39859,538.7230903,244.2777181,5291.950846
Ianthocincla sukatschewi,50.69959504,650.4162487,187.3979798,-52.50806544,-52.31907459,-108.3980216,7.768862428,7.768862428,352.5050818,123.3356145,295.7972023,7084.69693
Ibidorhyncha struthersii,112.2470922,548.6251305,287.0917512,-22.43595023,24.35824823,-79.31069764,38.89416301,38.89416301,330.5914623,119.0468875,366.4016645,9254.15264
Ibycter americanus,249.4936863,2369.137192,296.2762902,240.4464291,249.8180829,209.3749386,657.1360938,657.1360938,985.4317013,340.542185,86.90045028,619.3003097
Ichthyaetus audouinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyaetus hemprichii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyaetus ichthyaetus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyaetus leucophthalmus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyaetus melanocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyaetus relictus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icteria virens,139.0938552,801.6232192,300.554054,36.66640611,134.2556121,-16.21189987,197.1638199,197.1638199,303.8203943,105.6813314,316.7666921,7397.781639
Icterus abeillei,170.396484,846.7240121,268.6966968,133.0280323,160.7537631,65.6653175,53.64090356,53.64090356,546.7639244,192.6282134,203.0334861,2337.40584
Icterus auratus,257.9124679,1153.893185,319.4600494,229.9318378,245.2924418,195.6692913,137.6846047,137.6846047,571.4486467,203.4701424,123.789414,1783.563919
Icterus auricapillus,247.2099713,1985.287841,289.4692216,240.5692199,245.8633383,208.2003353,471.4238958,471.4238958,833.6098161,289.0253034,81.27129658,472.8275447
Icterus bonana,258.6256921,2465.547215,275.3772054,245.098773,250.4201192,240.4751275,352.227543,352.227543,946.1275709,324.2542828,34.92812075,859.4920411
Icterus bullockii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icterus cayanensis,251.4061396,2200.167295,300.4013209,242.4812677,251.4982529,210.159974,586.991352,586.991352,956.849176,330.9992671,90.24199546,637.6093439
Icterus chrysater,220.1403168,2002.487507,266.9480812,207.6757687,216.1431777,174.7209786,406.5300691,406.5300691,831.3845323,291.2562407,92.22802875,797.0234646
Icterus croconotus,248.6956346,2037.061968,297.5727449,231.2545193,236.8469318,194.1204273,317.889264,317.889264,800.9901212,275.9237197,103.4536341,1025.160362
Icterus cucullatus,199.9562764,853.4838728,308.9438849,140.5506486,206.0192349,94.01022596,206.6832,206.6832,452.8059825,161.6732376,214.932804,4190.402324
Icterus dominicensis,244.4316571,1376.502552,290.1609168,226.3707128,230.0124209,195.2873557,182.8783765,182.8783765,527.6765326,194.4398254,94.87487381,1274.563847
Icterus galbula,86.60861675,846.4931447,270.6057548,-50.38741162,-12.01552114,-99.84621505,154.9793437,154.9793437,305.6213517,105.9844932,370.4531727,9745.533878
Icterus graceannae,233.1827059,349.4077829,278.998118,220.3079513,222.2862961,177.9073477,6.980737162,6.980737162,292.80211,110.6463802,101.0894259,1019.826584
Icterus graduacauda,220.211763,1056.368912,307.8266936,171.6930086,192.4228676,117.7692843,85.48796497,85.48796497,607.5583719,218.9184487,190.0575958,3129.874981
Icterus gularis,238.6080743,1291.446539,308.5526904,203.8892413,222.940617,161.9056621,144.1497488,144.1497488,674.1489663,242.9743594,146.6473454,2219.064198
Icterus icterus,255.8963826,1184.683816,305.8503551,245.5701044,255.6560493,214.6405569,351.680074,351.680074,579.6554617,200.0799154,91.21015408,761.8006304
Icterus jamacaii,252.4790471,1032.332049,320.15406,234.2780851,244.6131302,192.0395314,263.4067379,263.4067379,584.8438972,205.1025834,128.1142352,1259.839328
Icterus laudabilis,260.0329956,2237.899872,275.8385682,247.2529347,249.3576203,242.8151573,294.918589,294.918589,828.1482124,287.1447756,33.03305901,790.2283703
Icterus leucopteryx,251.2017872,1762.943664,277.4444203,236.7175987,237.6062602,223.7798059,224.0755717,224.0755717,739.8533267,271.896039,53.66645949,1008.06696
Icterus maculialatus,198.8693289,1939.354259,260.9357671,179.2845308,192.289801,135.2923653,150.7028281,150.7028281,987.2213595,350.9231402,125.6457914,1200.011086
Icterus melanopsis,249.5538807,1332.799068,296.088154,225.8964748,227.7888658,196.888612,118.4811216,118.4811216,592.1857976,209.2297926,99.20405472,1677.573493
Icterus mesomelas,242.4842867,2375.655435,288.9094098,227.5747688,238.9342746,196.1715342,461.7125363,461.7125363,985.7895367,345.1400538,92.73901801,959.5982768
Icterus nigrogularis,251.07844,2097.802648,298.2333325,242.235769,253.4946587,212.5117022,622.856222,622.856222,943.3107776,327.7235178,85.7220108,632.1403321
Icterus northropi,254.3395942,1217.714973,292.9671716,223.8348963,227.8373314,215.1442681,119.3378006,119.3378006,540.3514766,199.8676977,77.76672988,2296.72362
Icterus oberi,244.246591,1663.392959,263.1629856,229.0633788,230.8646755,224.0633788,229.6342432,229.6342432,624.5770554,211.4929731,38.97221296,1016.909927
Icterus parisorum,182.4146651,338.4281554,329.288023,97.34809653,180.0420494,32.17777543,53.61019256,53.61019256,192.6259994,68.08432594,297.1112293,5966.380317
Icterus pectoralis,234.5446307,1441.013262,290.4641923,220.09474,229.7107083,181.2516177,138.1244783,138.1244783,803.4550299,287.6037561,109.2105581,944.7365708
Icterus portoricensis,253.3573345,1638.527502,273.8073264,237.6928062,238.1715477,232.3301385,214.0612807,214.0612807,608.2065934,206.9447925,41.44299263,1092.932592
Icterus prosthemelas,247.9219474,2021.057089,304.5173798,224.6004128,244.3389645,192.143907,333.5124929,333.5124929,929.8058773,327.5266239,112.3728868,1469.524403
Icterus pustulatus,207.0346066,1056.542594,297.6619148,172.2535524,206.464201,113.5872394,86.51788159,86.51788159,692.5940731,245.5205951,184.0740827,2362.604448
Icterus pyrrhopterus,237.1583947,1255.895246,308.924463,205.6386275,216.9375969,160.5270509,221.4010874,221.4010874,611.5245856,212.7034244,148.3978406,2059.889943
Icterus spurius,156.1697577,996.9191937,302.6990641,54.0305353,116.3972367,0.499369731,213.7553883,213.7553883,347.4664869,120.7910607,302.2004277,7194.610406
Icterus wagleri,190.444813,989.2649968,284.0704905,152.063082,185.2328625,90.27251476,77.10041092,77.10041092,625.0259973,221.791777,193.7983881,2528.125322
Icthyophaga humilis,250.7826451,1406.779509,350.0694137,188.161313,209.3747144,126.7705113,56.9083118,56.9083118,932.3741519,327.4629496,223.2997971,3765.841789
Icthyophaga ichthyaetus,261.6168577,1646.440912,342.109456,216.6125463,234.7943202,162.4404641,116.817189,116.817189,1002.838518,352.6483236,179.6678986,2708.535342
Icthyophaga leucogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icthyophaga sanfordi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icthyophaga vocifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icthyophaga vociferoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictinaetus malaiensis,240.0622144,2419.90463,295.2725033,213.959352,223.344613,177.0524387,501.5291841,501.5291841,1136.262941,399.7743024,118.2195144,1673.298765
Ictinia mississippiensis,171.4762038,1052.736194,320.6704635,64.54659184,130.205838,10.67566376,231.6621024,231.6621024,368.8129533,128.8146739,309.9962675,7560.297436
Ictinia plumbea,245.4929888,2076.585986,298.0542,230.1955682,240.1135875,195.724096,531.7179074,531.7179074,888.1154996,307.6068643,102.3297124,1007.115095
Idiopsar brachyurus,65.47047105,859.3015524,137.2586234,24.80766086,25.28392741,-40.4152131,26.87116952,26.87116952,500.6013581,179.8516585,177.6731143,2481.622472
Idiopsar dorsalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiopsar erythronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiopsar speculifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iduna caligata,39.55963991,339.6725257,262.7777955,-130.7470316,-56.58502855,-175.335543,56.5566202,56.5566202,136.7508627,48.69694756,438.1131725,12415.31328
Iduna natalensis,213.7256709,1246.415215,294.8117787,190.7344248,199.5265127,137.6799573,259.2789233,259.2789233,647.2207051,228.3417373,157.1315535,1567.446408
Iduna opaca,178.9080434,384.76138,322.9673646,108.5575811,251.7125018,58.85123129,154.2990298,154.2990298,174.9189573,62.23919384,264.1159142,5402.271037
Iduna pallida,171.4901931,376.604806,342.5703357,63.32192858,221.4467618,8.47736453,109.1462086,109.1462086,189.8915795,67.30368603,334.092542,7835.132037
Iduna rama,176.7038641,134.6326406,383.0465041,35.94590197,268.9675415,-23.38181859,54.27641131,54.27641131,76.91625251,27.69214054,406.4283673,10036.16511
Iduna similis,164.3673333,1308.100825,235.2954686,149.7902042,164.31582,104.1535381,337.5779835,337.5779835,574.5004991,206.2494643,131.1424513,956.1648693
Ifrita kowaldi,148.0715249,3253.812194,180.2360566,142.0136234,145.105386,116.653959,644.7557555,644.7557555,1081.627685,372.468484,63.59553319,338.7569815
Ilicura militaris,209.1669862,1508.539413,272.9221836,175.2224985,182.3163301,131.15869,169.2893599,169.2893599,681.6408251,236.2263762,141.7647885,2185.776393
Illadopsis albipectus,232.0961312,1819.586571,277.4861074,225.4959585,234.4689892,195.8338797,565.0836171,565.0836171,665.9943934,229.5466476,81.65424076,528.0363329
Illadopsis cleaveri,243.6202444,1889.965244,289.0197712,231.143559,241.732868,204.0594191,418.8076381,418.8076381,897.5578061,321.2521083,84.96262788,850.2049877
Illadopsis distans,185.2120443,1201.346455,255.42791,160.489277,168.9793243,110.2727372,50.15961192,50.15961192,691.2188707,245.7081576,145.1530515,1517.284408
Illadopsis fulvescens,237.9060031,1800.357465,287.0979492,228.1665967,238.7189863,197.4527798,513.7997114,513.7997114,760.6902885,267.2636715,89.64656321,722.9373546
Illadopsis puveli,253.7977496,1786.94028,317.3742234,238.2806194,257.0850788,205.2375806,692.494293,692.494293,911.118565,321.0315419,112.1365595,1118.370945
Illadopsis pyrrhoptera,172.1066696,1495.839371,233.2761394,161.8134517,174.1751237,123.3225635,463.9961556,463.9961556,592.9506838,207.5534047,109.9551143,751.1842761
Illadopsis rufescens,252.4956998,1995.913308,308.829571,237.9650912,254.7560302,207.311164,687.1066354,687.1066354,968.9611498,342.6304419,101.5181222,1001.498756
Illadopsis rufipennis,235.7974237,1805.505587,285.6394294,225.3205984,236.1446325,195.3909403,475.9796548,475.9796548,779.8610199,274.892479,90.25057819,763.6847684
Illadopsis turdina,236.760145,1407.595721,319.2561154,222.2065299,241.1093976,180.3887611,599.4256191,599.4256191,633.1328234,220.5270983,138.8699448,1286.302702
Incana incana,248.1778436,306.2056307,279.6626001,233.3551905,242.4087126,227.6442264,11.27192188,11.27192188,300.8689108,120.2753653,52.09887243,1194.860766
Incaspiza laeta,150.1264546,622.3958971,207.1781094,143.7157214,145.5417679,89.24345033,34.54420783,34.54420783,324.3852042,115.5188371,117.9373297,341.5960444
Incaspiza ortizi,170.2839238,806.4875068,229.2176391,164.0020695,164.8451069,107.3238631,68.84065838,68.84065838,373.4478339,139.2649558,121.8870672,314.7120631
Incaspiza personata,123.8728239,577.733934,171.1527882,116.0759765,116.4490668,67.25268398,27.493167,27.493167,328.4810222,117.0549314,103.9005013,444.1668919
Incaspiza pulchra,161.2073215,226.4561345,201.2849111,152.4490835,153.2299018,109.5351912,10.99358014,10.99358014,175.5193434,64.01959734,91.75760599,552.1477304
Incaspiza watkinsi,244.1479202,877.5920356,304.3555101,230.8314953,235.5691505,180.7265698,176.159343,176.159343,314.0785276,113.4759154,123.6537177,733.2138257
Indicator archipelagicus,258.058331,2866.566477,292.2611048,252.6860119,258.6942886,226.6897151,856.1849474,856.1849474,1003.259018,347.5791096,65.57098617,365.5087371
Indicator exilis,236.4724831,1614.689804,297.4195211,224.0638669,235.3125841,185.9827672,453.2407705,453.2407705,731.8157046,258.1054131,111.4371343,956.884732
Indicator indicator,234.8844696,1043.691313,323.6752227,207.3823123,220.188403,151.778996,283.3216181,283.3216181,600.1571123,211.5142148,171.8967708,1922.796337
Indicator maculatus,244.5076324,1672.74116,304.7435634,231.4923095,244.6032921,196.0816768,526.6806948,526.6806948,760.9542505,267.5295151,108.6629406,1012.051928
Indicator meliphilus,214.8878031,1071.25396,304.3230814,184.2455732,191.3504037,127.3202218,37.44477709,37.44477709,645.2319924,227.3576655,177.0045869,1982.572869
Indicator minor,233.8001288,1046.568992,322.1069195,204.0102204,216.2818981,148.2359979,259.3840504,259.3840504,588.8047388,207.5356727,173.8716477,2043.568739
Indicator pumilio,174.3365486,1573.001438,228.2326678,167.0677647,175.1360881,130.3637174,475.2083914,475.2083914,594.1343416,206.313714,97.86771549,576.3046162
Indicator variegatus,219.5752245,1061.364096,302.3253008,191.64725,201.3042027,137.8121153,96.95327373,96.95327373,620.5848795,219.5937799,164.5141862,1811.272799
Indicator willcocksi,240.861565,1691.673703,301.3171442,229.2152932,241.8637968,193.626166,575.5863195,575.5863195,746.2216171,260.0293748,107.6917829,947.0254926
Indicator xanthonotus,131.3334247,2355.563739,224.1454846,54.14887024,76.0550936,-3.983027348,91.57011783,91.57011783,1484.395104,524.2849972,228.1303488,5304.944096
Inezia caudata,260.3243169,1694.870958,305.5909952,250.933458,261.8176225,222.6309304,431.9701642,431.9701642,748.5016565,261.0700012,82.9613304,670.6056131
Inezia inornata,245.605135,1264.261938,314.1875258,207.6276876,215.7869914,159.5061375,85.42794256,85.42794256,583.8331289,201.1831205,154.6826451,2272.941907
Inezia subflava,256.3434709,2432.745283,298.7861206,248.4473136,260.5028082,222.4730352,882.3453454,882.3453454,1028.969826,355.6730488,76.30845695,577.755186
Inezia tenuirostris,267.4372071,712.8820388,308.9037642,255.7881018,257.9130763,226.6030738,59.9021643,59.9021643,379.9092423,136.091865,82.30237317,786.9516797
Iodopleura fusca,254.17363,2407.039335,304.1800291,245.8963526,263.6350886,219.7454992,652.6798621,652.6798621,1044.171632,367.8056702,84.43557521,657.8374279
Iodopleura isabellae,249.7290228,2484.233019,292.7193633,241.5400414,249.6022399,211.9964364,707.2444916,707.2444916,987.8004199,340.4995859,80.72141833,523.9306247
Iodopleura pipra,212.1149992,1587.337492,273.9445515,181.0883375,184.0733025,142.1015085,168.4695452,168.4695452,713.7032881,248.4634106,131.8436533,2147.817222
Iole cacharensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iole charlottae,258.1058785,2891.559133,292.1391091,252.6530888,258.4743753,226.6887387,841.5165683,841.5165683,1026.059973,355.4956432,65.44967876,369.5012794
Iole crypta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iole finschii,255.9396794,2930.908316,290.4144787,251.0515805,256.4723792,224.1326665,860.0633089,860.0633089,999.1007314,346.1396154,66.28295095,333.4940096
Iole palawanensis,266.1008614,1786.28858,283.0933091,259.7784649,263.29212,253.8437285,103.0929099,103.0929099,784.066221,272.2398223,29.27501864,482.8159952
Iole propinqua,229.8387365,1847.576467,297.5588015,185.8988513,193.1418657,138.3333791,74.3971224,74.3971224,1072.642451,374.6638872,159.2258188,2648.28336
Iole viridescens,246.1725967,2401.163793,324.3315296,201.3157998,209.0894273,139.802446,22.98297087,22.98297087,1516.295426,528.6226132,184.5291625,2505.259494
Irania gutturalis,125.8972493,449.8113086,316.6074068,8.603061467,233.1027191,-44.88266777,178.5939822,178.5939822,227.9590659,80.68310623,361.4899055,8668.072717
Irediparra gallinacea,245.1753227,1642.402266,305.5111944,213.543683,229.9018504,179.4766293,333.6276143,333.6276143,701.3967532,244.04444,126.0325597,2075.837842
Irena cyanogastra,252.7979251,2557.960472,286.491631,240.5370524,250.8635981,220.6651006,615.501389,615.501389,1141.868126,398.2106322,65.82586734,792.1069035
Irena puella,242.163421,2532.948124,295.2604435,216.9001577,223.2294934,176.6850243,469.800277,469.800277,1216.358287,426.6845033,118.575369,1529.813995
Irena tweeddalii,270.2356817,1887.418771,287.4325403,263.7520825,267.5747304,257.5838998,104.6511561,104.6511561,876.4590987,302.7389225,29.86884289,494.0166984
Iridophanes pulcherrimus,186.7645911,2180.000432,231.1460918,174.7708528,179.3588849,133.3311888,466.836219,466.836219,793.8256855,274.9885102,97.81322519,636.2148345
Iridosornis analis,175.9285502,2027.512862,223.3602424,162.6038273,167.4112947,117.9124648,361.2151195,361.2151195,756.2992167,263.9500498,105.4465519,704.6514456
Iridosornis jelskii,146.4718024,1738.26675,191.2873845,128.1009315,128.8753294,81.88627307,153.4667407,153.4667407,759.54378,262.3630638,109.3995847,1025.312022
Iridosornis porphyrocephalus,180.258501,3500.80066,211.8460857,177.1710133,179.6624943,151.1785692,967.6833893,967.6833893,1168.700746,405.2476058,60.66512875,232.4509621
Iridosornis reinhardti,153.1154064,1707.370173,199.1073281,139.4859725,140.6946381,92.09766468,184.3361144,184.3361144,680.2356229,234.3402341,107.0066557,719.4520653
Iridosornis rufivertex,144.7591191,1856.363699,189.2037467,138.9429079,143.9437342,101.6200057,443.5752196,443.5752196,682.7030812,237.9880461,87.58649672,328.7116532
Isleria guttata,252.5996536,2355.308513,301.2312665,244.1214878,260.8524149,217.8577985,745.9981588,745.9981588,1036.101662,362.1732234,83.37354675,675.4721222
Isleria hauxwelli,249.9217324,2368.512132,295.3098041,241.2383829,248.1981348,208.8075399,621.5918622,621.5918622,964.5733151,332.1750736,86.50222137,560.6786558
Ispidina lecontei,236.5459245,1811.994412,283.4046098,227.1636462,236.4115134,197.5709777,479.5739553,479.5739553,749.4145992,262.7179201,85.83518912,707.1835386
Ispidina picta,239.4245817,1193.798807,320.648275,216.0946454,228.4346146,164.3738915,313.0816781,313.0816781,647.1163539,227.9800274,156.2746819,1653.805996
Ithaginis cruentus,50.0586182,986.0685978,158.6951595,-33.12155792,-26.75513403,-90.62865271,31.23902978,31.23902978,567.2367465,198.8510351,249.3252134,5919.412263
Ixonotus guttatus,238.8167399,1788.490423,286.8937821,229.2736354,239.1403114,198.6944066,494.7941296,494.7941296,745.7645492,262.1652563,88.20062684,711.2880788
Ixoreus naevius,1.297201721,684.7045045,193.2551019,-133.5449364,-10.72559736,-166.2127682,209.0619132,209.0619132,304.9142193,107.2714993,359.4679492,10207.88586
Ixos leucogrammicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixos malaccensis,256.0885579,2933.944331,290.4974744,250.701383,256.2319406,224.1738581,840.3663074,840.3663074,1035.230226,358.6996983,66.32426539,365.3904712
Ixos mcclellandii,185.1958848,1691.2802,283.5541711,107.5523608,120.7616326,55.34252896,96.52466071,96.52466071,947.5203673,330.0920534,228.2106576,5114.407809
Ixos sumatranus,189.6727546,3099.443065,223.6482066,185.7700112,190.5162516,159.057639,940.9686436,940.9686436,1059.859597,367.0756211,64.59209101,326.5903437
Ixos virescens,194.6139073,3186.818747,230.3691035,189.3726172,191.5356018,156.8485358,634.7320762,634.7320762,1344.94243,468.3892443,73.53110382,354.153639
Ixothraupis guttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixothraupis punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixothraupis rufigula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixothraupis varia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixothraupis xanthogastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jabiru mycteria,237.0422256,1507.393218,309.2481553,204.6791665,214.2028117,161.6954322,325.023224,325.023224,703.0786386,242.8189842,147.5525142,2135.464233
Jacamaralcyon tridactyla,219.3680036,1227.590908,283.6493355,189.949329,193.48304,147.0823885,59.21604106,59.21604106,696.8437641,245.3744261,136.5578509,1830.367912
Jacamerops aureus,250.4325739,2491.531436,293.5990265,242.3185302,252.1058939,213.6338902,690.027521,690.027521,1005.959472,348.0935624,79.96360837,545.7734064
Jacana jacana,223.0897169,1440.414577,297.9444877,185.0404102,198.7780486,141.3710207,260.6954699,260.6954699,624.0192341,216.1257228,156.5728873,2535.127461
Jacana spinosa,252.9007244,1718.07966,311.1228652,228.1748856,246.9315963,192.7415239,264.9609101,264.9609101,858.5620145,303.7582688,118.3814402,1615.766913
Jubula lettii,247.1822579,1831.190999,290.1554108,236.8602366,246.1229602,209.3848561,447.8904314,447.8904314,789.9701273,279.8279272,80.770082,738.3816723
Junco bairdi,192.817752,391.7781875,257.7297715,152.5616498,177.9737151,127.2269808,30.49173004,30.49173004,389.3219824,139.8370298,130.5145842,3178.324748
Junco hyemalis,7.837295584,662.5310962,209.9846546,-143.8267353,-66.87288206,-186.4196565,147.5325231,147.5325231,269.4038905,93.98491903,396.4039773,11024.64031
Junco insularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junco phaeonotus,162.157245,844.853725,271.5848312,112.0423148,157.1439959,46.88296439,83.44916264,83.44916264,517.0932776,184.3841051,224.7021293,3339.369327
Junco vulcani,114.3342905,3027.632841,149.3036732,110.5210532,116.4330753,87.78823292,653.7502677,653.7502677,1139.582823,389.3560153,61.56271102,361.165337
Jynx ruficollis,203.3658992,1214.467064,284.555199,174.2938575,183.8082358,121.7572751,320.6278184,320.6278184,583.3714104,204.0569391,162.7984587,1962.85105
Jynx torquilla,23.65337163,554.8900838,230.7290078,-137.4494868,-84.70542704,-179.1554665,85.72328767,85.72328767,252.423266,88.96114692,409.8845155,11542.17088
Kakamega poliothorax,199.4208941,1702.109905,263.2699463,188.6723991,202.4811826,153.1886084,683.4446362,683.4446362,758.3339042,262.8011358,110.0830381,858.5342251
Kaupifalco monogrammicus,243.677199,1000.521126,334.5309156,214.7432773,228.0252866,156.7926503,251.6197429,251.6197429,616.7935976,218.1564196,177.7380517,2018.970152
