species_original,species_clean,tree_label,display_PCx_oriented,display_PCy_oriented,mahalanobis_d2_to_projected_root_uncertainty,inside_50_projected_root_ellipse,inside_80_projected_root_ellipse,inside_95_projected_root_ellipse,closest_projected_root_ellipse_level
Scytalopus femoralis,scytalopus femoralis,scytalopus_femoralis,-0.30643288307567895,0.15868210441623723,0.3541951927143854,TRUE,TRUE,TRUE,50%
Columba arquatrix,columba arquatrix,columba_arquatrix,-0.6495789073040635,0.016716177428233156,0.3546462159223902,TRUE,TRUE,TRUE,50%
Megaxenops parnaguae,megaxenops parnaguae,megaxenops_parnaguae,0.10798755771626457,-0.06483585895701587,0.35487950916932576,TRUE,TRUE,TRUE,50%
Chlorophoneus sulfureopectus,chlorophoneus sulfureopectus,chlorophoneus_sulfureopectus,0.14426395832539018,-0.2004096302516178,0.3552516417427989,TRUE,TRUE,TRUE,50%
Oriolus percivali,oriolus percivali,oriolus_percivali,-0.18346093235304836,-0.6569813351727339,0.3561305377303465,TRUE,TRUE,TRUE,50%
Cichladusa guttata,cichladusa guttata,cichladusa_guttata,0.0014683402590560685,-0.5426022911272642,0.3564163784986323,TRUE,TRUE,TRUE,50%
Lissotis melanogaster,lissotis melanogaster,lissotis_melanogaster,0.1451677045222061,-0.2510328114744136,0.3566263272017158,TRUE,TRUE,TRUE,50%
Platalea ajaja,platalea ajaja,platalea_ajaja,-0.733466706963567,-0.08096943072896579,0.3570385908772966,TRUE,TRUE,TRUE,50%
Rynchops flavirostris,rynchops flavirostris,rynchops_flavirostris,0.09577511613460664,-0.03880473783548287,0.3572305163185259,TRUE,TRUE,TRUE,50%
Synallaxis unirufa,synallaxis unirufa,synallaxis_unirufa,0.08258427902598997,-0.017669075875899398,0.35756650617252156,TRUE,TRUE,TRUE,50%
Ampelion rubrocristatus,ampelion rubrocristatus,ampelion_rubrocristatus,-0.4960834315649876,0.11796203500955345,0.3585150028842858,TRUE,TRUE,TRUE,50%
Elaenia pallatangae,elaenia pallatangae,elaenia_pallatangae,-0.4496907456771482,0.13534796226007922,0.358648352599675,TRUE,TRUE,TRUE,50%
Hirundo aethiopica,hirundo aethiopica,hirundo_aethiopica,0.02910751021161272,-0.5177707311206046,0.3603519375813814,TRUE,TRUE,TRUE,50%
Vidua orientalis,vidua orientalis,vidua_orientalis,0.1421503211795926,-0.15079182093832025,0.361990458459625,TRUE,TRUE,TRUE,50%
Lamprotornis albicapillus,lamprotornis albicapillus,lamprotornis_albicapillus,-0.48763237600872483,-0.6814151106048748,0.3621754828156424,TRUE,TRUE,TRUE,50%
Prinia somalica,prinia somalica,prinia_somalica,-0.18871531028055485,-0.6626808010047572,0.3622388419579221,TRUE,TRUE,TRUE,50%
Lophoceros alboterminatus,lophoceros alboterminatus,lophoceros_alboterminatus,-0.141929162277848,0.1450030917694586,0.3636652762989562,TRUE,TRUE,TRUE,50%
Crithagra donaldsoni,crithagra donaldsoni,crithagra_donaldsoni,-0.28549273396327407,-0.6888364411681908,0.3642882204342535,TRUE,TRUE,TRUE,50%
Nothura boraquira,nothura boraquira,nothura_boraquira,0.1512746957552568,-0.2098006765169568,0.3650505925941366,TRUE,TRUE,TRUE,50%
Anomalospiza imberbis,anomalospiza imberbis,anomalospiza_imberbis,-0.5162149803528733,0.11317114624765695,0.36510327893308936,TRUE,TRUE,TRUE,50%
Stigmatura bahiae,stigmatura bahiae,stigmatura_bahiae,0.0855618201223285,-0.44839402176037924,0.36538489573669636,TRUE,TRUE,TRUE,50%
Oxypogon stuebelii,oxypogon stuebelii,oxypogon_stuebelii,-0.4957478457766187,-0.6817165921715146,0.3658103192661856,TRUE,TRUE,TRUE,50%
Cinnyris habessinicus,cinnyris habessinicus,cinnyris_habessinicus,-0.642611545398455,-0.615937947172426,0.36631001488239157,TRUE,TRUE,TRUE,50%
Calendulauda rufa,calendulauda rufa,calendulauda_rufa,-0.7749998473064905,-0.14782721946824673,0.3665097269796601,TRUE,TRUE,TRUE,50%
Prinia subflava,prinia subflava,prinia_subflava,0.15150674138705644,-0.26023803271210266,0.3673934583124351,TRUE,TRUE,TRUE,50%
Florisuga fusca,florisuga fusca,florisuga_fusca,-0.3729513230063602,0.1596914833742836,0.36794020005016603,TRUE,TRUE,TRUE,50%
Indicator indicator,indicator indicator,indicator_indicator,0.1390463690104234,-0.33121533376611445,0.36809705593726433,TRUE,TRUE,TRUE,50%
Crithagra burtoni,crithagra burtoni,crithagra_burtoni,0.0020624009062988344,-0.5520132044792799,0.36865429484886914,TRUE,TRUE,TRUE,50%
Formicivora grantsaui,formicivora grantsaui,formicivora_grantsaui,-0.5975340743909708,0.06970059022815198,0.36986376153347156,TRUE,TRUE,TRUE,50%
Biatas nigropectus,biatas nigropectus,biatas_nigropectus,-0.1907765314020454,0.1610820456130102,0.3710352636151051,TRUE,TRUE,TRUE,50%
Gnorimopsar chopi,gnorimopsar chopi,gnorimopsar_chopi,0.07831064600144326,0.003621378819525112,0.37124994341087575,TRUE,TRUE,TRUE,50%
Sporophila lineola,sporophila lineola,sporophila_lineola,0.15608844786161158,-0.2406145271794825,0.3724604500036581,TRUE,TRUE,TRUE,50%
Onychognathus tenuirostris,onychognathus tenuirostris,onychognathus_tenuirostris,-0.0019293011236742154,-0.5592998577739368,0.37325464818202536,TRUE,TRUE,TRUE,50%
Tchagra senegalus,tchagra senegalus,tchagra_senegalus,0.15708685697844899,-0.24870275632077246,0.374646916726001,TRUE,TRUE,TRUE,50%
Patagioenas oenops,patagioenas oenops,patagioenas_oenops,-0.5718951742853173,-0.6615116794087785,0.37479844399848994,TRUE,TRUE,TRUE,50%
Lamprotornis unicolor,lamprotornis unicolor,lamprotornis_unicolor,-0.6864493504454511,-0.0029900272261260664,0.3748031201635537,TRUE,TRUE,TRUE,50%
Lamprotornis shelleyi,lamprotornis shelleyi,lamprotornis_shelleyi,-0.3712324539115547,-0.7024342160185795,0.3754436848418204,TRUE,TRUE,TRUE,50%
Cyanolyca armillata,cyanolyca armillata,cyanolyca_armillata,0.014785471248084842,0.07294277041405631,0.37622909130759885,TRUE,TRUE,TRUE,50%
Anairetes fernandezianus,anairetes fernandezianus,anairetes_fernandezianus,-0.8129563646906355,-0.33679054075253706,0.37699263173973535,TRUE,TRUE,TRUE,50%
Leptasthenura striolata,leptasthenura striolata,leptasthenura_striolata,-0.7048385422826273,-0.572639498077577,0.377197583752511,TRUE,TRUE,TRUE,50%
Corvus crassirostris,corvus crassirostris,corvus_crassirostris,0.054120880409287454,-0.5043338304833366,0.3772903427973492,TRUE,TRUE,TRUE,50%
Fluvicola albiventer,fluvicola albiventer,fluvicola_albiventer,0.15972560428954158,-0.22217182495258395,0.3775840298914315,TRUE,TRUE,TRUE,50%
Spizocorys personata,spizocorys personata,spizocorys_personata,0.06743236387707527,-0.48855540211691006,0.3784046113069413,TRUE,TRUE,TRUE,50%
Scytalopus diamantinensis,scytalopus diamantinensis,scytalopus_diamantinensis,-0.793486865952806,-0.17441049295108604,0.37923001073958,TRUE,TRUE,TRUE,50%
Thamnophilus caerulescens,thamnophilus caerulescens,thamnophilus_caerulescens,-0.6019696698294547,0.07417516584251432,0.3806313216430257,TRUE,TRUE,TRUE,50%
Spinus magellanicus,spinus magellanicus,spinus_magellanicus,-0.6803746588478002,0.010311297601186301,0.3830818552318266,TRUE,TRUE,TRUE,50%
Troglodytes solstitialis,troglodytes solstitialis,troglodytes_solstitialis,-3.403056214674402e-4,0.09024007886729714,0.38359400165824564,TRUE,TRUE,TRUE,50%
Myrmecocichla aethiops,myrmecocichla aethiops,myrmecocichla_aethiops,-0.821126514560834,-0.3058345017277709,0.38786846268092234,TRUE,TRUE,TRUE,50%
Pardirallus nigricans,pardirallus nigricans,pardirallus_nigricans,-0.07457034758792155,0.13641494803270138,0.3887358098139543,TRUE,TRUE,TRUE,50%
Merops superciliosus,merops superciliosus,merops_superciliosus,-0.13675100096675388,0.15937034293749083,0.38895481966440903,TRUE,TRUE,TRUE,50%
Grallaria squamigera,grallaria squamigera,grallaria_squamigera,-0.5930235511426842,0.08701029200966191,0.39060346722029626,TRUE,TRUE,TRUE,50%
Pternistis jacksoni,pternistis jacksoni,pternistis_jacksoni,-0.8112217667389368,-0.4060536294627554,0.39229077900652354,TRUE,TRUE,TRUE,50%
Margarornis squamiger,margarornis squamiger,margarornis_squamiger,-0.03621480696156984,0.11981973287636044,0.3928125852710964,TRUE,TRUE,TRUE,50%
Anthus nattereri,anthus nattereri,anthus_nattereri,-0.6857180853283609,0.013012650288155719,0.3929637234486314,TRUE,TRUE,TRUE,50%
Ortygornis sephaena,ortygornis sephaena,ortygornis_sephaena,-0.7083249604913557,-0.01033747818982323,0.3942311710272793,TRUE,TRUE,TRUE,50%
Oenanthe dubia,oenanthe dubia,oenanthe_dubia,-0.6346568199233029,0.059927631852767935,0.39462235529560763,TRUE,TRUE,TRUE,50%
Sarothrura rufa,sarothrura rufa,sarothrura_rufa,-0.8043032300312563,-0.176333298788525,0.3949386301165756,TRUE,TRUE,TRUE,50%
Myiarchus phaeocephalus,myiarchus phaeocephalus,myiarchus_phaeocephalus,-0.19053053796601832,0.17614859132303937,0.3963449870428718,TRUE,TRUE,TRUE,50%
Oriolus monacha,oriolus monacha,oriolus_monacha,0.0846449327502107,-0.48392442051660395,0.3972872265163933,TRUE,TRUE,TRUE,50%
Anopetia gounellei,anopetia gounellei,anopetia_gounellei,0.14236908823599123,-0.38110979978955284,0.39894648416696316,TRUE,TRUE,TRUE,50%
Bostrychia hagedash,bostrychia hagedash,bostrychia_hagedash,0.15928496537859232,-0.33118628739074685,0.3994936892338197,TRUE,TRUE,TRUE,50%
Synallaxis stictothorax,synallaxis stictothorax,synallaxis_stictothorax,-0.8076263393834914,-0.4341385193927081,0.3996303180560761,TRUE,TRUE,TRUE,50%
Crithagra leucopygia,crithagra leucopygia,crithagra_leucopygia,0.17041653394493955,-0.17011307102504664,0.3999747050564184,TRUE,TRUE,TRUE,50%
Caprimulgus nubicus,caprimulgus nubicus,caprimulgus_nubicus,-0.4629136248087523,-0.7092753071592474,0.40011205960064616,TRUE,TRUE,TRUE,50%
Uropsalis lyra,uropsalis lyra,uropsalis_lyra,-0.10492090056558076,0.15604659905280763,0.4002261557718953,TRUE,TRUE,TRUE,50%
Crotophaga sulcirostris,crotophaga sulcirostris,crotophaga_sulcirostris,0.17069361506372085,-0.2794851373008263,0.40099287599269795,TRUE,TRUE,TRUE,50%
Thaumasius baeri,thaumasius baeri,thaumasius_baeri,-0.8236169635643084,-0.3773247953469169,0.40157088448382394,TRUE,TRUE,TRUE,50%
Turdoides leucopygia,turdoides leucopygia,turdoides_leucopygia,0.02663054294788721,-0.5554701783398917,0.4023190110653575,TRUE,TRUE,TRUE,50%
Anthreptes reichenowi,anthreptes reichenowi,anthreptes_reichenowi,-0.5024469622446261,0.14244386242542093,0.4026648493604721,TRUE,TRUE,TRUE,50%
Phoeniculus somaliensis,phoeniculus somaliensis,phoeniculus_somaliensis,-0.03417196379311387,-0.6069580395073771,0.40278272685266236,TRUE,TRUE,TRUE,50%
Amazilis amazilia,amazilis amazilia,amazilis_amazilia,-0.8103479370228391,-0.17919072825965993,0.40297881970501986,TRUE,TRUE,TRUE,50%
Thlypopsis superciliaris,thlypopsis superciliaris,thlypopsis_superciliaris,-0.5059567770917084,0.14178681113685557,0.4040336502110383,TRUE,TRUE,TRUE,50%
Cacatua galerita,cacatua galerita,cacatua_galerita,0.17214393469132178,-0.16226734890130276,0.40446288364789795,TRUE,TRUE,TRUE,50%
Uropsalis segmentata,uropsalis segmentata,uropsalis_segmentata,-0.5139257054421192,0.13877072105121405,0.4047471377119378,TRUE,TRUE,TRUE,50%
Vanellus lugubris,vanellus lugubris,vanellus_lugubris,0.13683333376090887,-0.048983764267110694,0.40525281725239826,TRUE,TRUE,TRUE,50%
Bubo cinerascens,bubo cinerascens,bubo_cinerascens,-0.018611300326845683,-0.5976473483625783,0.40619446665671344,TRUE,TRUE,TRUE,50%
Mecocerculus calopterus,mecocerculus calopterus,mecocerculus_calopterus,-0.5683923624337677,0.11232978052290551,0.4063585404719038,TRUE,TRUE,TRUE,50%
Merops revoilii,merops revoilii,merops_revoilii,-0.3307823684892224,-0.7185862854838249,0.4067660922284695,TRUE,TRUE,TRUE,50%
Rallus crepitans,rallus crepitans,rallus_crepitans,-0.8308031717786354,-0.35458746124685986,0.4075800724092881,TRUE,TRUE,TRUE,50%
Tachycineta leucorrhoa,tachycineta leucorrhoa,tachycineta_leucorrhoa,-0.5330038594148084,0.13179713762261736,0.4077709672695172,TRUE,TRUE,TRUE,50%
Tangara cyanotis,tangara cyanotis,tangara_cyanotis,0.15509609650364067,-0.0864881183849744,0.408337890283654,TRUE,TRUE,TRUE,50%
Synallaxis castanea,synallaxis castanea,synallaxis_castanea,-0.6813982179531276,0.029767015704072385,0.4086495639529183,TRUE,TRUE,TRUE,50%
Hirundo angolensis,hirundo angolensis,hirundo_angolensis,0.17303145634705455,-0.15068966455000263,0.4089224383371066,TRUE,TRUE,TRUE,50%
Melaniparus leucomelas,melaniparus leucomelas,melaniparus_leucomelas,0.082144578665441,0.03747629695149039,0.40967657169932464,TRUE,TRUE,TRUE,50%
Coeligena bonapartei,coeligena bonapartei,coeligena_bonapartei,-0.8278033832173649,-0.2302347308069215,0.4102431586877983,TRUE,TRUE,TRUE,50%
Sporophila collaris,sporophila collaris,sporophila_collaris,-0.5293480322593791,0.13514372000693106,0.41041255432180207,TRUE,TRUE,TRUE,50%
Sporophila hypoxantha,sporophila hypoxantha,sporophila_hypoxantha,-0.7974306893389653,-0.13220164684197117,0.4106428609808849,TRUE,TRUE,TRUE,50%
Cypseloides fumigatus,cypseloides fumigatus,cypseloides_fumigatus,-0.0487506958577757,0.13902320783988315,0.41123006280852886,TRUE,TRUE,TRUE,50%
Fraseria caerulescens,fraseria caerulescens,fraseria_caerulescens,0.05696596180861743,0.06513215048499545,0.41130956431635113,TRUE,TRUE,TRUE,50%
Turdus maranonicus,turdus maranonicus,turdus_maranonicus,-0.7976436472104866,-0.48012015077635517,0.4127164386931554,TRUE,TRUE,TRUE,50%
Grallaria excelsa,grallaria excelsa,grallaria_excelsa,-0.14482803787409965,0.17607398444687303,0.41292502004754056,TRUE,TRUE,TRUE,50%
Zoothera heinei,zoothera heinei,zoothera_heinei,0.06435734963004729,0.06088028209086628,0.4147232973750955,TRUE,TRUE,TRUE,50%
Laniarius ruficeps,laniarius ruficeps,laniarius_ruficeps,-0.10334548627224883,-0.6576393695792944,0.4149909205691102,TRUE,TRUE,TRUE,50%
Petrochelidon rufocollaris,petrochelidon rufocollaris,petrochelidon_rufocollaris,-0.12712074941302084,0.17261087111958537,0.4153943297968964,TRUE,TRUE,TRUE,50%
Hylocharis chrysura,hylocharis chrysura,hylocharis_chrysura,-0.44342376968663344,0.17086626088926507,0.41571883587036895,TRUE,TRUE,TRUE,50%
Apaloderma vittatum,apaloderma vittatum,apaloderma_vittatum,0.17847525989826404,-0.15629219215969842,0.415968191461745,TRUE,TRUE,TRUE,50%
Pachyramphus viridis,pachyramphus viridis,pachyramphus_viridis,0.14398853165045347,-0.04825161475126849,0.4159967004002655,TRUE,TRUE,TRUE,50%
Pheugopedius euophrys,pheugopedius euophrys,pheugopedius_euophrys,-0.8077163898574102,-0.4628268177417389,0.4160004289356548,TRUE,TRUE,TRUE,50%
Prinia fluviatilis,prinia fluviatilis,prinia_fluviatilis,-0.8383077385856268,-0.282965476285176,0.4166052163823363,TRUE,TRUE,TRUE,50%
Bradypterus centralis,bradypterus centralis,bradypterus_centralis,0.03384026838251229,-0.5597083058175729,0.4167159382024437,TRUE,TRUE,TRUE,50%
Ampelion rufaxilla,ampelion rufaxilla,ampelion_rufaxilla,-0.09236836449508569,0.16226470147258032,0.417659381036807,TRUE,TRUE,TRUE,50%
Arremonops rufivirgatus,arremonops rufivirgatus,arremonops_rufivirgatus,-0.4107072173838434,0.18196467162295477,0.4202398872010977,TRUE,TRUE,TRUE,50%
Prinia rufifrons,prinia rufifrons,prinia_rufifrons,-0.4569930734557175,-0.7219652389705399,0.42057658001618237,TRUE,TRUE,TRUE,50%
Zenaida auriculata,zenaida auriculata,zenaida_auriculata,-0.8415434437554395,-0.31332128953598976,0.42065284070229075,TRUE,TRUE,TRUE,50%
Asemospiza obscura,asemospiza obscura,asemospiza_obscura,0.06263391318216752,0.06771434431232036,0.42079146332943296,TRUE,TRUE,TRUE,50%
Crithagra xanthopygia,crithagra xanthopygia,crithagra_xanthopygia,0.16119396535317787,-0.3684696314190786,0.42108800618172465,TRUE,TRUE,TRUE,50%
Thamnophilus ruficapillus,thamnophilus ruficapillus,thamnophilus_ruficapillus,-0.7373727972083822,-0.020207782558797554,0.42244224605637176,TRUE,TRUE,TRUE,50%
Bubalornis albirostris,bubalornis albirostris,bubalornis_albirostris,0.1430980663362937,-0.03476947666760863,0.42456496090709867,TRUE,TRUE,TRUE,50%
Hapalopsittaca amazonina,hapalopsittaca amazonina,hapalopsittaca_amazonina,0.1831006884075992,-0.14350098716815238,0.42702391069909157,TRUE,TRUE,TRUE,50%
Cisticola chiniana,cisticola chiniana,cisticola_chiniana,-0.6914141737365508,0.034283136983328646,0.42705214753217613,TRUE,TRUE,TRUE,50%
Onychognathus blythii,onychognathus blythii,onychognathus_blythii,-0.8370461693039551,-0.21956439039806705,0.4288615709686113,TRUE,TRUE,TRUE,50%
Burhinus capensis,burhinus capensis,burhinus_capensis,-0.8269816441243414,-0.17750968410094184,0.4305502675722495,TRUE,TRUE,TRUE,50%
Icterus pyrrhopterus,icterus pyrrhopterus,icterus_pyrrhopterus,0.16157157912898143,-0.06436124026970837,0.4311037694126355,TRUE,TRUE,TRUE,50%
Pionus maximiliani,pionus maximiliani,pionus_maximiliani,0.050060829916588105,0.08749975364636796,0.4311120185215407,TRUE,TRUE,TRUE,50%
Melanerpes candidus,melanerpes candidus,melanerpes_candidus,0.14034097375796875,-0.021155951157626567,0.4313145099119398,TRUE,TRUE,TRUE,50%
Melaniparus fringillinus,melaniparus fringillinus,melaniparus_fringillinus,-0.711293430620366,0.017706188001297064,0.43163260732916814,TRUE,TRUE,TRUE,50%
Saltator similis,saltator similis,saltator_similis,-0.08829797830272805,0.1703152456275166,0.4333129291604242,TRUE,TRUE,TRUE,50%
Melanopareia elegans,melanopareia elegans,melanopareia_elegans,-0.31873081192462055,0.20305309806622074,0.4337237899226903,TRUE,TRUE,TRUE,50%
Kaupifalco monogrammicus,kaupifalco monogrammicus,kaupifalco_monogrammicus,0.1946575541991031,-0.19919120937169627,0.43464871718574805,TRUE,TRUE,TRUE,50%
Eremomela flavicrissalis,eremomela flavicrissalis,eremomela_flavicrissalis,-0.15831714918369064,-0.6941847789290914,0.4346611105907136,TRUE,TRUE,TRUE,50%
Platalea regia,platalea regia,platalea_regia,0.1615057645277577,-0.05599498936294503,0.4364466824686922,TRUE,TRUE,TRUE,50%
Ceblepyris pectoralis,ceblepyris pectoralis,ceblepyris_pectoralis,0.19066261038080862,-0.15170769184780505,0.4367883186457817,TRUE,TRUE,TRUE,50%
Turdoides jardineii,turdoides jardineii,turdoides_jardineii,-0.5121375262211684,0.1585059029639799,0.4370507059028843,TRUE,TRUE,TRUE,50%
Pipreola arcuata,pipreola arcuata,pipreola_arcuata,-0.3530014935185974,0.2018107347507945,0.43769333127255683,TRUE,TRUE,TRUE,50%
Campephilus robustus,campephilus robustus,campephilus_robustus,-0.2743123204616255,0.2067792813292633,0.4380709047727141,TRUE,TRUE,TRUE,50%
Onychognathus salvadorii,onychognathus salvadorii,onychognathus_salvadorii,-0.0694284366625931,-0.6539270780363919,0.439605248550627,TRUE,TRUE,TRUE,50%
Colius striatus,colius striatus,colius_striatus,0.13566780253501665,-0.4493845114363827,0.43977656200724746,TRUE,TRUE,TRUE,50%
Euschistospiza cinereovinacea,euschistospiza cinereovinacea,euschistospiza_cinereovinacea,-0.4196677519909578,0.19057925961357258,0.4397927836406054,TRUE,TRUE,TRUE,50%
Laniarius sublacteus,laniarius sublacteus,laniarius_sublacteus,0.19210836959293065,-0.1459632274657572,0.44079996420347883,TRUE,TRUE,TRUE,50%
Cyanolyca turcosa,cyanolyca turcosa,cyanolyca_turcosa,-0.8448565539108523,-0.39793588413137937,0.44177387695058473,TRUE,TRUE,TRUE,50%
Pternistis afer,pternistis afer,pternistis_afer,-0.2451685191259415,0.2089829968846701,0.44388744984264644,TRUE,TRUE,TRUE,50%
Myrmecocichla nigra,myrmecocichla nigra,myrmecocichla_nigra,0.19090943174304673,-0.12441362531585141,0.446246756826318,TRUE,TRUE,TRUE,50%
Drymotoxeres pucheranii,drymotoxeres pucheranii,drymotoxeres_pucheranii,0.08956454877913021,0.062307173329954425,0.44635522448639275,TRUE,TRUE,TRUE,50%
Cisticola aberrans,cisticola aberrans,cisticola_aberrans,-0.6955957276725263,0.04486024437269171,0.446471168627395,TRUE,TRUE,TRUE,50%
Columbina talpacoti,columbina talpacoti,columbina_talpacoti,0.1700950773522585,-0.05942996914325832,0.4471890443239269,TRUE,TRUE,TRUE,50%
Merops pusillus,merops pusillus,merops_pusillus,0.19693831375901064,-0.29956696839287356,0.4496264394464438,TRUE,TRUE,TRUE,50%
Locustella alfredi,locustella alfredi,locustella_alfredi,0.15160714228449135,-0.4315803885482923,0.44965101130333,TRUE,TRUE,TRUE,50%
Hieraaetus ayresii,hieraaetus ayresii,hieraaetus_ayresii,0.17813362107113442,-0.0749886452978027,0.4499794939685675,TRUE,TRUE,TRUE,50%
Diglossa lafresnayii,diglossa lafresnayii,diglossa_lafresnayii,-0.8551752398277742,-0.2498259278594207,0.45032372922651626,TRUE,TRUE,TRUE,50%
Cnemoscopus rubrirostris,cnemoscopus rubrirostris,cnemoscopus_rubrirostris,0.173483371289659,-0.38397315655985054,0.4504353859693536,TRUE,TRUE,TRUE,50%
Thamnophilus shumbae,thamnophilus shumbae,thamnophilus_shumbae,-0.16976375460308527,-0.7079152369961759,0.4514629787775711,TRUE,TRUE,TRUE,50%
Phaethornis pretrei,phaethornis pretrei,phaethornis_pretrei,0.056887331187685825,0.09766241036031928,0.45177618938909736,TRUE,TRUE,TRUE,50%
Phyllastrephus cabanisi,phyllastrephus cabanisi,phyllastrephus_cabanisi,-0.0897446780263466,0.18205116831631526,0.4520315275052733,TRUE,TRUE,TRUE,50%
Turnix sylvaticus,turnix sylvaticus,turnix_sylvaticus,-0.5638790478382765,0.14321306647196025,0.4529047738980926,TRUE,TRUE,TRUE,50%
Ninox connivens,ninox connivens,ninox_connivens,-0.7819224233015971,-0.05186295017267678,0.4543245544823713,TRUE,TRUE,TRUE,50%
Geotrygon leucometopia,geotrygon leucometopia,geotrygon_leucometopia,-0.6495461910523558,0.08966095002370672,0.45457468227640946,TRUE,TRUE,TRUE,50%
Asio clamator,asio clamator,asio_clamator,0.1495531604961674,-0.008718138416781413,0.45490471743658784,TRUE,TRUE,TRUE,50%
Crithagra buchanani,crithagra buchanani,crithagra_buchanani,-0.711694070722815,0.03540625541232528,0.4549188344275837,TRUE,TRUE,TRUE,50%
Calendulauda gilletti,calendulauda gilletti,calendulauda_gilletti,-0.46902873361027686,-0.7415190914063997,0.45922022784653244,TRUE,TRUE,TRUE,50%
Catamenia homochroa,catamenia homochroa,catamenia_homochroa,-0.584331150216669,0.13611309503310712,0.4598796208292186,TRUE,TRUE,TRUE,50%
Grallaria ruficapilla,grallaria ruficapilla,grallaria_ruficapilla,0.20960250395136745,-0.2472660985218781,0.4603065931242553,TRUE,TRUE,TRUE,50%
Aglaiocercus berlepschi,aglaiocercus berlepschi,aglaiocercus_berlepschi,-0.20490330648785735,0.2146263891170813,0.46119702741100344,TRUE,TRUE,TRUE,50%
Sporophila pileata,sporophila pileata,sporophila_pileata,-0.2796514153686004,0.2190975624317147,0.4612115598855677,TRUE,TRUE,TRUE,50%
Silvicultrix diadema,silvicultrix diadema,silvicultrix_diadema,0.20601910551668848,-0.15499416752741205,0.4612508333955658,TRUE,TRUE,TRUE,50%
Coua olivaceiceps,coua olivaceiceps,coua_olivaceiceps,-0.5349547696940419,0.16239831806251107,0.4614847511246944,TRUE,TRUE,TRUE,50%
Schoeniophylax phryganophilus,schoeniophylax phryganophilus,schoeniophylax_phryganophilus,-0.7859299957959256,-0.050708395216129944,0.46163989315271997,TRUE,TRUE,TRUE,50%
Conopophaga lineata,conopophaga lineata,conopophaga_lineata,-0.3107280660228598,0.2191383306577718,0.4630964380746783,TRUE,TRUE,TRUE,50%
Pseudoseisura cristata,pseudoseisura cristata,pseudoseisura_cristata,0.20793681231308783,-0.2819646862426885,0.4635436322214557,TRUE,TRUE,TRUE,50%
Scytalopus spillmanni,scytalopus spillmanni,scytalopus_spillmanni,0.20241473715899796,-0.31380541453315153,0.4638053629653481,TRUE,TRUE,TRUE,50%
Baryphthengus ruficapillus,baryphthengus ruficapillus,baryphthengus_ruficapillus,-0.2374435114896264,0.21947375319646356,0.4644343365971655,TRUE,TRUE,TRUE,50%
Spinus dominicensis,spinus dominicensis,spinus_dominicensis,-0.6488061218480191,0.09693554926692154,0.4648469826734314,TRUE,TRUE,TRUE,50%
Tachycineta euchrysea,tachycineta euchrysea,tachycineta_euchrysea,-0.6613955752266607,0.08783323432252069,0.46568790565788876,TRUE,TRUE,TRUE,50%
Myioborus albifrons,myioborus albifrons,myioborus_albifrons,-0.7575160199139476,-0.005688095955628009,0.4678653594559271,TRUE,TRUE,TRUE,50%
Pseudotriccus ruficeps,pseudotriccus ruficeps,pseudotriccus_ruficeps,0.16330970728619446,-0.014600508669831128,0.4701410469414258,TRUE,TRUE,TRUE,50%
Batis minor,batis minor,batis_minor,0.14288609865817,0.01891655875172282,0.47063706607647526,TRUE,TRUE,TRUE,50%
Anas erythrorhyncha,anas erythrorhyncha,anas_erythrorhyncha,-0.8560414941652816,-0.1934102524133449,0.4715245351965866,TRUE,TRUE,TRUE,50%
Attila rufus,attila rufus,attila_rufus,-0.1365790386659986,0.20774089935693485,0.4720523340793461,TRUE,TRUE,TRUE,50%
Diglossa sittoides,diglossa sittoides,diglossa_sittoides,-0.6447984003558773,0.10470713592458279,0.47235914902088805,TRUE,TRUE,TRUE,50%
Paraclaravis geoffroyi,paraclaravis geoffroyi,paraclaravis_geoffroyi,-0.16450018077465395,0.2141893412676219,0.47243193257253585,TRUE,TRUE,TRUE,50%
Microspingus cabanisi,microspingus cabanisi,microspingus_cabanisi,-0.7110832740763694,-0.6442656460498054,0.4724637417466445,TRUE,TRUE,TRUE,50%
Geokichla piaggiae,geokichla piaggiae,geokichla_piaggiae,0.034657571632476576,-0.6015268281590731,0.4750697619867873,TRUE,TRUE,TRUE,50%
Pterocles exustus,pterocles exustus,pterocles_exustus,-0.8701344071639364,-0.2535670703796581,0.4752267714029648,TRUE,TRUE,TRUE,50%
Buteogallus coronatus,buteogallus coronatus,buteogallus_coronatus,-0.5162683523049723,0.17870242661075186,0.47613441661937184,TRUE,TRUE,TRUE,50%
Anseranas semipalmata,anseranas semipalmata,anseranas_semipalmata,-0.43386437462191524,0.20719791082351965,0.4776598508999124,TRUE,TRUE,TRUE,50%
Aphelocoma coerulescens,aphelocoma coerulescens,aphelocoma_coerulescens,-0.6325185054503759,0.11703228881354204,0.4782126087481794,TRUE,TRUE,TRUE,50%
Parabuteo unicinctus,parabuteo unicinctus,parabuteo_unicinctus,-0.8425270706910696,-0.13979076961404796,0.4787625720323559,TRUE,TRUE,TRUE,50%
Calyptophilus frugivorus,calyptophilus frugivorus,calyptophilus_frugivorus,-0.5726942305257284,0.1538650390833726,0.4792747371248166,TRUE,TRUE,TRUE,50%
Pytilia melba,pytilia melba,pytilia_melba,-0.82233682622439,-0.09320683693362933,0.4803640205275761,TRUE,TRUE,TRUE,50%
