species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,mahalanobis_d2,inside_50_core,inside_80_core,inside_95_core,closest_core_level
Aethopyga vigorsii,aethopyga vigorsii,aethopyga_vigorsii,2.802623098347743,2.4472848213556695,4.2344640266851075,FALSE,FALSE,TRUE,95%
Carpodacus vinaceus,carpodacus vinaceus,carpodacus_vinaceus,-4.47487120889153,0.46563156300181985,4.237622881234872,FALSE,FALSE,TRUE,95%
Myadestes coloratus,myadestes coloratus,myadestes_coloratus,3.723680893886097,-1.2763573020221306,4.23954849234888,FALSE,FALSE,TRUE,95%
Polyerata amabilis,polyerata amabilis,polyerata_amabilis,3.7483060659340395,-0.07012504276290772,4.248140172717533,FALSE,FALSE,TRUE,95%
Rhyticeros narcondami,rhyticeros narcondami,rhyticeros_narcondami,2.7180053414192913,2.5779586310236913,4.2525715037048295,FALSE,FALSE,TRUE,95%
Myrmelastes caurensis,myrmelastes caurensis,myrmelastes_caurensis,3.765940155108975,-0.9528622726757008,4.256913419261144,FALSE,FALSE,TRUE,95%
Spelaeornis badeigularis,spelaeornis badeigularis,spelaeornis_badeigularis,0.204848875298329,4.279712578248776,4.2652718253508555,FALSE,FALSE,TRUE,95%
Rhipidura samarensis,rhipidura samarensis,rhipidura_samarensis,3.7751143179775157,-0.8919413738240451,4.267553678548506,FALSE,FALSE,TRUE,95%
Picumnus pumilus,picumnus pumilus,picumnus_pumilus,3.747385083234313,-1.2084428614502234,4.2694987683467795,FALSE,FALSE,TRUE,95%
Chalcopsitta cardinalis,chalcopsitta cardinalis,chalcopsitta_cardinalis,3.7937539469744608,-0.534719695525435,4.2884393195813395,FALSE,FALSE,TRUE,95%
Myiarchus crinitus,myiarchus crinitus,myiarchus_crinitus,-4.479067636432619,-0.5187057314492722,4.292293007144467,FALSE,FALSE,TRUE,95%
Sialia sialis,sialia sialis,sialia_sialis,-4.506538746320848,-0.23657198554699593,4.296200100173741,FALSE,FALSE,TRUE,95%
Chloris sinica,chloris sinica,chloris_sinica,-4.502232270650723,0.49319946235314627,4.297710497057381,FALSE,FALSE,TRUE,95%
Picus viridis,picus viridis,picus_viridis,-4.474942392707986,-0.5867412854245112,4.301261688237879,FALSE,FALSE,TRUE,95%
Microcarbo pygmaeus,microcarbo pygmaeus,microcarbo_pygmaeus,-4.401170478479526,-1.0155629924190674,4.301878692697654,FALSE,FALSE,TRUE,95%
Amaurornis magnirostris,amaurornis magnirostris,amaurornis_magnirostris,3.799086916399926,-0.46317986886765433,4.3021429270255345,FALSE,FALSE,TRUE,95%
Dendrocitta frontalis,dendrocitta frontalis,dendrocitta_frontalis,0.7858596365641741,4.116745981912382,4.304400539552919,FALSE,FALSE,TRUE,95%
Pitta anerythra,pitta anerythra,pitta_anerythra,3.8022305861675276,-0.702201393635329,4.307698984636911,FALSE,FALSE,TRUE,95%
Thripadectes ignobilis,thripadectes ignobilis,thripadectes_ignobilis,3.7993895620905156,-0.38603199058569465,4.30794929136301,FALSE,FALSE,TRUE,95%
Celeus loricatus,celeus loricatus,celeus_loricatus,3.796177201862407,-0.2831199073347902,4.311891588222532,FALSE,FALSE,TRUE,95%
Micropsitta finschii,micropsitta finschii,micropsitta_finschii,3.8061207806466775,-0.5648359956634624,4.313513975138322,FALSE,FALSE,TRUE,95%
Phylloscopus armandii,phylloscopus armandii,phylloscopus_armandii,-4.516831218312633,0.447717501233257,4.320784492093236,FALSE,FALSE,TRUE,95%
Yuhina bakeri,yuhina bakeri,yuhina_bakeri,0.7963798162045208,4.12383071729986,4.324617252203963,FALSE,FALSE,TRUE,95%
Paradisaea decora,paradisaea decora,paradisaea_decora,3.8132749396833945,-0.6627232401875298,4.329137344041587,FALSE,FALSE,TRUE,95%
Aythya americana,aythya americana,aythya_americana,-4.499577116770411,-0.50011571496049,4.330337703450077,FALSE,FALSE,TRUE,95%
Pittasoma michleri,pittasoma michleri,pittasoma_michleri,3.780635459410953,-1.1966103905282794,4.334087108004928,FALSE,FALSE,TRUE,95%
Campylopterus duidae,campylopterus duidae,campylopterus_duidae,3.8139420949172336,-0.37965467247566187,4.338726841248639,FALSE,FALSE,TRUE,95%
Aegotheles wallacii,aegotheles wallacii,aegotheles_wallacii,3.819514594844912,-0.5668642649204294,4.3412852224025205,FALSE,FALSE,TRUE,95%
Rhyticeros subruficollis,rhyticeros subruficollis,rhyticeros_subruficollis,2.377004987723404,3.0469176632551225,4.341775197949772,FALSE,FALSE,TRUE,95%
Tangara inornata,tangara inornata,tangara_inornata,3.825273532880944,-0.540448585016823,4.353695846758412,FALSE,FALSE,TRUE,95%
Vermivora cyanoptera,vermivora cyanoptera,vermivora_cyanoptera,-4.512974362167003,-0.4809290683787873,4.353736189456068,FALSE,FALSE,TRUE,95%
Lanius tigrinus,lanius tigrinus,lanius_tigrinus,-4.5368718211355095,0.4971330337963741,4.369517297826759,FALSE,FALSE,TRUE,95%
Chlorospingus tacarcunae,chlorospingus tacarcunae,chlorospingus_tacarcunae,3.79428473578561,-1.2353738847503426,4.371625513017741,FALSE,FALSE,TRUE,95%
Curruca mystacea,curruca mystacea,curruca_mystacea,-4.403810740208341,-1.1664580590291247,4.378210759024657,FALSE,FALSE,TRUE,95%
Arborophila cambodiana,arborophila cambodiana,arborophila_cambodiana,2.306321170722882,3.144825784131094,4.378234265537687,FALSE,FALSE,TRUE,95%
Cettia cetti,cettia cetti,cettia_cetti,-4.462610667481706,-0.9442856911282433,4.398017456057087,FALSE,FALSE,TRUE,95%
Grallaria kaestneri,grallaria kaestneri,grallaria_kaestneri,3.7584934399895786,-1.5455845535518657,4.398207447978936,FALSE,FALSE,TRUE,95%
Melanerpes erythrocephalus,melanerpes erythrocephalus,melanerpes_erythrocephalus,-4.536428140044238,-0.4784910914110219,4.402183085299575,FALSE,FALSE,TRUE,95%
Carpodacus rodopeplus,carpodacus rodopeplus,carpodacus_rodopeplus,-4.416889057469423,1.3326679986810228,4.402663545614093,FALSE,FALSE,TRUE,95%
Horornis canturians,horornis canturians,horornis_canturians,-4.549300817707656,0.5699535176727067,4.407929432604396,FALSE,FALSE,TRUE,95%
Orthotomus samarensis,orthotomus samarensis,orthotomus_samarensis,3.8449870010299714,-0.9405815575866978,4.41792373750982,FALSE,FALSE,TRUE,95%
Athene malaitae,athene malaitae,athene_malaitae,3.8565259783309975,-0.5568901445380405,4.418694143974759,FALSE,FALSE,TRUE,95%
Symposiachrus malaitae,symposiachrus malaitae,symposiachrus_malaitae,3.8568438893045633,-0.5564214878713264,4.4193685158996345,FALSE,FALSE,TRUE,95%
Rhipidura coultasi,rhipidura coultasi,rhipidura_coultasi,3.8571497378668904,-0.5557540902856726,4.4200210242515015,FALSE,FALSE,TRUE,95%
Myzomela malaitae,myzomela malaitae,myzomela_malaitae,3.8572463107700012,-0.5556114891875853,4.420225970109002,FALSE,FALSE,TRUE,95%
Ianthocincla maxima,ianthocincla maxima,ianthocincla_maxima,-4.560319204693737,0.5824586542464083,4.433131054812583,FALSE,FALSE,TRUE,95%
Todiramphus enigma,todiramphus enigma,todiramphus_enigma,3.8630337953756078,-0.48442809783036284,4.434586941397311,FALSE,FALSE,TRUE,95%
Sarcophanops samarensis,sarcophanops samarensis,sarcophanops_samarensis,3.8536487182635075,-0.9430139059282908,4.436284155658586,FALSE,FALSE,TRUE,95%
Aegolius acadicus,aegolius acadicus,aegolius_acadicus,-4.52335715634171,-0.7081191681657785,4.437980078944677,FALSE,FALSE,TRUE,95%
Falco mexicanus,falco mexicanus,falco_mexicanus,-4.536330017064961,-0.6484808296597085,4.446766297910135,FALSE,FALSE,TRUE,95%
Pitohui uropygialis,pitohui uropygialis,pitohui_uropygialis,3.871373403940813,-0.5036170861949074,4.451340561409479,FALSE,FALSE,TRUE,95%
Piculus callopterus,piculus callopterus,piculus_callopterus,3.8551748692142076,-1.0582037480812723,4.458051334984909,FALSE,FALSE,TRUE,95%
Epinecrophylla fulviventris,epinecrophylla fulviventris,epinecrophylla_fulviventris,3.85891095617325,-0.12111502381851541,4.468727049717862,FALSE,FALSE,TRUE,95%
Coracias garrulus,coracias garrulus,coracias_garrulus,-4.519285467956445,-0.8417463321395124,4.47588037602273,FALSE,FALSE,TRUE,95%
Phylloscartes flavovirens,phylloscartes flavovirens,phylloscartes_flavovirens,3.847412225526784,-1.2924464014312007,4.496144205596032,FALSE,FALSE,TRUE,95%
Turdus merula,turdus merula,turdus_merula,-4.5606437781334,-0.6495462200739229,4.498312357351434,FALSE,FALSE,TRUE,95%
Merops apiaster,merops apiaster,merops_apiaster,-4.527365143457613,-0.878971681874718,4.507070242345949,FALSE,FALSE,TRUE,95%
Geositta punensis,geositta punensis,geositta_punensis,-4.606863036777823,-0.32037433575707064,4.5193511759902725,FALSE,FALSE,TRUE,95%
Leptotila pallida,leptotila pallida,leptotila_pallida,3.83198850611904,0.28404325547869724,4.5216557245618185,FALSE,FALSE,TRUE,95%
Chondestes grammacus,chondestes grammacus,chondestes_grammacus,-4.580961531201694,-0.5946898227685696,4.5255278143225635,FALSE,FALSE,TRUE,95%
Erythropitta novaehibernicae,erythropitta novaehibernicae,erythropitta_novaehibernicae,3.9082604377882313,-0.7675305114712996,4.532979872375758,FALSE,FALSE,TRUE,95%
Grus japonensis,grus japonensis,grus_japonensis,-4.631820155746106,0.12566253368371597,4.536763925827656,FALSE,FALSE,TRUE,95%
Crossoptilon crossoptilon,crossoptilon crossoptilon,crossoptilon_crossoptilon,-4.6101047106699315,0.5837779229179535,4.537172666556231,FALSE,FALSE,TRUE,95%
Trogon chionurus,trogon chionurus,trogon_chionurus,3.901886422459386,-0.22711701275825003,4.541895443072659,FALSE,FALSE,TRUE,95%
Spinus thibetanus,spinus thibetanus,spinus_thibetanus,-4.618092959992235,0.5606054222961657,4.549584885400727,FALSE,FALSE,TRUE,95%
Dendronanthus indicus,dendronanthus indicus,dendronanthus_indicus,-4.625423540967902,0.5626192315017075,4.5653756327646215,FALSE,FALSE,TRUE,95%
Zentrygon goldmani,zentrygon goldmani,zentrygon_goldmani,3.8885722591029848,-1.2542979406208732,4.571429524773007,FALSE,FALSE,TRUE,95%
Podoces panderi,podoces panderi,podoces_panderi,-4.4939682823370575,-1.2050710358333836,4.584950038150295,FALSE,FALSE,TRUE,95%
Ficedula disposita,ficedula disposita,ficedula_disposita,3.1309563739969133,2.254350420909066,4.586764921019713,FALSE,FALSE,TRUE,95%
Aechmophorus clarkii,aechmophorus clarkii,aechmophorus_clarkii,-4.633832217527516,-0.4126174466528189,4.5941852787900626,FALSE,FALSE,TRUE,95%
Buteo platypterus,buteo platypterus,buteo_platypterus,-4.619680297126203,-0.5435504304159778,4.594310971895357,FALSE,FALSE,TRUE,95%
Ochetorhynchus ruficaudus,ochetorhynchus ruficaudus,ochetorhynchus_ruficaudus,-4.625974642026021,-0.5317426286532452,4.604760948972586,FALSE,FALSE,TRUE,95%
Periparus rubidiventris,periparus rubidiventris,periparus_rubidiventris,-4.621435639775098,0.7967227996591286,4.6110246975414055,FALSE,FALSE,TRUE,95%
Melanerpes lewis,melanerpes lewis,melanerpes_lewis,-4.580599457028741,-0.8874481271594282,4.6231133225644445,FALSE,FALSE,TRUE,95%
Dicrurus megarhynchus,dicrurus megarhynchus,dicrurus_megarhynchus,3.9481957407143145,-0.8645250536097896,4.626082564988629,FALSE,FALSE,TRUE,95%
Pipilo chlorurus,pipilo chlorurus,pipilo_chlorurus,-4.576237879541692,-0.9227298719479707,4.627986168137546,FALSE,FALSE,TRUE,95%
Ninox variegata,ninox variegata,ninox_variegata,3.954474881383422,-0.7077458734850729,4.628147055697069,FALSE,FALSE,TRUE,95%
Phylloscopus misoriensis,phylloscopus misoriensis,phylloscopus_misoriensis,3.951026000248801,-0.3564790941872052,4.631003950385761,FALSE,FALSE,TRUE,95%
Phrygilus atriceps,phrygilus atriceps,phrygilus_atriceps,-4.65142409937309,-0.4198421410603894,4.633447059123157,FALSE,FALSE,TRUE,95%
Zosterops vellalavella,zosterops vellalavella,zosterops_vellalavella,3.9389044775548654,-0.13821884279169225,4.636095019482734,FALSE,FALSE,TRUE,95%
Pterocles orientalis,pterocles orientalis,pterocles_orientalis,-4.550564777010885,-1.0728121193607143,4.6391489248028,FALSE,FALSE,TRUE,95%
Caprimulgus andamanicus,caprimulgus andamanicus,caprimulgus_andamanicus,3.334353362976958,1.9473079372921147,4.642797583164918,FALSE,FALSE,TRUE,95%
Linaria cannabina,linaria cannabina,linaria_cannabina,-4.620419063515389,-0.7049882801257443,4.642798992943584,FALSE,FALSE,TRUE,95%
Treron chloropterus,treron chloropterus,treron_chloropterus,3.3321183434516293,1.9602773506569398,4.651516114005374,FALSE,FALSE,TRUE,95%
Ptilinopus speciosus,ptilinopus speciosus,ptilinopus_speciosus,3.962008176409959,-0.37089504689192376,4.653261592590773,FALSE,FALSE,TRUE,95%
Streptopelia turtur,streptopelia turtur,streptopelia_turtur,-4.620231973720892,-0.7552670626126123,4.659134908536296,FALSE,FALSE,TRUE,95%
Columba palumboides,columba palumboides,columba_palumboides,3.327881880634642,1.9759810037684025,4.659230041097409,FALSE,FALSE,TRUE,95%
Macropygia rufipennis,macropygia rufipennis,macropygia_rufipennis,3.327962325532167,1.9758912652252274,4.659293449542935,FALSE,FALSE,TRUE,95%
Psarocolius cassini,psarocolius cassini,psarocolius_cassini,3.9190220692941566,-1.3435618583609008,4.660174268584759,FALSE,FALSE,TRUE,95%
Trochalopteron elliotii,trochalopteron elliotii,trochalopteron_elliotii,-4.683744861779908,0.37343502747241825,4.661746810884825,FALSE,FALSE,TRUE,95%
Rheinardia nigrescens,rheinardia nigrescens,rheinardia_nigrescens,3.957572595462356,-0.21602986124339335,4.663029896404295,FALSE,FALSE,TRUE,95%
Arremon costaricensis,arremon costaricensis,arremon_costaricensis,3.9701001527206707,-0.4707264419352497,4.663309119340376,FALSE,FALSE,TRUE,95%
Spinus pinus,spinus pinus,spinus_pinus,-4.658585853347889,-0.49828924475967196,4.666573809565892,FALSE,FALSE,TRUE,95%
Crypturellus casiquiare,crypturellus casiquiare,crypturellus_casiquiare,3.9085323193532444,-1.4456466500961307,4.670523862390732,FALSE,FALSE,TRUE,95%
Selasphorus calliope,selasphorus calliope,selasphorus_calliope,-4.58899773572497,-0.9677499702939214,4.674016755306408,FALSE,FALSE,TRUE,95%
Zosterops stresemanni,zosterops stresemanni,zosterops_stresemanni,3.975978441728454,-0.4950621062957939,4.674788128264792,FALSE,FALSE,TRUE,95%
Tympanuchus pallidicinctus,tympanuchus pallidicinctus,tympanuchus_pallidicinctus,-4.681544495506462,-0.3541057884541867,4.685463587503807,FALSE,FALSE,TRUE,95%
Phylloscopus subaffinis,phylloscopus subaffinis,phylloscopus_subaffinis,-4.692089305599617,0.44795046978462927,4.688640951611646,FALSE,FALSE,TRUE,95%
Emberiza siemsseni,emberiza siemsseni,emberiza_siemsseni,-4.703348884863834,0.10004080362101556,4.689864976923803,FALSE,FALSE,TRUE,95%
Chloris chloris,chloris chloris,chloris_chloris,-4.654225195188545,-0.6219794271566823,4.690077740979938,FALSE,FALSE,TRUE,95%
Baeolophus ridgwayi,baeolophus ridgwayi,baeolophus_ridgwayi,-4.610384521955377,-0.902877668369458,4.692953457267985,FALSE,FALSE,TRUE,95%
Odontophorus erythrops,odontophorus erythrops,odontophorus_erythrops,3.9458144219095446,0.05877705112961768,4.695476556568668,FALSE,FALSE,TRUE,95%
Cyanistes caeruleus,cyanistes caeruleus,cyanistes_caeruleus,-4.659318124047402,-0.6049002304721129,4.696169013741959,FALSE,FALSE,TRUE,95%
Pheugopedius atrogularis,pheugopedius atrogularis,pheugopedius_atrogularis,3.94491612282576,0.07396973582323511,4.697610311106273,FALSE,FALSE,TRUE,95%
Hylopezus perspicillatus,hylopezus perspicillatus,hylopezus_perspicillatus,3.968136508426132,-0.13458833874398712,4.699905709859743,FALSE,FALSE,TRUE,95%
Poecile davidi,poecile davidi,poecile_davidi,-4.675661446739243,0.7122475971152714,4.703525421060805,FALSE,FALSE,TRUE,95%
Anisognathus notabilis,anisognathus notabilis,anisognathus_notabilis,3.986291784415611,-0.8793049204352824,4.709261842164273,FALSE,FALSE,TRUE,95%
Phaenostictus mcleannani,phaenostictus mcleannani,phaenostictus_mcleannani,3.9862303246890987,-0.25147661477850564,4.71980406303746,FALSE,FALSE,TRUE,95%
Ceyx mulcatus,ceyx mulcatus,ceyx_mulcatus,3.997457278567916,-0.7524538753206651,4.722812575339498,FALSE,FALSE,TRUE,95%
Batrachostomus harterti,batrachostomus harterti,batrachostomus_harterti,3.9762531628073483,-1.1240280219846983,4.726304297937102,FALSE,FALSE,TRUE,95%
Strix aluco,strix aluco,strix_aluco,-4.677289820856667,-0.6196274294475085,4.739321178489248,FALSE,FALSE,TRUE,95%
Euphonia fulvicrissa,euphonia fulvicrissa,euphonia_fulvicrissa,3.999371343591468,-0.2590321572472711,4.747322986524148,FALSE,FALSE,TRUE,95%
Columba argentina,columba argentina,columba_argentina,3.9331335235271654,-1.5291634703351156,4.75170801251547,FALSE,FALSE,TRUE,95%
Podiceps gallardoi,podiceps gallardoi,podiceps_gallardoi,-4.660661992357824,-0.8181925409968233,4.768775464861446,FALSE,FALSE,TRUE,95%
Micromacronus leytensis,micromacronus leytensis,micromacronus_leytensis,4.011225950718535,-0.9381115075779364,4.770087956838187,FALSE,FALSE,TRUE,95%
Helopsaltes pryeri,helopsaltes pryeri,helopsaltes_pryeri,-4.73721852518352,0.30468482435682476,4.7706965972418125,FALSE,FALSE,TRUE,95%
Poliolais lopezi,poliolais lopezi,poliolais_lopezi,3.929045221790218,-1.6026475008514631,4.771402863862988,FALSE,FALSE,TRUE,95%
Centropus andamanensis,centropus andamanensis,centropus_andamanensis,3.257121371486776,2.2144561885083136,4.77690709461342,FALSE,FALSE,TRUE,95%
Nucifraga columbiana,nucifraga columbiana,nucifraga_columbiana,-4.654962648484121,-0.8856857237715393,4.782256523083514,FALSE,FALSE,TRUE,95%
Tangara florida,tangara florida,tangara_florida,4.028296301935313,-0.6607609796268544,4.786209355576518,FALSE,FALSE,TRUE,95%
Paradisaea apoda,paradisaea apoda,paradisaea_apoda,4.030100160862782,-0.2530103388115548,4.8153575312830394,FALSE,FALSE,TRUE,95%
Cotinga nattererii,cotinga nattererii,cotinga_nattererii,4.032751158045234,-0.24788470938465879,4.821916265774535,FALSE,FALSE,TRUE,95%
Cranioleuca dissita,cranioleuca dissita,cranioleuca_dissita,4.025133644796664,-1.1156578902439833,4.829724231516044,FALSE,FALSE,TRUE,95%
Egretta eulophotes,egretta eulophotes,egretta_eulophotes,-4.704087112084521,0.9449769684911086,4.831100522970557,FALSE,FALSE,TRUE,95%
Machaeropterus deliciosus,machaeropterus deliciosus,machaeropterus_deliciosus,4.035301468368185,-0.07707158445976241,4.858219873049789,FALSE,FALSE,TRUE,95%
Cyanocitta cristata,cyanocitta cristata,cyanocitta_cristata,-4.750134158871131,-0.5348205333231978,4.875338570530013,FALSE,FALSE,TRUE,95%
Leiothlypis virginiae,leiothlypis virginiae,leiothlypis_virginiae,-4.707997601702836,-0.8443409937323357,4.881826574155764,FALSE,FALSE,TRUE,95%
Strix varia,strix varia,strix_varia,-4.754849713001097,-0.527988931418715,4.88397559636971,FALSE,FALSE,TRUE,95%
Gymnorhinus cyanocephalus,gymnorhinus cyanocephalus,gymnorhinus_cyanocephalus,-4.711114765966101,-0.8831393208202636,4.903770280735334,FALSE,FALSE,TRUE,95%
Tyrannus verticalis,tyrannus verticalis,tyrannus_verticalis,-4.747327788269509,-0.6621842276401568,4.90538330199534,FALSE,FALSE,TRUE,95%
Empidonax wrightii,empidonax wrightii,empidonax_wrightii,-4.704277102095543,-0.9391934870369666,4.9116398388915945,FALSE,FALSE,TRUE,95%
Leucopternis semiplumbeus,leucopternis semiplumbeus,leucopternis_semiplumbeus,4.073208317733707,-0.16960907502919148,4.923870002680402,FALSE,FALSE,TRUE,95%
Zosterops somadikartai,zosterops somadikartai,zosterops_somadikartai,4.069191101131999,-1.1443698890087544,4.931426129985153,FALSE,FALSE,TRUE,95%
Tetraogallus caspius,tetraogallus caspius,tetraogallus_caspius,-4.732215867555734,-0.840666214812837,4.933685471630438,FALSE,FALSE,TRUE,95%
Melanocorypha calandra,melanocorypha calandra,melanocorypha_calandra,-4.719705306297568,-0.9260084822075842,4.94005534628457,FALSE,FALSE,TRUE,95%
Xiphorhynchus lachrymosus,xiphorhynchus lachrymosus,xiphorhynchus_lachrymosus,4.094543498923911,-0.3629594482348447,4.94420731693195,FALSE,FALSE,TRUE,95%
Sturnia erythropygia,sturnia erythropygia,sturnia_erythropygia,3.081478994814264,2.6331726686799355,4.947947741209097,FALSE,FALSE,TRUE,95%
Moupinia poecilotis,moupinia poecilotis,moupinia_poecilotis,-4.817891999530804,0.33620159463128024,4.949915270701733,FALSE,FALSE,TRUE,95%
Hesperiphona vespertina,hesperiphona vespertina,hesperiphona_vespertina,-4.777679908232202,-0.6121778763504871,4.9575469459792965,FALSE,FALSE,TRUE,95%
Goura sclaterii,goura sclaterii,goura_sclaterii,4.082164289223463,-0.07910344811388662,4.961545078992724,FALSE,FALSE,TRUE,95%
Empidonax oberholseri,empidonax oberholseri,empidonax_oberholseri,-4.736673347340734,-0.912944147693495,4.972097430752157,FALSE,FALSE,TRUE,95%
Otus umbra,otus umbra,otus_umbra,4.0327460750771245,-1.5563874922543293,4.973855652090573,FALSE,FALSE,TRUE,95%
Tolmomyias flavotectus,tolmomyias flavotectus,tolmomyias_flavotectus,4.109833954280371,-0.3648902180402934,4.978054562499592,FALSE,FALSE,TRUE,95%
Locustella luscinioides,locustella luscinioides,locustella_luscinioides,-4.788119974189329,-0.6503539487724324,4.9921650500022885,FALSE,FALSE,TRUE,95%
Oreoscoptes montanus,oreoscoptes montanus,oreoscoptes_montanus,-4.732697090978559,-0.9870125569913999,4.994758070350637,FALSE,FALSE,TRUE,95%
Lophodytes cucullatus,lophodytes cucullatus,lophodytes_cucullatus,-4.8012204935997564,-0.5686413698948415,4.997632792524682,FALSE,FALSE,TRUE,95%
Clanga pomarina,clanga pomarina,clanga_pomarina,-4.810446031132674,-0.5049267006564465,5.001549493977687,FALSE,FALSE,TRUE,95%
Manacus aurantiacus,manacus aurantiacus,manacus_aurantiacus,4.118656986866832,-0.9096315522208446,5.00176503764575,FALSE,FALSE,TRUE,95%
Goldmania violiceps,goldmania violiceps,goldmania_violiceps,4.093967471088313,-1.2283979214932783,5.004834894763707,FALSE,FALSE,TRUE,95%
Notharchus pectoralis,notharchus pectoralis,notharchus_pectoralis,4.125878705545529,-0.4469126696169699,5.006898242414461,FALSE,FALSE,TRUE,95%
Psittinus abbotti,psittinus abbotti,psittinus_abbotti,4.048810002514068,-1.5581276220779257,5.00915254320788,FALSE,FALSE,TRUE,95%
Phasianus colchicus,phasianus colchicus,phasianus_colchicus,-4.848837113857984,0.32303664930480186,5.017418800503212,FALSE,FALSE,TRUE,95%
Chlamydotis macqueenii,chlamydotis macqueenii,chlamydotis_macqueenii,-4.707515337779428,-1.1582174414644373,5.020192815035166,FALSE,FALSE,TRUE,95%
Sylvia atricapilla,sylvia atricapilla,sylvia_atricapilla,-4.809851999124781,-0.581546297434809,5.020481850587024,FALSE,FALSE,TRUE,95%
Athene roseoaxillaris,athene roseoaxillaris,athene_roseoaxillaris,4.127704172146469,-0.9280538737905211,5.024044550159546,FALSE,FALSE,TRUE,95%
Antrostomus vociferus,antrostomus vociferus,antrostomus_vociferus,-4.829087062805401,-0.5026815276937002,5.042705060040737,FALSE,FALSE,TRUE,95%
Fulica atra,fulica atra,fulica_atra,-4.844253136477857,-0.36054269100222824,5.045371768710954,FALSE,FALSE,TRUE,95%
Myzomela erythrina,myzomela erythrina,myzomela_erythrina,4.143728016659928,-0.8193303946263297,5.048699934568104,FALSE,FALSE,TRUE,95%
Aechmophorus occidentalis,aechmophorus occidentalis,aechmophorus_occidentalis,-4.843347337925945,-0.39552226845777577,5.050314837859041,FALSE,FALSE,TRUE,95%
Artemisiospiza nevadensis,artemisiospiza nevadensis,artemisiospiza_nevadensis,-4.7566550611050245,-1.004980980549472,5.0558263040102975,FALSE,FALSE,TRUE,95%
Cinclus mexicanus,cinclus mexicanus,cinclus_mexicanus,-4.8427258679033285,-0.4291424059017134,5.056085079560682,FALSE,FALSE,TRUE,95%
Psarocolius bifasciatus,psarocolius bifasciatus,psarocolius_bifasciatus,4.053392310473352,-1.6544566016331264,5.0573028362363255,FALSE,FALSE,TRUE,95%
Bangsia edwardsi,bangsia edwardsi,bangsia_edwardsi,4.1509147607474315,-0.5591895347326464,5.057705515636874,FALSE,FALSE,TRUE,95%
Tachycineta thalassina,tachycineta thalassina,tachycineta_thalassina,-4.816594874323176,-0.6599703009979364,5.058750746220501,FALSE,FALSE,TRUE,95%
Ibidorhyncha struthersii,ibidorhyncha struthersii,ibidorhyncha_struthersii,-4.868582773270484,-0.054356022173474385,5.059709819834307,FALSE,FALSE,TRUE,95%
Batis poensis,batis poensis,batis_poensis,4.118619835896755,-1.2416995718685306,5.062346602038378,FALSE,FALSE,TRUE,95%
Acrocephalus paludicola,acrocephalus paludicola,acrocephalus_paludicola,-4.846053505818259,-0.44558518214831916,5.0672354519964475,FALSE,FALSE,TRUE,95%
Zosterops luteirostris,zosterops luteirostris,zosterops_luteirostris,4.158648174118268,-0.4707054310701563,5.078869605059295,FALSE,FALSE,TRUE,95%
Myiagra cervinicauda,myiagra cervinicauda,myiagra_cervinicauda,4.1518373776276665,-0.9580456201691387,5.0816349788649315,FALSE,FALSE,TRUE,95%
Ptilinopus eugeniae,ptilinopus eugeniae,ptilinopus_eugeniae,4.157338195962104,-0.9291499091047328,5.090202526748156,FALSE,FALSE,TRUE,95%
Lanius tephronotus,lanius tephronotus,lanius_tephronotus,-4.872047331573319,0.5187599438156139,5.092505846720898,FALSE,FALSE,TRUE,95%
Anas albogularis,anas albogularis,anas_albogularis,3.0102347235933027,2.84891351985394,5.101876249746379,FALSE,FALSE,TRUE,95%
Prunella immaculata,prunella immaculata,prunella_immaculata,-4.863206568514735,0.6752520841053937,5.102512497722001,FALSE,FALSE,TRUE,95%
Coccyzus erythropthalmus,coccyzus erythropthalmus,coccyzus_erythropthalmus,-4.854273159756017,-0.5197847455599989,5.103669371184017,FALSE,FALSE,TRUE,95%
Columba palumbus,columba palumbus,columba_palumbus,-4.844005528199454,-0.6112497785792009,5.105638627742729,FALSE,FALSE,TRUE,95%
Pycnonotus davisoni,pycnonotus davisoni,pycnonotus_davisoni,2.2155009475427896,3.697658297376841,5.10754012425835,FALSE,FALSE,TRUE,95%
Ceyx gentianus,ceyx gentianus,ceyx_gentianus,4.166370952879533,-0.9240096184258638,5.109789669436253,FALSE,FALSE,TRUE,95%
Rallina canningi,rallina canningi,rallina_canningi,3.0275139881361515,2.8370378652410957,5.116810107044536,FALSE,FALSE,TRUE,95%
Rhipidura tenebrosa,rhipidura tenebrosa,rhipidura_tenebrosa,4.171700398339023,-0.9547335373049429,5.125619271511172,FALSE,FALSE,TRUE,95%
Platalea leucorodia,platalea leucorodia,platalea_leucorodia,-4.900204566228295,0.26267383638365194,5.1283303123825545,FALSE,FALSE,TRUE,95%
Ninox obscura,ninox obscura,ninox_obscura,3.029156244902802,2.8463231505126676,5.132273973933219,FALSE,FALSE,TRUE,95%
Sporophila fringilloides,sporophila fringilloides,sporophila_fringilloides,4.127689309480153,-1.4221783545454008,5.1337841020618145,FALSE,FALSE,TRUE,95%
Edolisoma salomonis,edolisoma salomonis,edolisoma_salomonis,4.1759450536694365,-0.9552435613946298,5.135206490949955,FALSE,FALSE,TRUE,95%
