species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,mahalanobis_d2,inside_50_core,inside_80_core,inside_95_core,closest_core_level
Apalis argentea,apalis argentea,apalis_argentea,0.4395138608051779,-0.972361071657625,0.24507403512337644,TRUE,TRUE,TRUE,50%
Teretistris fernandinae,teretistris fernandinae,teretistris_fernandinae,0.5069986116247781,0.22052206701079746,0.24526273073703558,TRUE,TRUE,TRUE,50%
Asio abyssinicus,asio abyssinicus,asio_abyssinicus,-1.3491236448656259,-0.2676379120801936,0.2453730407416654,TRUE,TRUE,TRUE,50%
Ramphastos toco,ramphastos toco,ramphastos_toco,0.5862864146157516,0.013674516904072119,0.24564563320339283,TRUE,TRUE,TRUE,50%
Pseudastur occidentalis,pseudastur occidentalis,pseudastur_occidentalis,-0.01438817863053929,0.7618361538308149,0.24572322804579255,TRUE,TRUE,TRUE,50%
Scleroptila streptophora,scleroptila streptophora,scleroptila_streptophora,0.37251426351940886,-1.0602992133489106,0.24588178216832768,TRUE,TRUE,TRUE,50%
Chordeiles nacunda,chordeiles nacunda,chordeiles_nacunda,0.6319766080084793,-0.23438479177783805,0.24626795510026325,TRUE,TRUE,TRUE,50%
Spiloptila clamans,spiloptila clamans,spiloptila_clamans,-1.297009876982518,-0.5469561874534842,0.24653504222723466,TRUE,TRUE,TRUE,50%
Icterus jamacaii,icterus jamacaii,icterus_jamacaii,0.6364638775684054,-0.329632586626011,0.24661494728354477,TRUE,TRUE,TRUE,50%
Philemon diemenensis,philemon diemenensis,philemon_diemenensis,0.5442430458663735,0.14385898366729902,0.2468056591902314,TRUE,TRUE,TRUE,50%
Phyllastrephus fulviventris,phyllastrephus fulviventris,phyllastrephus_fulviventris,-0.6221759745338101,0.8444632363229728,0.24694554453814857,TRUE,TRUE,TRUE,50%
Melanerpes cactorum,melanerpes cactorum,melanerpes_cactorum,-1.3499267860342081,-0.03602870579549848,0.2472275477270462,TRUE,TRUE,TRUE,50%
Crithagra rufobrunnea,crithagra rufobrunnea,crithagra_rufobrunnea,0.376210729045235,0.44229263375634514,0.2477400410078045,TRUE,TRUE,TRUE,50%
Apalis chirindensis,apalis chirindensis,apalis_chirindensis,-0.6394644108314771,0.8429646363686747,0.2480240106539414,TRUE,TRUE,TRUE,50%
Notiomystis cincta,notiomystis cincta,notiomystis_cincta,-0.9249299972910191,-1.1211285846183923,0.24811858559171307,TRUE,TRUE,TRUE,50%
Eremopterix griseus,eremopterix griseus,eremopterix_griseus,-0.4287862081527713,0.8679212027935737,0.2482086978520212,TRUE,TRUE,TRUE,50%
Riparia paludicola,riparia paludicola,riparia_paludicola,-1.3489670360018393,-0.3306579526972859,0.24860968721643065,TRUE,TRUE,TRUE,50%
Zimmerius bolivianus,zimmerius bolivianus,zimmerius_bolivianus,-0.3591582400610818,0.8658201967041513,0.24864211715383486,TRUE,TRUE,TRUE,50%
Antrostomus badius,antrostomus badius,antrostomus_badius,0.5773827986268552,0.06378182228817375,0.24869894161054162,TRUE,TRUE,TRUE,50%
Megascops marshalli,megascops marshalli,megascops_marshalli,-0.6499797401860246,0.8421603812309939,0.2488000843040004,TRUE,TRUE,TRUE,50%
Trogon mexicanus,trogon mexicanus,trogon_mexicanus,-0.6208516091069055,0.8495904889179416,0.2490236027211275,TRUE,TRUE,TRUE,50%
Dendrocygna arcuata,dendrocygna arcuata,dendrocygna_arcuata,0.6415305029313523,-0.3009773105678014,0.2493206602737773,TRUE,TRUE,TRUE,50%
Colaptes campestris,colaptes campestris,colaptes_campestris,0.6300238350851423,-0.15699989461388836,0.24948568968193346,TRUE,TRUE,TRUE,50%
Illadopsis distans,illadopsis distans,illadopsis_distans,-0.7210665456777025,0.822515109821921,0.24955712025373608,TRUE,TRUE,TRUE,50%
Meleagris ocellata,meleagris ocellata,meleagris_ocellata,0.5590793731876427,0.12148571060395878,0.24966040122253125,TRUE,TRUE,TRUE,50%
Euplectes hordeaceus,euplectes hordeaceus,euplectes_hordeaceus,0.6427221818847579,-0.3497518255862775,0.24978596424234736,TRUE,TRUE,TRUE,50%
Myrmotherula grisea,myrmotherula grisea,myrmotherula_grisea,0.19784490241026695,0.6339919017921586,0.24990813443880744,TRUE,TRUE,TRUE,50%
Burhinus senegalensis,burhinus senegalensis,burhinus_senegalensis,0.5891178845444258,-0.6894728080735142,0.24991449702938798,TRUE,TRUE,TRUE,50%
Piranga roseogularis,piranga roseogularis,piranga_roseogularis,0.5703093082614209,0.09286965620887307,0.250028874556183,TRUE,TRUE,TRUE,50%
Hemitriccus spodiops,hemitriccus spodiops,hemitriccus_spodiops,-0.14879881457060543,0.8270463515363489,0.2502308464980564,TRUE,TRUE,TRUE,50%
Lybius guifsobalito,lybius guifsobalito,lybius_guifsobalito,0.5084563004995772,-0.882950762783238,0.2504613775384201,TRUE,TRUE,TRUE,50%
Laterallus levraudi,laterallus levraudi,laterallus_levraudi,0.6431261931578036,-0.2620481070137373,0.25090351268204686,TRUE,TRUE,TRUE,50%
Gallinago nobilis,gallinago nobilis,gallinago_nobilis,-1.365122408483543,-0.1563665369610102,0.2513263824417956,TRUE,TRUE,TRUE,50%
Cissomela pectoralis,cissomela pectoralis,cissomela_pectoralis,-0.020852399094678686,0.7785406392299027,0.2513993650201537,TRUE,TRUE,TRUE,50%
Myadestes occidentalis,myadestes occidentalis,myadestes_occidentalis,-0.9574791712459608,0.702334702804405,0.25162543121729203,TRUE,TRUE,TRUE,50%
Lanius schach,lanius schach,lanius_schach,-0.9978935352057754,0.6708237782228127,0.25171278462822605,TRUE,TRUE,TRUE,50%
Sheppardia gabela,sheppardia gabela,sheppardia_gabela,-0.6174146160466873,0.8572138034589786,0.2519990977600082,TRUE,TRUE,TRUE,50%
Myiophobus flavicans,myiophobus flavicans,myiophobus_flavicans,0.6427038688960169,-0.21952366673120555,0.2522430983695848,TRUE,TRUE,TRUE,50%
Arizelocichla chlorigula,arizelocichla chlorigula,arizelocichla_chlorigula,-0.991961533176913,0.6777682577165931,0.252429065723519,TRUE,TRUE,TRUE,50%
Gallinago undulata,gallinago undulata,gallinago_undulata,0.6162331551573755,-0.0492069973328484,0.2524418604704883,TRUE,TRUE,TRUE,50%
Paroaria dominicana,paroaria dominicana,paroaria_dominicana,0.6319271389855522,-0.533048566916874,0.2525269621443489,TRUE,TRUE,TRUE,50%
Ardeotis nigriceps,ardeotis nigriceps,ardeotis_nigriceps,-1.3106659324763033,0.20519956085460322,0.2530908683415597,TRUE,TRUE,TRUE,50%
Eumyias thalassinus,eumyias thalassinus,eumyias_thalassinus,0.1649917772062829,0.6689336612209817,0.2532570554407187,TRUE,TRUE,TRUE,50%
Haliastur sphenurus,haliastur sphenurus,haliastur_sphenurus,-1.3481887863617994,-0.39880749640487345,0.2535924478002768,TRUE,TRUE,TRUE,50%
Ortalis poliocephala,ortalis poliocephala,ortalis_poliocephala,-0.1359717046414732,0.8313234152112124,0.25395536883343794,TRUE,TRUE,TRUE,50%
Trichoglossus moluccanus,trichoglossus moluccanus,trichoglossus_moluccanus,-1.3706086397308443,-0.16082891704270197,0.25406150233106156,TRUE,TRUE,TRUE,50%
Hemiphaga novaeseelandiae,hemiphaga novaeseelandiae,hemiphaga_novaeseelandiae,-1.1514369943204568,-0.8862900955091435,0.25447674857783453,TRUE,TRUE,TRUE,50%
Merops nubicoides,merops nubicoides,merops_nubicoides,-1.1467893049728062,0.5246132518589796,0.254511275873393,TRUE,TRUE,TRUE,50%
Stephanoxis lalandi,stephanoxis lalandi,stephanoxis_lalandi,-0.23974296049148167,0.8615545896009301,0.25471208173795684,TRUE,TRUE,TRUE,50%
Leptopogon rufipectus,leptopogon rufipectus,leptopogon_rufipectus,0.6529303360005683,-0.40168337262246046,0.25578303571841887,TRUE,TRUE,TRUE,50%
Rallus wetmorei,rallus wetmorei,rallus_wetmorei,0.6548418073243111,-0.3265828575757868,0.2558066570758058,TRUE,TRUE,TRUE,50%
Coturnix coromandelica,coturnix coromandelica,coturnix_coromandelica,-0.4160867226325063,0.8849071919493361,0.2558928719135578,TRUE,TRUE,TRUE,50%
Caprimulgus prigoginei,caprimulgus prigoginei,caprimulgus_prigoginei,0.4053478156392114,-1.0559418423497322,0.25598850346653584,TRUE,TRUE,TRUE,50%
Buteogallus gundlachii,buteogallus gundlachii,buteogallus_gundlachii,0.5302498138477815,0.22152414523542022,0.25604795369993716,TRUE,TRUE,TRUE,50%
Cacicus chrysonotus,cacicus chrysonotus,cacicus_chrysonotus,-0.5531901207890696,0.8778245002663788,0.256172226447296,TRUE,TRUE,TRUE,50%
Heliodoxa leadbeateri,heliodoxa leadbeateri,heliodoxa_leadbeateri,0.6103059449910748,0.005328403609765824,0.25622390344101437,TRUE,TRUE,TRUE,50%
Myiagra nana,myiagra nana,myiagra_nana,0.04519637867557439,0.7560520874884428,0.25647120476466617,TRUE,TRUE,TRUE,50%
Sarothrura boehmi,sarothrura boehmi,sarothrura_boehmi,-0.8422158144263512,0.7875427898660121,0.25664053378121793,TRUE,TRUE,TRUE,50%
Melanoptila glabrirostris,melanoptila glabrirostris,melanoptila_glabrirostris,0.5833892979429754,0.09723401910648984,0.25703588904204633,TRUE,TRUE,TRUE,50%
Petrochelidon fluvicola,petrochelidon fluvicola,petrochelidon_fluvicola,-0.7375398513125525,0.8351363536834172,0.2573025178032727,TRUE,TRUE,TRUE,50%
Phylloscopus laurae,phylloscopus laurae,phylloscopus_laurae,-0.4556788516590153,0.8881184919224047,0.25736876269001696,TRUE,TRUE,TRUE,50%
Myrmotherula urosticta,myrmotherula urosticta,myrmotherula_urosticta,0.64405974616601,-0.5194070888439081,0.25740428919914093,TRUE,TRUE,TRUE,50%
Scytalopus atratus,scytalopus atratus,scytalopus_atratus,0.6575488720948087,-0.2948330505235605,0.2574600791006185,TRUE,TRUE,TRUE,50%
Spinus yarrellii,spinus yarrellii,spinus_yarrellii,0.641525254965648,-0.5373358893527603,0.2575656283294264,TRUE,TRUE,TRUE,50%
Euplectes macroura,euplectes macroura,euplectes_macroura,0.6492868960761059,-0.48532268490624847,0.25767211271185747,TRUE,TRUE,TRUE,50%
Mandingoa nitidula,mandingoa nitidula,mandingoa_nitidula,0.6588410396148375,-0.31422442429336556,0.2578922077869003,TRUE,TRUE,TRUE,50%
Cisticola guinea,cisticola guinea,cisticola_guinea,0.5547546217051855,0.1785416884818826,0.2584583231047351,TRUE,TRUE,TRUE,50%
Colluricincla woodwardi,colluricincla woodwardi,colluricincla_woodwardi,0.002793291876180541,0.7835379894455555,0.2584637622559303,TRUE,TRUE,TRUE,50%
Sporophila hypochroma,sporophila hypochroma,sporophila_hypochroma,-1.378686115407001,-0.20711201827176495,0.2584837528226992,TRUE,TRUE,TRUE,50%
Cacicus uropygialis,cacicus uropygialis,cacicus_uropygialis,0.6551272325622249,-0.44871512049381146,0.2586187548465911,TRUE,TRUE,TRUE,50%
Vireo brevipennis,vireo brevipennis,vireo_brevipennis,-0.9807732943836702,0.7045260113859103,0.25878067758638884,TRUE,TRUE,TRUE,50%
Motacilla maderaspatensis,motacilla maderaspatensis,motacilla_maderaspatensis,-0.4499365092298661,0.8917479999446007,0.2589594665690594,TRUE,TRUE,TRUE,50%
Dubusia castaneoventris,dubusia castaneoventris,dubusia_castaneoventris,-0.8024638313170336,0.812789341272744,0.25903261350635975,TRUE,TRUE,TRUE,50%
Ploceus taeniopterus,ploceus taeniopterus,ploceus_taeniopterus,0.4837600551194734,-0.9608606436336321,0.2592022989643458,TRUE,TRUE,TRUE,50%
Streptoprocne semicollaris,streptoprocne semicollaris,streptoprocne_semicollaris,-1.0152814339368479,0.6796474279253472,0.2598791088941393,TRUE,TRUE,TRUE,50%
Silvicultrix pulchella,silvicultrix pulchella,silvicultrix_pulchella,-1.1015422970256057,0.597147455080182,0.26009907696898993,TRUE,TRUE,TRUE,50%
Ciconia microscelis,ciconia microscelis,ciconia_microscelis,0.6635544489362163,-0.35850249573207527,0.2603339920309863,TRUE,TRUE,TRUE,50%
Pipreola lubomirskii,pipreola lubomirskii,pipreola_lubomirskii,0.568677477505077,-0.806323991524339,0.2603424947221929,TRUE,TRUE,TRUE,50%
Patagioenas araucana,patagioenas araucana,patagioenas_araucana,-0.7891543749490967,-1.2514585703904069,0.2611362042183826,TRUE,TRUE,TRUE,50%
Callaeas wilsoni,callaeas wilsoni,callaeas_wilsoni,-0.9569349686783144,-1.1289234373971029,0.2612224914911752,TRUE,TRUE,TRUE,50%
Grallaricula nana,grallaricula nana,grallaricula_nana,0.6656050294351035,-0.36800542028738287,0.261487976994904,TRUE,TRUE,TRUE,50%
Anabacerthia striaticollis,anabacerthia striaticollis,anabacerthia_striaticollis,0.5934906793476831,0.09565929674534362,0.2616709882325823,TRUE,TRUE,TRUE,50%
Laniarius amboimensis,laniarius amboimensis,laniarius_amboimensis,-0.5773948576804152,0.8869473101779011,0.26182332158384475,TRUE,TRUE,TRUE,50%
Asthenes moreirae,asthenes moreirae,asthenes_moreirae,-0.22043629154339636,0.8737296921782156,0.26216371798356164,TRUE,TRUE,TRUE,50%
Sheppardia bocagei,sheppardia bocagei,sheppardia_bocagei,-0.5500402316311308,0.8919221046807518,0.2622923652582004,TRUE,TRUE,TRUE,50%
Mycteria leucocephala,mycteria leucocephala,mycteria_leucocephala,-0.3101647875875002,0.8908937720824613,0.26240356037751333,TRUE,TRUE,TRUE,50%
Knipolegus franciscanus,knipolegus franciscanus,knipolegus_franciscanus,0.09078995997367267,0.7433028523666311,0.26244628915031504,TRUE,TRUE,TRUE,50%
Myopornis boehmi,myopornis boehmi,myopornis_boehmi,-0.7516436397261214,0.8422787276561793,0.2625268980822817,TRUE,TRUE,TRUE,50%
Tyrannus dominicensis,tyrannus dominicensis,tyrannus_dominicensis,0.6681927230298963,-0.334020227263702,0.2625756982021744,TRUE,TRUE,TRUE,50%
Xanthomixis apperti,xanthomixis apperti,xanthomixis_apperti,-0.9825254463634335,0.7139445124382756,0.26268687130513857,TRUE,TRUE,TRUE,50%
Pyrocephalus rubinus,pyrocephalus rubinus,pyrocephalus_rubinus,-1.3828275672491483,-0.28064152243520096,0.26291568481009564,TRUE,TRUE,TRUE,50%
Pogonotriccus ophthalmicus,pogonotriccus ophthalmicus,pogonotriccus_ophthalmicus,0.626818605698364,-0.006152943490435167,0.2629198823270571,TRUE,TRUE,TRUE,50%
Cisticola brachypterus,cisticola brachypterus,cisticola_brachypterus,0.6696406149005433,-0.3373236690681315,0.26331793845900375,TRUE,TRUE,TRUE,50%
Melionyx princeps,melionyx princeps,melionyx_princeps,0.45773994938990764,0.38240593961279645,0.26378786309825997,TRUE,TRUE,TRUE,50%
Phaethornis subochraceus,phaethornis subochraceus,phaethornis_subochraceus,0.3598258655786128,0.5138049294867307,0.2639044687830787,TRUE,TRUE,TRUE,50%
Eudromia formosa,eudromia formosa,eudromia_formosa,-1.3888533521832938,-0.10959738163721967,0.2639081147559095,TRUE,TRUE,TRUE,50%
Diglossa baritula,diglossa baritula,diglossa_baritula,-0.6483291820953563,0.8783821679868159,0.2643473263372293,TRUE,TRUE,TRUE,50%
Pogonornis rolleti,pogonornis rolleti,pogonornis_rolleti,0.6105625778433121,-0.7197928358115182,0.26443770124840016,TRUE,TRUE,TRUE,50%
Chrysococcyx cupreus,chrysococcyx cupreus,chrysococcyx_cupreus,0.6718084696391315,-0.3460058391616637,0.26445333781803193,TRUE,TRUE,TRUE,50%
Dendropicos goertae,dendropicos goertae,dendropicos_goertae,0.6170301932750765,-0.699882336690033,0.2644588278744053,TRUE,TRUE,TRUE,50%
Ortalis vetula,ortalis vetula,ortalis_vetula,0.43287739396753694,0.42291131459789033,0.26488586298754374,TRUE,TRUE,TRUE,50%
Pachyramphus albogriseus,pachyramphus albogriseus,pachyramphus_albogriseus,0.5825898190555331,0.1438082237889489,0.2649856899605433,TRUE,TRUE,TRUE,50%
Grallaria erythroleuca,grallaria erythroleuca,grallaria_erythroleuca,-0.6013061055169533,0.8900944493962996,0.26507940441912536,TRUE,TRUE,TRUE,50%
Vidua purpurascens,vidua purpurascens,vidua_purpurascens,-1.3247369765302692,0.24067894675768428,0.2651882897437275,TRUE,TRUE,TRUE,50%
Cyanocorax dickeyi,cyanocorax dickeyi,cyanocorax_dickeyi,-0.8964720842842926,0.7793734342749976,0.265378765873312,TRUE,TRUE,TRUE,50%
Streptopelia xanthocycla,streptopelia xanthocycla,streptopelia_xanthocycla,-0.15616471768337573,0.8634932702288429,0.2654043211259738,TRUE,TRUE,TRUE,50%
Melozone albicollis,melozone albicollis,melozone_albicollis,-1.0312282473682897,0.6820989873320019,0.2655376577429793,TRUE,TRUE,TRUE,50%
Melanerpes chrysogenys,melanerpes chrysogenys,melanerpes_chrysogenys,0.0025340395691227195,0.8003118803631777,0.26559264312091013,TRUE,TRUE,TRUE,50%
Podica senegalensis,podica senegalensis,podica_senegalensis,0.6734486800226462,-0.398447119532129,0.26608487492853533,TRUE,TRUE,TRUE,50%
Lonchura montana,lonchura montana,lonchura_montana,0.6573284628179086,-0.11833761558583503,0.26628490169401425,TRUE,TRUE,TRUE,50%
Ceblepyris graueri,ceblepyris graueri,ceblepyris_graueri,0.5120951730686046,-0.9435606090417095,0.2663170744649037,TRUE,TRUE,TRUE,50%
Penelope argyrotis,penelope argyrotis,penelope_argyrotis,0.6312654536091074,0.0031783596129286757,0.2663828556815875,TRUE,TRUE,TRUE,50%
Columba leucomela,columba leucomela,columba_leucomela,-1.391272527236736,-0.06687257360703469,0.2664400071432412,TRUE,TRUE,TRUE,50%
Geothlypis beldingi,geothlypis beldingi,geothlypis_beldingi,-1.2551486819895254,-0.7551738139242969,0.2665554836632117,TRUE,TRUE,TRUE,50%
Psarocolius atrovirens,psarocolius atrovirens,psarocolius_atrovirens,-0.11883043308691696,0.8543747035708475,0.2668067379403732,TRUE,TRUE,TRUE,50%
Cyanocorax yucatanicus,cyanocorax yucatanicus,cyanocorax_yucatanicus,0.60528868920618,0.09179694072850302,0.26680791045453056,TRUE,TRUE,TRUE,50%
Myiophobus fasciatus,myiophobus fasciatus,myiophobus_fasciatus,0.6625096787357381,-0.14430266029465982,0.26684704185300795,TRUE,TRUE,TRUE,50%
Cardellina rubra,cardellina rubra,cardellina_rubra,-0.8312576074675788,0.8207724007115201,0.2678833611587328,TRUE,TRUE,TRUE,50%
Formicarius rufipectus,formicarius rufipectus,formicarius_rufipectus,0.6347048956357849,0.001908259034932125,0.26794839198264103,TRUE,TRUE,TRUE,50%
Zentrygon linearis,zentrygon linearis,zentrygon_linearis,0.6523428119271588,-0.07375865296657101,0.267955680625222,TRUE,TRUE,TRUE,50%
Petroica bivittata,petroica bivittata,petroica_bivittata,0.6578194036523813,-0.10015620497739439,0.26816522716290686,TRUE,TRUE,TRUE,50%
Clibanornis rectirostris,clibanornis rectirostris,clibanornis_rectirostris,0.013817589414860323,0.8008337729847611,0.2682833414358303,TRUE,TRUE,TRUE,50%
Cinnyris talatala,cinnyris talatala,cinnyris_talatala,-1.325805454463249,0.2591736849923856,0.26878917682375736,TRUE,TRUE,TRUE,50%
Leptotila jamaicensis,leptotila jamaicensis,leptotila_jamaicensis,0.5946063293229876,0.13333710382576974,0.2688830787509117,TRUE,TRUE,TRUE,50%
Terpsiphone paradisi,terpsiphone paradisi,terpsiphone_paradisi,-0.5595481204263291,0.9058336970885316,0.26915751900335494,TRUE,TRUE,TRUE,50%
Ploceus bertrandi,ploceus bertrandi,ploceus_bertrandi,-0.8605413931467881,0.8093019281159199,0.2692748291998939,TRUE,TRUE,TRUE,50%
Myiothlypis signata,myiothlypis signata,myiothlypis_signata,-0.929195718143052,0.7690833183256581,0.2692985205549203,TRUE,TRUE,TRUE,50%
Nomonyx dominicus,nomonyx dominicus,nomonyx_dominicus,0.6673881464027083,-0.14285390793316638,0.26947264965377293,TRUE,TRUE,TRUE,50%
Cisticola rufus,cisticola rufus,cisticola_rufus,0.6756928105621476,-0.20374009038468052,0.26985190451854824,TRUE,TRUE,TRUE,50%
Paludipasser locustella,paludipasser locustella,paludipasser_locustella,-0.7268089847653406,0.8687515650013137,0.27008415886289877,TRUE,TRUE,TRUE,50%
Xiphorhynchus triangularis,xiphorhynchus triangularis,xiphorhynchus_triangularis,0.6691034236274966,-0.14366636543063177,0.27029790364656586,TRUE,TRUE,TRUE,50%
Turdoides leucocephala,turdoides leucocephala,turdoides_leucocephala,0.468669283889856,-1.0254575363352616,0.2707021332505867,TRUE,TRUE,TRUE,50%
Eupherusa cyanophrys,eupherusa cyanophrys,eupherusa_cyanophrys,-0.2637299943462102,0.9015524875383762,0.2707535792285988,TRUE,TRUE,TRUE,50%
Eupetomena macroura,eupetomena macroura,eupetomena_macroura,0.6653803683161678,-0.113533051728053,0.2708474975000652,TRUE,TRUE,TRUE,50%
Trichoglossus chlorolepidotus,trichoglossus chlorolepidotus,trichoglossus_chlorolepidotus,-1.4034048784107152,-0.10549251489959485,0.27147140177053175,TRUE,TRUE,TRUE,50%
Muscicapa aquatica,muscicapa aquatica,muscicapa_aquatica,0.6864107145907097,-0.3514703751006821,0.27201691591369365,TRUE,TRUE,TRUE,50%
Grallaria quitensis,grallaria quitensis,grallaria_quitensis,-1.404875504160651,-0.21407632706199534,0.27209148733396665,TRUE,TRUE,TRUE,50%
Melaniparus niger,melaniparus niger,melaniparus_niger,-1.3445352123378669,0.22633737272826054,0.27221430642144323,TRUE,TRUE,TRUE,50%
Lonchura flaviprymna,lonchura flaviprymna,lonchura_flaviprymna,0.09537615257746805,0.76560431903289,0.2729206693178262,TRUE,TRUE,TRUE,50%
Apalis jacksoni,apalis jacksoni,apalis_jacksoni,0.5719837878348587,-0.8613096403537006,0.2729811992438935,TRUE,TRUE,TRUE,50%
Crithagra reichardi,crithagra reichardi,crithagra_reichardi,-0.713912851520388,0.880004025465876,0.27315924699473126,TRUE,TRUE,TRUE,50%
Atlapetes rufinucha,atlapetes rufinucha,atlapetes_rufinucha,-0.6819553241422118,0.8896183986036762,0.2732039475031869,TRUE,TRUE,TRUE,50%
Chamaepetes goudotii,chamaepetes goudotii,chamaepetes_goudotii,0.6500898084053748,-0.017759032870557783,0.2732278920362898,TRUE,TRUE,TRUE,50%
Anthus lineiventris,anthus lineiventris,anthus_lineiventris,-1.2747122505163617,0.3970181333255352,0.27328799996235686,TRUE,TRUE,TRUE,50%
Psittacara erythrogenys,psittacara erythrogenys,psittacara_erythrogenys,0.2732551653628667,0.6323272649503244,0.27391772215689986,TRUE,TRUE,TRUE,50%
Lepidocolaptes affinis,lepidocolaptes affinis,lepidocolaptes_affinis,-0.12690919019023525,0.8732367599295444,0.27409719455471304,TRUE,TRUE,TRUE,50%
Turnix castanotus,turnix castanotus,turnix_castanotus,0.07293379893278218,0.7820650907530624,0.27416070503642087,TRUE,TRUE,TRUE,50%
Scytalopus perijanus,scytalopus perijanus,scytalopus_perijanus,-0.6438766084168754,0.9019113747004007,0.27437581514263626,TRUE,TRUE,TRUE,50%
Andigena laminirostris,andigena laminirostris,andigena_laminirostris,0.6611040538764549,-0.0556473203463144,0.27440412036802503,TRUE,TRUE,TRUE,50%
Apteryx mantelli,apteryx mantelli,apteryx_mantelli,-1.0099411624484749,-1.1169028174095654,0.27483178799413266,TRUE,TRUE,TRUE,50%
Thamnophilus aroyae,thamnophilus aroyae,thamnophilus_aroyae,0.09653094884477409,0.7717631163209742,0.2758221318047065,TRUE,TRUE,TRUE,50%
Cinnyris erythrocercus,cinnyris erythrocercus,cinnyris_erythrocercus,0.5154188966080376,-0.9772878215757369,0.27630939674911725,TRUE,TRUE,TRUE,50%
Myiotheretes fuscorufus,myiotheretes fuscorufus,myiotheretes_fuscorufus,-0.8095959993067241,0.8513315246358185,0.2764683180657465,TRUE,TRUE,TRUE,50%
Ploceus spekeoides,ploceus spekeoides,ploceus_spekeoides,0.4424700255621111,-1.0795853965831186,0.2766517040903641,TRUE,TRUE,TRUE,50%
Microspingus lateralis,microspingus lateralis,microspingus_lateralis,-0.33266092262655605,0.924392897350693,0.27665569547818936,TRUE,TRUE,TRUE,50%
Tangara chrysotis,tangara chrysotis,tangara_chrysotis,0.6127577687730216,0.12700158923283256,0.2766874903728449,TRUE,TRUE,TRUE,50%
Phalacrocorax fuscicollis,phalacrocorax fuscicollis,phalacrocorax_fuscicollis,0.23513434390158142,0.6733123854316064,0.276702497540248,TRUE,TRUE,TRUE,50%
Oenanthe fusca,oenanthe fusca,oenanthe_fusca,-0.8818034285827228,0.8166695016512381,0.27697152858486357,TRUE,TRUE,TRUE,50%
Chalcostigma herrani,chalcostigma herrani,chalcostigma_herrani,-1.415400564508809,-0.15555020237017855,0.27707570732113507,TRUE,TRUE,TRUE,50%
Scytalopus micropterus,scytalopus micropterus,scytalopus_micropterus,0.6366683961593017,-0.7214250990618242,0.2771163460017946,TRUE,TRUE,TRUE,50%
Pharomachrus auriceps,pharomachrus auriceps,pharomachrus_auriceps,0.6403487001849413,0.04655479231416245,0.2771646978154353,TRUE,TRUE,TRUE,50%
Donacospiza albifrons,donacospiza albifrons,donacospiza_albifrons,-1.39914109008474,-0.3714662245673477,0.2772466329557833,TRUE,TRUE,TRUE,50%
Neochmia temporalis,neochmia temporalis,neochmia_temporalis,-1.415199083280311,-0.11656292882151781,0.27737720444412917,TRUE,TRUE,TRUE,50%
Chalcophaps longirostris,chalcophaps longirostris,chalcophaps_longirostris,0.3803466099307584,0.5303860210336717,0.27742552989169,TRUE,TRUE,TRUE,50%
Apteryx owenii,apteryx owenii,apteryx_owenii,-1.0214007492378605,-1.113632999020799,0.27771403624252516,TRUE,TRUE,TRUE,50%
Pericrocotus albifrons,pericrocotus albifrons,pericrocotus_albifrons,-0.12369723568105678,0.8810011414520796,0.2781502053500872,TRUE,TRUE,TRUE,50%
Aburria aburri,aburria aburri,aburria_aburri,0.6669341099425717,-0.048012915447989794,0.27828579758199956,TRUE,TRUE,TRUE,50%
Anas poecilorhyncha,anas poecilorhyncha,anas_poecilorhyncha,-0.2794118530907214,0.9215004473843115,0.27878056835119946,TRUE,TRUE,TRUE,50%
Charitospiza eucosma,charitospiza eucosma,charitospiza_eucosma,0.6794035527315702,-0.10584494631889385,0.27883683872695875,TRUE,TRUE,TRUE,50%
Agapornis nigrigenis,agapornis nigrigenis,agapornis_nigrigenis,-1.3488609916860534,0.2543030999094795,0.2788431551289136,TRUE,TRUE,TRUE,50%
Myiothlypis bivittata,myiothlypis bivittata,myiothlypis_bivittata,0.01425087668403588,0.8250195065164583,0.2789510885539029,TRUE,TRUE,TRUE,50%
Sylvia atriceps,sylvia atriceps,sylvia_atriceps,0.5083227474146963,-0.9987494747694085,0.2791141803802748,TRUE,TRUE,TRUE,50%
Atrichornis clamosus,atrichornis clamosus,atrichornis_clamosus,-1.066363927795036,-1.0716186664239549,0.2792260346210321,TRUE,TRUE,TRUE,50%
Patagioenas leucocephala,patagioenas leucocephala,patagioenas_leucocephala,0.6246046373697348,0.10847194257761364,0.27930625075081994,TRUE,TRUE,TRUE,50%
Formicivora serrana,formicivora serrana,formicivora_serrana,-0.21285883692644766,0.9092945477267561,0.27938286607054114,TRUE,TRUE,TRUE,50%
Cyanocompsa parellina,cyanocompsa parellina,cyanocompsa_parellina,0.3775773249596276,0.5398678297891114,0.27953686563870983,TRUE,TRUE,TRUE,50%
Cisticola fulvicapilla,cisticola fulvicapilla,cisticola_fulvicapilla,-1.3423102319286595,0.27650751463310036,0.2795736593371211,TRUE,TRUE,TRUE,50%
Pipreola frontalis,pipreola frontalis,pipreola_frontalis,0.10906129215187248,0.7728844083254562,0.2796159352927121,TRUE,TRUE,TRUE,50%
Drymophila genei,drymophila genei,drymophila_genei,-0.3858087432239469,0.9358155219630448,0.27996454577143814,TRUE,TRUE,TRUE,50%
