tree_tip_label_raw
Camarhynchus_pallidus
Camarhynchus_psittacula
Camarhynchus_parvulus
Camarhynchus_pauper
Camarhynchus_heliobates
Pinaroloxias_inornata
Geospiza_acutirostris
Geospiza_fortis
Geospiza_propinqua
Geospiza_scandens
Geospiza_conirostris
Geospiza_magnirostris
Geospiza_difficilis
Geospiza_septentrionalis
Geospiza_fuliginosa
Platyspiza_crassirostris
Certhidea_olivacea
Certhidea_fusca
Asemospiza_fuliginosa
Asemospiza_obscura
Melanospiza_bicolor
Melanospiza_richardsoni
Phonipara_canora
Loxigilla_barbadensis
Loxigilla_noctis
Loxipasser_anoxanthus
Melopyrrha_nigra
Melopyrrha_taylori
Melopyrrha_violacea
Melopyrrha_grandis
Melopyrrha_portoricensis
Euneornis_campestris
Tiaris_olivaceus
Coereba_flaveola
Tangara_florida
Tangara_icterocephala
Tangara_arthus
Tangara_johannae
Tangara_schrankii
Tangara_parzudakii
Tangara_xanthocephala
Tangara_chrysotis
Tangara_brasiliensis
Tangara_mexicana
Tangara_inornata
Tangara_callophrys
Tangara_velia
Tangara_chilensis
Tangara_cyanoventris
Tangara_desmaresti
Tangara_cyanocephala
Tangara_fastuosa
Tangara_seledon
Tangara_gyrola
Tangara_lavinia
Tangara_dowii
Tangara_fucosa
Tangara_nigroviridis
Tangara_vassorii
Tangara_labradorides
Tangara_rufigenis
Tangara_cyanotis
Stilpnia_cayana
Stilpnia_cucullata
Stilpnia_vitriolina
Stilpnia_meyerdeschauenseei
Stilpnia_peruviana
Stilpnia_preciosa
Stilpnia_cyanoptera
Stilpnia_whitelyi
Stilpnia_viridicollis
Stilpnia_heinei
Stilpnia_phillipsi
Stilpnia_argyrofenges
Stilpnia_cyanicollis
Stilpnia_nigrocincta
Stilpnia_larvata
Poecilostreptus_cabanisi
Poecilostreptus_palmeri
Thraupis_ornata
Thraupis_palmarum
Thraupis_abbas
Thraupis_cyanoptera
Thraupis_glaucocolpa
Thraupis_episcopus
Thraupis_sayaca
Chalcothraupis_ruficervix
Ixothraupis_guttata
Ixothraupis_xanthogastra
Ixothraupis_rufigula
Ixothraupis_punctata
Ixothraupis_varia
Bangsia_aureocincta
Bangsia_edwardsi
Bangsia_melanochlamys
Bangsia_rothschildi
Bangsia_arcaei
Bangsia_flavovirens
Wetmorethraupis_sterrhopteron
Paroaria_gularis
Paroaria_nigrogenis
Paroaria_capitata
Paroaria_baeri
Paroaria_coronata
Paroaria_dominicana
Diuca_diuca
Gubernatrix_cristata
Neothraupis_fasciata
Lophospingus_griseocristatus
Lophospingus_pusillus
Schistochlamys_melanopis
Schistochlamys_ruficapillus
Cissopis_leverianus
Stephanophorus_diadematus
Chlorochrysa_calliparaea
Chlorochrysa_nitidissima
Chlorochrysa_phoenicotis
Anisognathus_igniventris
Anisognathus_lacrymosus
Anisognathus_melanogenys
Anisognathus_notabilis
Anisognathus_somptuosus
Cnemathraupis_aureodorsalis
Cnemathraupis_eximia
Chlorornis_riefferii
Buthraupis_montana
Tephrophilus_wetmorei
Sporathraupis_cyanocephala
Dubusia_carrikeri
Dubusia_taeniata
Dubusia_stictocephala
Dubusia_castaneoventris
Pseudosaltator_rufiventris
Pipraeidea_melanonota
Rauenia_bonariensis
Iridosornis_reinhardti
Iridosornis_rufivertex
Iridosornis_jelskii
Iridosornis_analis
Iridosornis_porphyrocephalus
Calochaetes_coccineus
Orchesticus_abeillei
Parkerthraustes_humeralis
Incaspiza_laeta
Incaspiza_ortizi
Incaspiza_watkinsi
Incaspiza_personata
Incaspiza_pulchra
Rhopospina_alaudina
Rhopospina_caerulescens
Rhopospina_carbonaria
Rhopospina_fruticeti
Catamblyrhynchus_diadema
Sporophila_iberaensis
Sporophila_palustris
Sporophila_ruficollis
Sporophila_hypoxantha
Sporophila_bouvreuil
Sporophila_pileata
Sporophila_hypochroma
Sporophila_melanogaster
Sporophila_nigrorufa
Sporophila_cinnamomea
Sporophila_minuta
Sporophila_castaneiventris
Sporophila_simplex
Sporophila_telasco
Sporophila_peruviana
Sporophila_leucoptera
Sporophila_ardesiaca
Sporophila_morelleti
Sporophila_nigricollis
Sporophila_caerulescens
Sporophila_luctuosa
Sporophila_fringilloides
Sporophila_frontalis
Sporophila_albogularis
Sporophila_collaris
Sporophila_beltoni
Sporophila_plumbea
Sporophila_falcirostris
Sporophila_schistacea
Sporophila_angolensis
Sporophila_funerea
Sporophila_torqueola
Sporophila_corvina
Sporophila_intermedia
Sporophila_atrirostris
Sporophila_crassirostris
Sporophila_maximiliani
Sporophila_nuttingi
Sporophila_americana
Sporophila_bouvronides
Sporophila_lineola
Dacnis_lineata
Dacnis_viguieri
Dacnis_hartlaubi
Dacnis_cayana
Dacnis_flaviventer
Dacnis_albiventris
Dacnis_nigripes
Dacnis_venusta
Dacnis_berlepschi
Tersina_viridis
Cyanerpes_caeruleus
Cyanerpes_cyaneus
Cyanerpes_lucidus
Cyanerpes_nitidus
Diglossa_gloriosa
Diglossa_humeralis
Diglossa_brunneiventris
Diglossa_carbonaria
Diglossa_albilatera
Diglossa_venezuelensis
Diglossa_duidae
Diglossa_major
Diglossa_gloriosissima
Diglossa_lafresnayii
Diglossa_mystacalis
Diglossa_baritula
Diglossa_plumbea
Diglossa_sittoides
Diglossa_indigotica
Diglossa_caerulescens
Diglossa_cyanea
Diglossa_glauca
Catamenia_homochroa
Catamenia_inornata
Catamenia_analis
Acanthidops_bairdi
Haplospiza_rustica
Geospizopsis_plebejus
Geospizopsis_unicolor
Haplospiza_unicolor
Idiopsar_brachyurus
Idiopsar_speculifer
Idiopsar_dorsalis
Idiopsar_erythronotus
Xenodacnis_parina
Sicalis_lutea
Sicalis_raimondii
Sicalis_auriventris
Sicalis_olivascens
Sicalis_lebruni
Sicalis_mendozae
Sicalis_luteocephala
Sicalis_uropygialis
Sicalis_taczanowskii
Sicalis_columbiana
Sicalis_luteola
Sicalis_flaveola
Melanodera_melanodera
Melanodera_xanthogramma
Rowettia_goughensis
Nesospiza_questi
Nesospiza_wilkinsi
Nesospiza_acunhae
Phrygilus_atriceps
Phrygilus_punensis
Phrygilus_gayi
Phrygilus_patagonicus
Sicalis_citrina
Conirostrum_cinereum
Conirostrum_rufum
Conirostrum_tamarugense
Conirostrum_ferrugineiventre
Conirostrum_sitticolor
Conirostrum_binghami
Conirostrum_albifrons
Conirostrum_leucogenys
Conirostrum_speciosum
Conirostrum_bicolor
Conirostrum_margaritae
Charitospiza_eucosma
Microspingus_cinereus
Microspingus_melanoleucus
Microspingus_torquatus
Microspingus_trifasciatus
Microspingus_alticola
Microspingus_erythrophrys
Microspingus_cabanisi
Microspingus_lateralis
Nephelornis_oneilli
Urothraupis_stolzmanni
Cypsnagra_hirundinacea
Donacospiza_albifrons
Poospizopsis_caesar
Poospizopsis_hypochondria
Castanozoster_thoracicus
Thlypopsis_ornata
Thlypopsis_pectoralis
Thlypopsis_superciliaris
Thlypopsis_ruficeps
Thlypopsis_pyrrhocoma
Thlypopsis_inornata
Thlypopsis_sordida
Thlypopsis_fulviceps
Sphenopsis_frontalis
Sphenopsis_melanotis
Kleinothraupis_atropileus
Kleinothraupis_reyi
Kleinothraupis_calophrys
Kleinothraupis_parodii
Poospiza_baeri
Poospiza_garleppi
Poospiza_goeringi
Poospiza_rufosuperciliaris
Poospiza_rubecula
Poospiza_hispaniolensis
Poospiza_boliviana
Poospiza_ornata
Poospiza_nigrorufa
Poospiza_whitii
Cnemoscopus_rubrirostris
Pseudospingus_verticalis
Pseudospingus_xanthophthalmus
Piezorina_cinerea
Xenospingus_concolor
Saltator_aurantiirostris
Saltator_maxillosus
Saltator_cinctus
Saltator_fuliginosus
Saltator_grossus
Saltator_nigriceps
Saltator_atriceps
Saltator_atripennis
Saltator_maximus
Saltator_coerulescens
Saltator_olivascens
Saltator_grandis
Saltator_albicollis
Saltator_striatipectus
Saltator_similis
Saltator_orenocensis
Saltatricula_atricollis
Saltatricula_multicolor
Emberizoides_duidae
Emberizoides_herbicola
Emberizoides_ypiranganus
Embernagra_longicauda
Embernagra_platensis
Coryphaspiza_melanotis
Lanio_aurantius
Lanio_leucothorax
Lanio_fulvus
Lanio_versicolor
Rhodospingus_cruentus
Tachyphonus_delatrii
Tachyphonus_surinamus
Coryphospingus_cucullatus
Coryphospingus_pileatus
Ramphocelus_carbo
Ramphocelus_melanogaster
Ramphocelus_dimidiatus
Ramphocelus_nigrogularis
Ramphocelus_flammigerus
Ramphocelus_passerinii
Ramphocelus_sanguinolentus
Tachyphonus_coronatus
Tachyphonus_rufus
Tachyphonus_phoenicius
Eucometis_penicillata
Heliothraupis_oneilli
Trichothraupis_melanops
Loriotus_luctuosus
Loriotus_rufiventer
Loriotus_cristatus
Conothraupis_mesoleuca
Conothraupis_speculigera
Volatinia_jacarina
Creurgops_dentatus
Creurgops_verticalis
Hemithraupis_guira
Hemithraupis_ruficapilla
Hemithraupis_flavicollis
Heterospingus_rubrifrons
Heterospingus_xanthopygius
Chrysothlypis_chrysomelas
Chrysothlypis_salmoni
Chlorophanes_spiza
Iridophanes_pulcherrimus
Compsothraupis_loricata
Sericossypha_albocristata
Nemosia_pileata
Nemosia_rourei
Cyanicterus_cyanicterus
Lamprospiza_melanoleuca
Orthogonys_chloricterus
Mitrospingus_cassinii
Mitrospingus_oleagineus
Amaurospiza_aequatorialis
Amaurospiza_concolor
Amaurospiza_carrizalensis
Amaurospiza_moesta
Cyanoloxia_brissonii
Cyanoloxia_glaucocaerulea
Cyanoloxia_cyanoides
Cyanoloxia_rothschildii
Cyanocompsa_parellina
Passerina_ciris
Passerina_versicolor
Passerina_leclancherii
Passerina_rositae
Passerina_amoena
Passerina_caerulea
Passerina_cyanea
Spiza_americana
Granatellus_paraensis
Granatellus_pelzelni
Granatellus_sallaei
Granatellus_venustus
Piranga_bidentata
Piranga_ludoviciana
Piranga_olivacea
Piranga_flava
Piranga_rubra
Piranga_roseogularis
Piranga_leucoptera
Piranga_rubriceps
Piranga_erythrocephala
Cardinalis_phoeniceus
Cardinalis_sinuatus
Cardinalis_cardinalis
Caryothraustes_canadensis
Caryothraustes_poliogaster
Periporphyrus_celaeno
Periporphyrus_erythromelas
Chlorothraupis_carmioli
Chlorothraupis_frenata
Chlorothraupis_olivacea
Chlorothraupis_stolzmanni
Habia_rubica
Driophlox_atrimaxillaris
Driophlox_fuscicauda
Driophlox_cristata
Driophlox_gutturalis
Pheucticus_aureoventris
Pheucticus_chrysogaster
Pheucticus_chrysopeplus
Pheucticus_tibialis
Pheucticus_melanocephalus
Pheucticus_ludovicianus
Setophaga_chrysoparia
Setophaga_virens
Setophaga_occidentalis
Setophaga_townsendi
Setophaga_nigrescens
Setophaga_graciae
Setophaga_delicata
Setophaga_subita
Setophaga_adelaidae
Setophaga_discolor
Setophaga_vitellina
Setophaga_dominica
Setophaga_flavescens
Setophaga_pinus
Setophaga_pityophila
Setophaga_coronata
Setophaga_palmarum
Setophaga_tigrina
Setophaga_castanea
Setophaga_pensylvanica
Setophaga_striata
Setophaga_aestiva
Setophaga_petechia
Setophaga_fusca
Setophaga_cerulea
Setophaga_americana
Setophaga_pitiayumi
Setophaga_magnolia
Setophaga_caerulescens
Setophaga_citrina
Setophaga_ruticilla
Setophaga_kirtlandii
Setophaga_angelae
Setophaga_pharetra
Setophaga_plumbea
Catharopeza_bishopi
Myioborus_albifrons
Myioborus_ornatus
Myioborus_melanocephalus
Myioborus_flavivertex
Myioborus_brunniceps
Myioborus_albifacies
Myioborus_cardonai
Myioborus_castaneocapilla
Myioborus_pariae
Myioborus_torquatus
Myioborus_miniatus
Myioborus_pictus
Cardellina_rubra
Cardellina_versicolor
Cardellina_rubrifrons
Cardellina_canadensis
Cardellina_pusilla
Basileuterus_punctipectus
Basileuterus_trifasciatus
Basileuterus_melanotis
Basileuterus_tristriatus
Basileuterus_tacarcunae
Basileuterus_culicivorus
Basileuterus_ignotus
Basileuterus_melanogenys
Basileuterus_belli
Basileuterus_delattrii
Basileuterus_rufifrons
Myiothlypis_flaveola
Myiothlypis_leucoblephara
Myiothlypis_leucophrys
Myiothlypis_fulvicauda
Myiothlypis_rivularis
Myiothlypis_nigrocristata
Myiothlypis_signata
Myiothlypis_basilica
Myiothlypis_griseiceps
Myiothlypis_luteoviridis
Myiothlypis_chlorophrys
Myiothlypis_chrysogaster
Myiothlypis_bivittata
Myiothlypis_cinereicollis
Myiothlypis_conspicillata
Myiothlypis_coronata
Myiothlypis_fraseri
Mniotilta_varia
Vermivora_chrysoptera
Vermivora_cyanoptera
Vermivora_bachmanii
Geothlypis_beldingi
Geothlypis_flavovelata
Geothlypis_trichas
Geothlypis_rostrata
Geothlypis_nelsoni
Geothlypis_semiflava
Geothlypis_speciosa
Geothlypis_formosa
Geothlypis_aequinoctialis
Geothlypis_auricularis
Geothlypis_velata
Geothlypis_poliocephala
Geothlypis_philadelphia
Geothlypis_tolmiei
Leucopeza_semperi
Oporornis_agilis
Leiothlypis_luciae
Leiothlypis_virginiae
Leiothlypis_ruficapilla
Leiothlypis_crissalis
Leiothlypis_celata
Leiothlypis_peregrina
Oreothlypis_gutturalis
Oreothlypis_superciliosa
Limnothlypis_swainsonii
Protonotaria_citrea
Parkesia_motacilla
Parkesia_noveboracensis
Helmitheros_vermivorum
Seiurus_aurocapilla
Pseudoleistes_guirahuro
Pseudoleistes_virescens
Xanthopsar_flavus
Chrysomus_icterocephalus
Chrysomus_ruficapillus
Agelaioides_badius
Agelaioides_fringillarius
Oreopsar_bolivianus
Agelasticus_cyanopus
Agelasticus_xanthophthalmus
Agelasticus_thilius
Gnorimopsar_chopi
Anumara_forbesi
Amblyramphus_holosericeus
Curaeus_curaeus
Gymnomystax_mexicanus
Hypopyrrhus_pyrohypogaster
Lampropsar_tanagrinus
Macroagelaius_imthurni
Macroagelaius_subalaris
Quiscalus_major
Quiscalus_mexicanus
Quiscalus_niger
Quiscalus_lugubris
Quiscalus_nicaraguensis
Quiscalus_quiscula
Euphagus_carolinus
Euphagus_cyanocephalus
Ptiloxena_atroviolacea
Dives_dives
Dives_warczewiczi
Molothrus_aeneus
Molothrus_ater
Molothrus_bonariensis
Molothrus_oryzivorus
Molothrus_rufoaxillaris
Agelaius_assimilis
Agelaius_phoeniceus
Agelaius_tricolor
Agelaius_humeralis
Agelaius_xanthomus
Nesopsar_nigerrimus
Icterus_cayanensis
Icterus_pyrrhopterus
Icterus_auricapillus
Icterus_dominicensis
Icterus_laudabilis
Icterus_bonana
Icterus_portoricensis
Icterus_oberi
Icterus_melanopsis
Icterus_northropi
Icterus_prosthemelas
Icterus_spurius
Icterus_cucullatus
Icterus_wagleri
Icterus_maculialatus
Icterus_icterus
Icterus_jamacaii
