species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
Certhidea fusca,certhidea fusca,certhidea_fusca,0.1219009191627082,-0.1689197031733728,-0.1219009191627082,1.4716544009595764,1.4389306402707358,-0.1689197031733728,0.07382816156023017,-0.0238493769236825,-0.65126873416753706,0.005971511216381892,0.11944118709441788,-0.005653615522430092,2.780054956707006e-4,-3.684208056034269e-17
Asemospiza fuliginosa,asemospiza fuliginosa,asemospiza_fuliginosa,0.407080056600092,-0.24338355114170368,-0.407080056600092,0.8564141763772024,0.2875663090589361,-0.24338355114170368,0.00833698497734427,-0.0955960770820946,-0.04474827614792883,0.01935384160193512,-0.008692440484493497,0.004564315322687304,1.886794583068997e-5,-1.0527952937230126e-16
Asemospiza obscura,asemospiza obscura,asemospiza_obscura,0.06263391318216752,0.06771434431232036,-0.06263391318216752,1.184360253912611,0.29271026148960844,0.06771434431232036,0.19391532928101687,-0.09046063639029735,0.045601435631316925,0.034974225068408756,0.0017911921522319962,0.0019346776446442092,1.2204679941483595e-5,1.697944440066075e-16
Melanospiza bicolor,melanospiza bicolor,melanospiza_bicolor,0.5786151307885444,-0.1132327175403378,-0.5786151307885444,1.8656274091507317,0.9028321259404612,-0.1132327175403378,0.1927898328060427,-0.10755073240882464,-0.16519046646992347,-0.006550986629855543,0.013293980961370574,0.007274308908354799,2.424278220770572e-7,2.9850401622887587e-16
Melanospiza richardsoni,melanospiza richardsoni,melanospiza_richardsoni,1.950832701481726,0.3862066942635006,-1.950832701481726,0.6538872351189965,0.7315054356212294,0.3862066942635006,0.58431001681628425,-0.01098620710304768,-0.28288319812960766,-0.011088012350323626,-0.011627365832571646,-0.009126630861024474,1.4975089637597858e-4,4.368837285513891e-16
Phonipara canora,phonipara canora,phonipara_canora,0.40746275753454253,0.2560285147819756,-0.40746275753454253,1.8535170426720702,0.550541591824439,0.2560285147819756,0.28184293420571405,-0.11821969511901455,-0.16676413787624764,0.0027891639546599573,2.9604831715799825e-4,0.018170057842201298,5.110814184986251e-5,4.3002055275320165e-16
Loxigilla barbadensis,loxigilla barbadensis,loxigilla_barbadensis,1.3847904692196942,0.0927522220988357,-1.3847904692196942,1.5762086907570325,1.0669087901859753,0.0927522220988357,0.3424991217474499,-0.10469146219838757,-0.46571501917122554,0.008057705779192443,0.02624165010860302,-0.013255935445396319,5.075085627868868e-4,1.3560234174868493e-16
Loxigilla noctis,loxigilla noctis,loxigilla_noctis,1.512232825329109,0.1264530402246617,-1.512232825329109,1.1617034890840279,0.9094536736360452,0.1264530402246617,0.5092775767445425,-0.0652157997968254,-0.36718665731426275,0.005418742714219438,-0.026434703273559963,-0.00599495563191957,3.0772163164452865e-5,2.975452943896225e-16
Loxipasser anoxanthus,loxipasser anoxanthus,loxipasser_anoxanthus,1.3134097651599315,0.3808751440391802,-1.3134097651599315,1.0903380217014849,0.7818291958211798,0.3808751440391802,0.3091943962993147,-0.06958552228209089,-0.33153806859277146,-0.014725118219025004,0.063116985825822,2.5622304920632123e-4,4.547889366941913e-5,3.0209219800543407e-16
Melopyrrha nigra,melopyrrha nigra,melopyrrha_nigra,0.41964290561285583,0.24786289818982304,-0.41964290561285583,1.7867401348796037,0.5697818182897829,0.24786289818982304,0.2846957760539629,-0.11682716591144543,-0.19087701087471343,0.006394254429898216,0.003394624629127208,0.01730328916645452,3.9100982368652226e-5,4.3892013678946856e-16
Melopyrrha taylori,melopyrrha taylori,melopyrrha_taylori,1.1970075512553424,0.39175201520339453,-1.1970075512553424,1.9310168049801861,0.8115944684368629,0.39175201520339453,0.38159238996723394,-0.10227358117599138,-0.47556881482151325,-0.01397593209482262,-0.025610395611309438,2.5349364398832613e-4,0.002390316889054108,3.593276559913667e-16
Melopyrrha violacea,melopyrrha violacea,melopyrrha_violacea,0.5220520668980996,-0.018121831614182717,-0.5220520668980996,1.5081823874278912,0.7925527810112879,-0.018121831614182717,0.2673936402699753,-0.09799124270994095,-0.16431535155516092,-0.0011375689772925874,0.055308406973440874,0.01101975494359037,1.270327020240399e-5,2.382533867907486e-16
