species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
Cossypha semirufa,cossypha semirufa,cossypha_semirufa,-0.05903585647262829,-0.38280832550854293,0.05903585647262829,0.7186215455718723,0.36473560209016115,-0.38280832550854293,-0.4518956370143198,-0.09721734590396387,0.11073662381201038,-0.05818639022053181,-0.0033360450367467182,0.002893601356422943,-2.5086431412210528e-5,-6.5182739232977e-17
Cossypha dichroa,cossypha dichroa,cossypha_dichroa,-1.8720712666028334,-0.0036863096559200813,1.8720712666028334,0.9709966740929588,0.6907769785797419,-0.0036863096559200813,0.05632290155614496,-0.1830107773239717,0.13388194202642492,0.09966857971875769,-0.008232596178702251,0.004726702892340638,-6.615033567091174e-6,-4.8575648958414814e-17
Cossypha heuglini,cossypha heuglini,cossypha_heuglini,-0.2698723750372648,0.03403512758587926,0.2698723750372648,1.5342872481817789,0.03943321141191369,0.03403512758587926,-0.1760394136848371,-0.11299109568373496,0.15858638711347894,-0.05366153821323447,-0.0043753194475361825,-0.0016203944656636741,6.152596416362555e-6,3.284331878479214e-16
Cossypha albicapillus,cossypha albicapillus,cossypha_albicapillus,1.4792270040000144,-0.8359531807534936,-1.4792270040000144,1.3268479048172885,-1.5050870545724453,-0.8359531807534936,-0.6312474475808688,-0.2081089908230386,0.10123125846917988,-0.050645988583776405,-0.0192686972448505,0.04681672129257025,-2.295251865233858e-5,-6.011537046223092e-16
Chamaetylas choloensis,chamaetylas choloensis,chamaetylas_choloensis,-0.5304868246948731,1.1902109452713305,0.5304868246948731,0.5110731679686366,0.1810812646316388,1.1902109452713305,-0.23664931086397042,0.04626156541556853,0.09452344722618206,-0.06001818263591645,-0.03513814758393183,-0.033813227242815005,1.0817619109362888e-4,7.340093547533967e-16
Chamaetylas fuelleborni,chamaetylas fuelleborni,chamaetylas_fuelleborni,-0.40676782260469757,0.7487943756174832,0.40676782260469757,1.205002210942561,0.4038842632034011,0.7487943756174832,-0.12506473836707596,0.02056299957143674,0.10230564653747626,-0.043645847486312436,0.004198763102175067,-0.011060853930401132,4.165328124989095e-6,7.195100203547498e-16
Chamaetylas poliocephala,chamaetylas poliocephala,chamaetylas_poliocephala,1.6039082151035953,-0.2905774751481536,-1.6039082151035953,0.3864814423842305,0.08418777222064092,-0.2905774751481536,-0.13248456250729487,-0.05276854880484626,-0.08509843809256085,-0.046591632763435906,0.00939098196124174,-0.003937255451145829,1.6650106003146566e-5,-1.176056820591929e-16
Chamaetylas poliophrys,chamaetylas poliophrys,chamaetylas_poliophrys,0.21785107046077634,-0.8759310203499764,-0.21785107046077634,-0.4224995073156965,1.1559898084375415,-0.8759310203499764,-0.2286714353990283,-0.07373485576538737,0.06021767316437674,-0.03557744125270684,-0.00513050115315712,-0.0013047421929619682,3.0558231665628496e-6,-3.6568224792904305e-16
Cossyphicula isabellae,cossyphicula isabellae,cossyphicula_isabellae,2.75279342500725,-1.5626250863529785,-2.75279342500725,-2.0976014575700113,-1.4561637840157873,-1.5626250863529785,-1.006224762929848,-0.1574847395578168,-0.04130264330067385,-0.06757439579689144,-0.08740791734657599,-0.014545808130203468,-2.8123213763993955e-5,-1.5605675882205068e-15
Cossyphicula roberti,cossyphicula roberti,cossyphicula_roberti,2.406207956629382,-1.266918309588593,-2.406207956629382,-1.3320195929424978,-0.5932579974720188,-1.266918309588593,-0.6104838478791653,-0.12168108593590424,-0.10011124299575361,-0.024378218933709773,-0.03789188933462363,-0.012977125479054219,-1.1044351913217998e-5,-1.1830283905366657e-15
Stiphrornis pyrrholaemus,stiphrornis pyrrholaemus,stiphrornis_pyrrholaemus,0.9834308657852479,1.4967577096825444,-0.9834308657852479,1.1729536960953513,0.6739010030782252,1.4967577096825444,0.21045495952457152,0.06451903656791276,-0.1110875606512894,-0.02681345690624116,0.10630254799013605,0.0036942245993687945,5.355474450867017e-5,9.347055004726454e-16
Stiphrornis erythrothorax,stiphrornis erythrothorax,stiphrornis_erythrothorax,2.38520528549989,-0.464073971058912,-2.38520528549989,-0.05199794898823641,-0.6007874839980691,-0.464073971058912,-0.36628915291475317,-0.06976325937819469,-0.153221169593472,-0.038681935257377925,-0.004065589728750654,-0.011323281495592308,2.801214946234337e-6,-6.058026080207846e-16
Dessonornis anomalus,dessonornis anomalus,dessonornis_anomalus,-0.4636081189256394,1.4414770257276668,0.4636081189256394,0.059842573189188925,0.24426222913039036,1.4414770257276668,-0.28375234610824784,0.10246147348306002,0.09790187278755941,-0.06326381194800484,-0.03148707215356789,-0.033937219035167096,2.2399750510210077e-5,8.078273743138585e-16
Dessonornis archeri,dessonornis archeri,dessonornis_archeri,0.06438936506602312,-0.819473504592485,-0.06438936506602312,-0.652077594622249,1.2704358910469074,-0.819473504592485,-0.27193650024453814,-0.06435877082412461,0.06664293058733034,-0.04024656224266521,-0.003344320161277488,-0.0017760654624550457,1.1321887320090814e-5,-3.3329512373345897e-16
Dessonornis caffer,dessonornis caffer,dessonornis_caffer,-1.9810828536929064,-0.1945313544474357,1.9810828536929064,1.2933767932025921,0.36977863616425327,-0.1945313544474357,-0.04467526598112715,-0.1576775842758346,0.1749352319622864,0.04639988355129121,0.010333251364868274,-0.004285823410802761,-6.292175392809689e-6,2.839912033909945e-17
Dessonornis humeralis,dessonornis humeralis,dessonornis_humeralis,-1.8941287243736664,-0.04388849283426289,1.8941287243736664,1.6299987546097683,0.266008927329554,-0.04388849283426289,0.016861127084182696,-0.21228885037311238,0.1356996164768269,0.14095822393985846,-0.005136763724661777,-0.008827757544855258,-2.0285381170741278e-5,-2.4681686563563336e-16
Xenocopsychus ansorgei,xenocopsychus ansorgei,xenocopsychus_ansorgei,-0.9333046094274546,0.651649012026022,0.9333046094274546,1.4663004974456162,0.4096285223556849,0.651649012026022,-0.23443857259413203,-0.071121077173513,0.49117397806490704,-0.025445069313067635,0.05233993739144504,9.971392136622983e-4,1.5915395044326576e-5,5.890700516288564e-16
Cichladusa arquata,cichladusa arquata,cichladusa_arquata,-0.19758592667029887,0.10140930741307813,0.19758592667029887,1.5699587200847038,0.003614101714314808,0.10140930741307813,-0.153802675196122,-0.11043469889044134,0.11059011677223239,-0.05881954623169666,-0.018120687246786487,-0.007348969109451755,5.931587769742731e-6,3.6693972295030957e-16
Cichladusa ruficauda,cichladusa ruficauda,cichladusa_ruficauda,0.180279409322714,0.25042115116161356,-0.180279409322714,1.5709894033642342,0.5410224175147569,0.25042115116161356,-0.06843433888852347,-0.07166645448400198,0.12937468629146903,0.018927168146840884,0.05847292077951144,0.01818277617755034,1.9319930663716467e-5,2.7051261787442356e-16
Cichladusa guttata,cichladusa guttata,cichladusa_guttata,0.0014683402590560685,-0.5426022911272642,-0.0014683402590560685,2.7681209695580304,0.39914197892238895,-0.5426022911272642,-0.10385608163221155,-0.12208581693374862,0.006095722892593581,-0.08298508427344072,0.04421775428724412,0.004820155010552073,3.4558444695168356e-6,3.9234609215370803e-16
Cossypha cyanocampter,cossypha cyanocampter,cossypha_cyanocampter,1.7121228238349357,-0.5383963411197802,-1.7121228238349357,0.37284522371934387,-0.07291342927276871,-0.5383963411197802,-0.19688689108049703,-0.0730007770670665,-0.08563378232742962,-0.04736770532339019,-0.002522678520865641,-0.004871963033171647,8.891508822283696e-6,-3.268484612706227e-16
Sheppardia bocagei,sheppardia bocagei,sheppardia_bocagei,-0.5500402316311308,0.8919221046807518,0.5500402316311308,1.2184057091474971,-0.010161511789415696,0.8919221046807518,-0.2013495438944372,-0.07706754308440333,0.35130193988003305,-0.1470478034434668,-0.012557752444322818,0.0042188440027929675,1.1581393342073178e-5,1.062929389117378e-15
Sheppardia poensis,sheppardia poensis,sheppardia_poensis,1.600025649750583,-1.1263563057992987,-1.600025649750583,-0.8643741130490754,0.01164643050031008,-1.1263563057992987,-0.48083012901111505,-0.11389571457871353,-0.06732906415464618,-0.03991101806053383,-0.042493969241929226,-0.011180172668410093,-1.07589119648506e-5,-9.205634416869647e-16
Sheppardia polioptera,sheppardia polioptera,sheppardia_polioptera,1.0565575087168282,-0.7063564818609294,-1.0565575087168282,0.34062744674961937,-0.3939571668284208,-0.7063564818609294,-0.44436478805426705,-0.12651775854881356,0.13922142831597983,-0.08318171630303023,-0.029458088155066814,0.011617234395921999,-4.250431546556796e-6,-2.9661285904211226e-16
Sheppardia sharpei,sheppardia sharpei,sheppardia_sharpei,-0.74997262907488,0.7452574484687565,0.74997262907488,0.9541921575727732,0.6572564166878516,0.7452574484687565,-0.17073093431883268,0.01966013933931421,0.15474351700325784,-0.06408645277310522,0.009593716942967442,-0.013643314557212712,-3.828574020752197e-6,7.720007229404022e-16
Sheppardia gunningi,sheppardia gunningi,sheppardia_gunningi,-0.04354851956831114,0.3599740536734776,0.04354851956831114,1.6440713310077184,0.30941595712689013,0.3599740536734776,-0.022147862742392676,0.036081534494446225,-0.05108782960667738,-0.0020233931334905897,0.002226718168464865,-0.011548970210135309,1.7025362681081667e-5,3.811205769483354e-16
Sheppardia aequatorialis,sheppardia aequatorialis,sheppardia_aequatorialis,0.07003033521044802,-0.8931170938491857,-0.07003033521044802,-0.12779672202065115,0.9191770125371485,-0.8931170938491857,-0.29545020516565645,-0.06324412013679202,0.1064692476469491,-0.07076837713404593,0.005076527525538077,-0.009470182780122939,1.0590447824242782e-5,-2.2032261614071636e-16
Sheppardia gabela,sheppardia gabela,sheppardia_gabela,-0.6174146160466873,0.8572138034589786,0.6174146160466873,1.1408194972097605,1.039559552056535,0.8572138034589786,-0.3168334326742984,-0.022636463497562778,0.10121870842778531,0.049766216855028245,0.15823517520867228,0.014141612738076657,-6.167283880555342e-5,2.0719922249718905e-16
Sheppardia cyornithopsis,sheppardia cyornithopsis,sheppardia_cyornithopsis,1.58717172021001,-0.08052097125616708,-1.58717172021001,0.33204033372309205,0.18196625632463773,-0.08052097125616708,-0.11914084963211403,-0.04356319694269268,-0.08328904592110509,-0.04012758280953419,0.006868370817921652,2.4425348127603264e-4,1.9316708486608562e-5,-4.517921562048836e-17
Sheppardia aurantiithorax,sheppardia aurantiithorax,sheppardia_aurantiithorax,-1.3704476036258646,0.6581394120919595,1.3704476036258646,0.3617700259302297,1.3983191735824552,0.6581394120919595,-0.17680232609948474,-0.014256002158704989,0.19439912609034776,-0.033931034085802045,-0.01887789020254594,-0.007346467790771027,-2.3625891594378494e-4,6.134753286533445e-16
Sheppardia lowei,sheppardia lowei,sheppardia_lowei,-0.9166783138399828,1.169381931437094,0.9166783138399828,0.21501541340843233,0.8765033579537799,1.169381931437094,-0.2727026278802539,0.08341820518889358,0.18753914591758855,-0.08780920542862947,0.03385748136247999,-0.020857027842736266,-3.508735100464239e-6,8.678487188010465e-16
Sheppardia montana,sheppardia montana,sheppardia_montana,-0.8166037991830073,0.4653219854135801,0.8166037991830073,0.04818285104724197,1.225649095709818,0.4653219854135801,-0.17058226800566992,-0.024636148972026276,0.06135510047470633,-0.09489256033289149,-0.009977577240150946,-0.014431935419330697,-1.8448304818805241e-4,6.320304415953282e-16
Pogonocichla stellata,pogonocichla stellata,pogonocichla_stellata,-0.5121631638088717,0.07403588241122562,0.5121631638088717,1.3889251137206693,0.46292011464742255,0.07403588241122562,-0.10941082574547309,-0.07625787736803334,0.0809315647655508,-0.017034558190941997,0.005622894060214803,-0.00841715271147868,3.1382508681680795e-6,2.589812268857267e-16
Swynnertonia swynnertoni,swynnertonia swynnertoni,swynnertonia_swynnertoni,-0.5615998549515058,1.1396696905449994,0.5615998549515058,0.3790540261798076,0.4964543280418018,1.1396696905449994,-0.20565201097782593,0.05577713138519331,0.13725546689082505,-0.04195179444888483,-0.014485998723303622,-0.015174257660314562,-3.2344810463325684e-5,7.495807849015705e-16
Erithacus rubecula,erithacus rubecula,erithacus_rubecula,-5.110685431936802,-0.5503809071885982,5.110685431936802,-1.1404566356370271,-0.15478034492670767,-0.5503809071885982,0.16285775426558524,-0.04223780510321421,-0.1302304326676805,-0.11432931762319616,-0.010059909812025647,7.023076603820817e-4,8.795452880073617e-6,3.808940364957965e-16
Cyornis camarinensis,cyornis camarinensis,cyornis_camarinensis,4.361034030869179,-0.08844277345464766,-4.361034030869179,-1.790954297215231,-1.1794637020462468,-0.08844277345464766,-0.22491500181787133,0.026218338327567644,-0.3190846372898121,0.05086159778354585,-0.076297402943940107,-0.010406617639559662,-5.2948724275318385e-5,-1.0733265846311092e-15
Cyornis ruficauda,cyornis ruficauda,cyornis_ruficauda,3.329181492617495,-0.7430142554284249,-3.329181492617495,-0.7881354628763798,-0.4215313935152135,-0.7430142554284249,0.07408617247881594,-0.047303362467180275,-0.12410197917254077,0.036944732137822504,0.004614706392341905,-1.9279316757681817e-5,8.978656754188047e-6,-8.261896581465257e-16
Cyornis herioti,cyornis herioti,cyornis_herioti,2.430514322834602,1.7770800357177778,-2.430514322834602,-0.41109375533533565,-0.4698418278336826,1.7770800357177778,-0.05927154800418604,0.12706083569772045,-0.1834811365727026,-0.06262952498969442,-0.02941313988117948,-0.014458114052581475,2.677484794482876e-5,6.747298458161245e-16
Cyornis pallidipes,cyornis pallidipes,cyornis_pallidipes,5.296160987593267,1.7327731870069174,-5.296160987593267,-3.6754903106820094,-3.4197628426456634,1.7327731870069174,-2.4559691806145976,-0.053278141092898676,-0.5444848333276718,-0.04851142007545332,0.42550211564736096,0.010326549823547498,-8.040470081052171e-6,-2.125337268510384e-15
Cyornis umbratilis,cyornis umbratilis,cyornis_umbratilis,3.3104878132476863,-1.050250610830419,-3.3104878132476863,-0.8175621908794269,-0.49190079129948927,-1.050250610830419,0.17231313909623136,-0.08027483708032447,0.06873824647507056,0.031023857908760895,0.008078027168608098,0.00801468110387231,7.1058075393650154e-6,-8.542770906345212e-16
Cyornis caerulatus,cyornis caerulatus,cyornis_caerulatus,3.393890024183095,-1.1567370995765018,-3.393890024183095,-0.665240049543764,-0.5367437329880451,-1.1567370995765018,0.18682896513233407,-0.09764162683444903,0.05663093655163691,0.03157635843478382,0.003175140994533522,0.00736721316292983,4.961372648810352e-6,-9.393007141955019e-16
Cyornis lemprieri,cyornis lemprieri,cyornis_lemprieri,1.8322666968744925,1.0307897278887987,-1.8322666968744925,1.5201316456670484,0.8460673607904172,1.0307897278887987,0.4093155509368959,0.04834186874692383,-0.3707996609123996,-0.065873908524224,-0.04175965739230333,3.0215250511344855e-4,1.3613380868558397e-4,9.927670411307054e-16
Cyornis turcosus,cyornis turcosus,cyornis_turcosus,3.500818271411689,-1.108517541866312,-3.500818271411689,-0.7977412385796221,-0.6236207349091233,-1.108517541866312,0.1622172849649332,-0.09061262579016323,0.05830560960428155,0.03340266169581361,0.010138385615757613,0.007122008120092504,1.3999828310753253e-5,-8.796317984250898e-16
Cyornis ruckii,cyornis ruckii,cyornis_ruckii,3.5305552964357902,-1.1781274269422635,-3.5305552964357902,-0.5470596177312801,-0.7193531003476681,-1.1781274269422635,0.1645622570232952,-0.1292307961757191,0.008039835219287032,0.029204038998875154,-0.025939432350792213,0.006802226837025554,-5.81253062132092e-6,-1.0110731379376653e-15
Cyornis superbus,cyornis superbus,cyornis_superbus,3.488058654891921,-1.1008291504329863,-3.488058654891921,-0.9685080259703334,-0.584451486674181,-1.1008291504329863,0.24787641863053003,-0.07563012536350182,0.1282318114370209,0.027893184847029993,0.009103301568881127,0.009716205061190496,1.9591392580032013e-5,-9.629925768192835e-16
Cyornis colonus,cyornis colonus,cyornis_colonus,2.741737888761584,-0.6184118663651541,-2.741737888761584,0.16731440523195054,0.16308468684522992,-0.6184118663651541,-0.12895037119430555,-0.10859628498622681,-0.42802098094196334,0.06278833828499142,-0.008094949191951773,-0.010720158196993743,-1.3334855700344186e-4,-9.211116557344963e-16
Cyornis olivaceus,cyornis olivaceus,cyornis_olivaceus,3.0632670263341057,-0.7298898480930356,-3.0632670263341057,-0.5313542016011796,-0.34004889100253044,-0.7298898480930356,0.10087296089921081,-0.06786412023126165,-0.01684247411663143,0.01913608002004299,-0.004064377870853179,0.005091898426929212,-5.739248785118312e-6,-7.277282752735132e-16
Cyornis poliogenys,cyornis poliogenys,cyornis_poliogenys,1.1146614121308724,3.627661320485782,-1.1146614121308724,-0.8820383858726326,-1.6775779841590928,3.627661320485782,-0.13985210530693912,0.17960186571424044,0.0710796655494097,0.09242499902540974,-0.026664411986459035,0.0014441694109985396,1.9251228870355172e-5,8.412932011303024e-16
Cyornis banyumas,cyornis banyumas,cyornis_banyumas,0.01717243618778252,1.2455852439420725,-0.01717243618778252,-0.007665955529860224,-0.3869976105358735,1.2455852439420725,0.05326496666507893,-0.04480368119788616,0.035820644269713056,0.05322352379354831,-0.014026531076713722,-0.002977636795294654,8.814424369414513e-6,2.732002386768644e-16
Cyornis rufigastra,cyornis rufigastra,cyornis_rufigastra,3.4817515227276283,-0.6851504252680954,-3.4817515227276283,-0.660199747713973,-0.4979115599842152,-0.6851504252680954,0.030586444410421274,-0.07063046470944917,-0.17940928852693008,0.039946628888827676,-0.007791536281856417,1.847823079919587e-4,2.268784161429552e-5,-9.69043310093045e-16
Cyornis omissus,cyornis omissus,cyornis_omissus,2.338682489800735,-0.43648648505495335,-2.338682489800735,-0.391015511614265,0.29732035778796734,-0.43648648505495335,0.06624719369811799,-0.037327694724353745,-0.10185852803248473,-0.003418086818190042,9.650457610844869e-4,-0.00460902271811897,1.9827292697417774e-5,-4.0006979977028996e-16
Cyornis brunneatus,cyornis brunneatus,cyornis_brunneatus,-1.8519084192029875,0.8014509974239392,1.8519084192029875,-0.24420071908607088,-1.6457606094274,0.8014509974239392,0.33940221193631714,-0.0976350405504834,-0.021521876769693103,0.05858213809819496,-0.005290299631269633,0.020538671825510477,1.1701427825461722e-5,1.767624270849801e-16
Cyornis nicobaricus,cyornis nicobaricus,cyornis_nicobaricus,4.527005968133087,-1.3717156899878902,-4.527005968133087,-1.5827535349533515,-0.880223792513894,-1.3717156899878902,-0.13285418119803521,-0.14886937997773902,-0.3752083629029561,0.10724130079273586,0.06846370910477502,0.003911931225013358,-0.0012675296147552583,-1.863154088501626e-15
Cyornis sumatrensis,cyornis sumatrensis,cyornis_sumatrensis,1.4796949885245485,1.439289016309265,-1.4796949885245485,0.8675788789525535,-0.564200337443511,1.439289016309265,-0.022518644796669922,0.03320916269888833,0.019723465629385227,-0.024844608246777207,-0.01314395580255131,-0.004178182042017382,2.096001201997402e-5,6.503806677717911e-16
Cyornis tickelliae,cyornis tickelliae,cyornis_tickelliae,0.18991707925979373,1.104158722102275,-0.18991707925979373,1.950643831503373,-1.914980813935386,1.104158722102275,-0.34764227327833697,0.0570290117923624,0.11500623408507522,-0.05058140089667549,0.016615956520037126,-0.011753961083637163,2.303796810909083e-6,6.598011154331612e-16
Cyornis magnirostris,cyornis magnirostris,cyornis_magnirostris,0.7203070254359174,3.9163231618149617,-0.7203070254359174,-2.12455629538901,-1.6220330436355854,3.9163231618149617,-0.13812965319024495,0.31270462895159495,-0.04995990959126281,0.08122299511053442,-0.026314250541938453,0.02470255571791001,3.404269245658916e-5,9.238910033403888e-16
Cyornis hainanus,cyornis hainanus,cyornis_hainanus,0.432169522930513,1.6912404515267148,-0.432169522930513,0.708943951188002,-0.6428099813906147,1.6912404515267148,0.07553172382374818,0.020898397167519022,-0.0010680369399372039,0.028218356318242797,-0.024914586871058735,-0.0010477392917729225,1.5379842614215773e-5,6.877022922069341e-16
Cyornis rubeculoides,cyornis rubeculoides,cyornis_rubeculoides,0.43730868672931816,2.757543841333926,-0.43730868672931816,-0.41385792194671295,-1.208444477763089,2.757543841333926,-0.1831480380168259,0.15288920422947927,0.08714346234155217,0.04757015478476799,-0.01610957513960575,0.0010008303153227623,1.6788740581021956e-5,8.141359069965603e-16
Cyornis glaucicomans,cyornis glaucicomans,cyornis_glaucicomans,-2.9201572188569496,0.6491419771262437,2.9201572188569496,-0.19717346558494375,-0.6773249424730999,0.6491419771262437,0.24989446655248446,-0.3563438638543892,-0.08167052205935654,0.028079772069351364,-0.004244866891946476,-0.0014801895827890618,7.368375324642454e-6,1.862647820793816e-16
Cyornis unicolor,cyornis unicolor,cyornis_unicolor,0.6910022738576147,1.3398135595877554,-0.6910022738576147,-0.27438486838454273,-0.5284960553952545,1.3398135595877554,0.017016377363670978,0.02206985766397295,0.03014791914536852,0.06237668402256221,-0.012035592750059018,0.0013156743540351397,1.2211374946473823e-5,2.37121634411416e-16
Anthipes monileger,anthipes monileger,anthipes_monileger,-0.031162412817929978,2.3986198108514145,0.031162412817929978,-0.5986772888452818,-0.6386617774024833,2.3986198108514145,-0.10840025859158867,0.10916388213626688,0.058188159278342595,0.07383705459581295,-0.016264045033992598,-7.251279693575755e-4,1.6676881278779923e-5,5.880006099039795e-16
Anthipes solitaris,anthipes solitaris,anthipes_solitaris,2.2358442260326554,0.32502178660186043,-2.2358442260326554,-1.1899132451594625,-0.11249103199585798,0.32502178660186043,-0.0375827166221956,0.03219488931085735,0.08898423081024308,-0.014114522003986536,7.325859881752397e-4,0.0016765463516943248,1.3899078551932969e-5,-1.7272087717235568e-16
Eumyias additus,eumyias additus,eumyias_additus,3.6158566461099215,-0.1613263870008367,-3.6158566461099215,-2.494420132254554,-0.35000343448826327,-0.1613263870008367,-0.8359979685374777,-0.026206108303452484,-0.5957843605561871,0.08858393433384733,0.0541516377185229,-0.02792584152714838,-6.11346187734966e-5,-1.733565246403439e-15
Eumyias panayensis,eumyias panayensis,eumyias_panayensis,2.006019312996384,0.33258119453113566,-2.006019312996384,-1.4602411463644078,0.430108294035941,0.33258119453113566,0.021392054239477792,0.07014570972650558,0.006417107624827534,-0.0354706225835442,-0.009730602112544935,-0.0062026167937122515,1.259550314553396e-5,-1.8379134259628582e-17
Eumyias oscillans,eumyias oscillans,eumyias_oscillans,1.456951336874978,1.6083610547878409,-1.456951336874978,0.4308960445846594,0.9145435351365112,1.6083610547878409,0.17735546252970247,0.09406127117708352,-0.2695821257914261,-0.07983032215523694,-0.04535709491357999,-0.007993180132129324,1.712684226992001e-5,1.0931335405099519e-15
Eumyias stresemanni,eumyias stresemanni,eumyias_stresemanni,1.084965398017955,1.1616981429324924,-1.084965398017955,1.1122260154841763,0.8604075254021908,1.1616981429324924,0.11042668764595535,0.036975591186873866,-0.23759906119024093,-0.07757371602278215,-0.045039101142314804,-0.004660087999092152,-5.539652733851458e-5,9.689016331822027e-16
Eumyias sanfordi,eumyias sanfordi,eumyias_sanfordi,1.4801357611289474,-0.5632950518561987,-1.4801357611289474,-1.351999642165119,1.3442378924454523,-0.5632950518561987,0.26882381408432166,-0.003778381027214541,-0.07358603791161551,0.025728053990089293,-0.003108618022172884,-0.005290826701131649,1.719632896870702e-5,-4.2427540007022524e-16
Eumyias thalassinus,eumyias thalassinus,eumyias_thalassinus,0.1649917772062829,0.6689336612209817,-0.1649917772062829,-0.27091493184958765,-0.594586032160869,0.6689336612209817,0.09723716927667599,-0.08954502095631099,0.001830166389222454,0.04430138957031356,-0.007148366257987775,0.004187693062774747,9.516575392914415e-6,9.567887786032694e-18
Eumyias hoevelli,eumyias hoevelli,eumyias_hoevelli,1.8069726789188352,0.36052195453755104,-1.8069726789188352,-2.355302906801696,0.6914730591015288,0.36052195453755104,0.09709363983907901,0.12907761051076008,0.2282905188810035,-0.06468339901509677,0.002226440080360819,-0.0010706270682354336,4.015539224074528e-5,2.169338511146529e-16
Eumyias hyacinthinus,eumyias hyacinthinus,eumyias_hyacinthinus,0.9267509516167423,0.6816901622911368,-0.9267509516167423,1.5399354007319614,0.8736841603696122,0.6816901622911368,0.08047937845623442,-0.00459716190761598,-0.29877447686139447,-0.0394408709084822,-0.04634330096925097,-0.0044336542017709025,-1.778142308796518e-5,6.54445093565926e-16
Eumyias indigo,eumyias indigo,eumyias_indigo,2.497372678515547,0.8041823204339905,-2.497372678515547,-2.230706830276531,0.10968105556558932,0.8041823204339905,-0.005523864761892008,0.1374424155629851,0.15876984364641084,-0.03354848273141149,-2.2530599860804134e-4,0.007639874156477728,7.158922465519322e-5,8.731791586605082e-17
Eumyias albicaudatus,eumyias albicaudatus,eumyias_albicaudatus,4.903067098252013,-0.05673131365769058,-4.903067098252013,-3.622593822829575,-2.9775461570278146,-0.05673131365769058,-2.291000745766143,-0.2081441898232098,-0.5040720915676936,0.0341030891780084,0.30732453963757284,0.015024326809058972,-3.899952361937997e-5,-3.2081040148498867e-15
Eumyias sordidus,eumyias sordidus,eumyias_sordidus,1.5308107177969352,0.20136593050613374,-1.5308107177969352,-0.5461831416901491,0.32489094540652574,0.20136593050613374,-0.03954898133331561,0.06497629814557344,0.035272584428693916,-0.006428559591416979,0.04542886646751112,0.0016744305338594874,5.9639842996617046e-6,-5.815326610485256e-17
Cyanoptila cumatilis,cyanoptila cumatilis,cyanoptila_cumatilis,-4.209844655343397,0.43952639995991344,4.209844655343397,-0.29992861118339764,-1.0278137441845194,0.43952639995991344,0.227005802426232,-0.497703266679278,-0.06024497818502064,0.013247621528053095,0.0524488501142514,-0.0036841560924827646,3.7002554270401944e-5,1.1449052868636066e-17
Cyanoptila cyanomelana,cyanoptila cyanomelana,cyanoptila_cyanomelana,-5.316303445640483,0.5327698046483826,5.316303445640483,-1.9594762997610664,-1.5109841197642104,0.5327698046483826,0.2361788891743183,-0.40672893779505,-0.09811439171906755,0.04088519901766943,0.01426163886396795,-0.014828737162422844,-1.3429852381454516e-6,-2.428374420434382e-16
Niltava davidi,niltava davidi,niltava_davidi,-1.190164335050677,1.1615605137944354,1.190164335050677,0.004250019154417116,-0.8443781901483169,1.1615605137944354,0.1919081361408636,-0.11547375751499198,-0.08189015626114461,0.07327740222498345,-0.016962715940631895,0.0055318473929445965,7.371865226338425e-6,2.715826523473612e-16
Niltava sundara,niltava sundara,niltava_sundara,-1.358874284709144,1.6031459219585589,1.358874284709144,-0.40685212080401506,-0.6746243450190972,1.6031459219585589,3.6233215996981787e-4,-0.07641917748694389,-0.0023437506716902407,0.07381852114054191,-0.013208219944478367,0.0018114441282206309,8.181587210685675e-6,3.3850642474394497e-16
Niltava sumatrana,niltava sumatrana,niltava_sumatrana,2.4569450683165277,-0.9564169863443459,-2.4569450683165277,-2.764107125219528,0.2940047524138499,-0.9564169863443459,-0.021247581499192925,-0.011234373095479453,0.1352426315833746,0.0278768302081282,0.01690720818080117,0.005225910180868473,1.8227309168877857e-5,-1.0305904233655042e-15
Niltava grandis,niltava grandis,niltava_grandis,0.532473037085758,1.915203137673933,-0.532473037085758,-0.24718045662394592,-0.5284855173518114,1.915203137673933,-0.05768070544049171,0.06942296820816812,0.0438920612706781,0.04470446876665042,-0.01675609594059008,-5.877137436309019e-4,1.482904980545057e-5,5.347431555070521e-16
Niltava macgrigoriae,niltava macgrigoriae,niltava_macgrigoriae,-0.5764840480751281,1.8497584109142848,0.5764840480751281,-0.24274498885561827,-0.5379051271619175,1.8497584109142848,-0.06244142535064693,0.005656827918473035,-4.754479233059212e-4,0.09565269732109132,-0.016972038943736837,-0.001581133206752086,3.5678659467066513e-6,3.0385707113872526e-16
Niltava oatesi,niltava oatesi,niltava_oatesi,-1.0197090832897295,1.828407980872296,1.0197090832897295,-0.569824788568433,-0.3162099902539275,1.828407980872296,-0.08671524461295013,-0.0013063229979270654,0.049835562408252536,0.09110198502732463,-0.01676156703770637,-0.0022663019280181893,7.313997064047503e-6,3.5877332445071093e-16
Niltava vivida,niltava vivida,niltava_vivida,0.11349957132986292,1.7704638896982272,-0.11349957132986292,-1.867959915464221,-0.5194811834309614,1.7704638896982272,0.10626165448267404,0.11783284686887611,-0.0824195423673229,-0.03386239514472472,0.03888343873934705,0.004925748311169892,3.6266840236446495e-5,5.862091793698982e-16
