n_species_used,crown_node,tree_is_rooted,selected_thermal_axis,selected_precipitation_axis,thermal_axis_variance_explained,precipitation_axis_variance_explained,n_species_inside_50_core,n_species_inside_80_core,n_species_inside_95_core,pct_species_inside_50_core,pct_species_inside_80_core,pct_species_inside_95_core
9621,9622,TRUE,PC1,PC4,0.6454604823296299,0.058232362141476375,5365,7990,8843,0.557634341544538,0.8304750025984825,0.9191352250285834
